primaryKey,gridType,gameId,eventNumber,playerId,playerName,teamId,teamName,period,minutesRemaining,secondsRemaining,eventType,actionType,shotZoneBasic,shotZoneArea,shotZoneRange,shotType,shotDistance,xCoordinate,yCoordinate,shotAttemptedFlag,shotMadeFlag,gameDate,homeTeam,awayTeam,season,seasonType,dt
0021800607_196_201936,"Shot Chart Detail",0021800607,196,201936,"Tyreke Evans",1610612754,"Indiana Pacers",2,8,42,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",1,1,13,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_19_202681,"Shot Chart Detail",0021800607,19,202681,"Kyrie Irving",1610612738,"Boston Celtics",1,10,18,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",2,19,15,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_203_201143,"Shot Chart Detail",0021800607,203,201143,"Al Horford",1610612738,"Boston Celtics",2,8,15,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",2,11,17,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_205_203124,"Shot Chart Detail",0021800607,205,203124,"Kyle OQuinn",1610612754,"Indiana Pacers",2,8,0,"Missed Shot","Driving Bank Hook Shot","2PT Field Goal","In The Paint (Non-RA)",Center(C),"Less Than 8 ft.",7,65,36,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_207_1627759,"Shot Chart Detail",0021800607,207,1627759,"Jaylen Brown",1610612738,"Boston Celtics",2,7,53,"Made Shot","Running Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",8,68,46,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_20_202711,"Shot Chart Detail",0021800607,20,202711,"Bojan Bogdanovic",1610612754,"Indiana Pacers",1,10,7,"Made Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",24,235,64,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_214_201936,"Shot Chart Detail",0021800607,214,201936,"Tyreke Evans",1610612754,"Indiana Pacers",2,7,26,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",3,30,5,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_216_201152,"Shot Chart Detail",0021800607,216,201152,"Thaddeus Young",1610612754,"Indiana Pacers",2,7,22,"Made Shot","Tip Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",0,0,-6,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_217_1627759,"Shot Chart Detail",0021800607,217,1627759,"Jaylen Brown",1610612738,"Boston Celtics",2,7,8,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",1,5,12,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_218_1627734,"Shot Chart Detail",0021800607,218,1627734,"Domantas Sabonis",1610612754,"Indiana Pacers",2,6,53,"Made Shot","Driving Layup Shot","2PT Field Goal","In The Paint (Non-RA)",Center(C),"Less Than 8 ft.",4,28,31,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_220_1627759,"Shot Chart Detail",0021800607,220,1627759,"Jaylen Brown",1610612738,"Boston Celtics",2,6,43,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,173,191,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_222_201936,"Shot Chart Detail",0021800607,222,201936,"Tyreke Evans",1610612754,"Indiana Pacers",2,6,27,"Missed Shot","Layup Shot","2PT Field Goal","In The Paint (Non-RA)",Center(C),"Less Than 8 ft.",5,23,46,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_22_1628369,"Shot Chart Detail",0021800607,22,1628369,"Jayson Tatum",1610612738,"Boston Celtics",1,9,51,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",2,-16,13,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_230_202709,"Shot Chart Detail",0021800607,230,202709,"Cory Joseph",1610612754,"Indiana Pacers",2,6,13,"Made Shot","Fadeaway Jump Shot","2PT Field Goal",Mid-Range,"Left Side(L)","8-16 ft.",11,-95,70,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_231_201143,"Shot Chart Detail",0021800607,231,201143,"Al Horford",1610612738,"Boston Celtics",2,5,50,"Made Shot","Cutting Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",2,9,18,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_235_1627759,"Shot Chart Detail",0021800607,235,1627759,"Jaylen Brown",1610612738,"Boston Celtics",2,5,39,"Made Shot","Running Finger Roll Layup Shot","2PT Field Goal","In The Paint (Non-RA)",Center(C),"Less Than 8 ft.",4,16,43,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_237_203506,"Shot Chart Detail",0021800607,237,203506,"Victor Oladipo",1610612754,"Indiana Pacers",2,5,22,"Missed Shot","Pullup Jump shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",14,72,124,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_24_203506,"Shot Chart Detail",0021800607,24,203506,"Victor Oladipo",1610612754,"Indiana Pacers",1,9,46,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,143,203,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_250_202711,"Shot Chart Detail",0021800607,250,202711,"Bojan Bogdanovic",1610612754,"Indiana Pacers",2,5,0,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-157,213,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_254_203935,"Shot Chart Detail",0021800607,254,203935,"Marcus Smart",1610612738,"Boston Celtics",2,4,43,"Made Shot","Cutting Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",1,-14,5,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_256_201152,"Shot Chart Detail",0021800607,256,201152,"Thaddeus Young",1610612754,"Indiana Pacers",2,4,27,"Missed Shot","Reverse Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",3,-31,6,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_258_202694,"Shot Chart Detail",0021800607,258,202694,"Marcus Morris",1610612738,"Boston Celtics",2,4,15,"Missed Shot","Pullup Jump shot","2PT Field Goal",Mid-Range,"Left Side(L)","16-24 ft.",18,-182,-1,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_263_202711,"Shot Chart Detail",0021800607,263,202711,"Bojan Bogdanovic",1610612754,"Indiana Pacers",2,3,50,"Missed Shot","Pullup Jump shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",22,-227,29,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_26_1628369,"Shot Chart Detail",0021800607,26,1628369,"Jayson Tatum",1610612738,"Boston Celtics",1,9,32,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-119,230,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_273_202694,"Shot Chart Detail",0021800607,273,202694,"Marcus Morris",1610612738,"Boston Celtics",2,3,12,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-229,109,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_275_201152,"Shot Chart Detail",0021800607,275,201152,"Thaddeus Young",1610612754,"Indiana Pacers",2,2,53,"Missed Shot","Driving Hook Shot","2PT Field Goal","In The Paint (Non-RA)",Center(C),"Less Than 8 ft.",6,49,48,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_277_1627734,"Shot Chart Detail",0021800607,277,1627734,"Domantas Sabonis",1610612754,"Indiana Pacers",2,2,52,"Made Shot","Tip Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",0,0,-6,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_278_202330,"Shot Chart Detail",0021800607,278,202330,"Gordon Hayward",1610612738,"Boston Celtics",2,2,40,"Made Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,233,-1,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_289_202681,"Shot Chart Detail",0021800607,289,202681,"Kyrie Irving",1610612738,"Boston Celtics",2,2,13,"Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",24,-242,-10,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_301_202681,"Shot Chart Detail",0021800607,301,202681,"Kyrie Irving",1610612738,"Boston Celtics",2,1,47,"Missed Shot","Pullup Jump shot","2PT Field Goal",Mid-Range,Center(C),"16-24 ft.",16,38,159,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_303_1628464,"Shot Chart Detail",0021800607,303,1628464,"Daniel Theis",1610612738,"Boston Celtics",2,1,36,"Made Shot","Cutting Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",2,-24,10,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_310_202711,"Shot Chart Detail",0021800607,310,202711,"Bojan Bogdanovic",1610612754,"Indiana Pacers",2,1,24,"Made Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)",Center(C),"8-16 ft.",8,14,88,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_312_202694,"Shot Chart Detail",0021800607,312,202694,"Marcus Morris",1610612738,"Boston Celtics",2,1,9,"Made Shot","Step Back Jump shot","2PT Field Goal",Mid-Range,Center(C),"16-24 ft.",16,4,167,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_313_202711,"Shot Chart Detail",0021800607,313,202711,"Bojan Bogdanovic",1610612754,"Indiana Pacers",2,0,57,"Missed Shot","Pullup Jump shot","2PT Field Goal",Mid-Range,Center(C),"16-24 ft.",19,-8,190,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_315_1628464,"Shot Chart Detail",0021800607,315,1628464,"Daniel Theis",1610612738,"Boston Celtics",2,0,50,"Made Shot","Cutting Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",2,11,27,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_317_201152,"Shot Chart Detail",0021800607,317,201152,"Thaddeus Young",1610612754,"Indiana Pacers",2,0,36,"Made Shot","Hook Shot","2PT Field Goal","In The Paint (Non-RA)",Center(C),"Less Than 8 ft.",6,-26,55,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_319_202681,"Shot Chart Detail",0021800607,319,202681,"Kyrie Irving",1610612738,"Boston Celtics",2,0,31,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,122,217,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_31_202694,"Shot Chart Detail",0021800607,31,202694,"Marcus Morris",1610612738,"Boston Celtics",1,8,57,"Made Shot","Step Back Jump shot","2PT Field Goal",Mid-Range,Center(C),"16-24 ft.",17,-33,168,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_320_203124,"Shot Chart Detail",0021800607,320,203124,"Kyle OQuinn",1610612754,"Indiana Pacers",2,0,10,"Made Shot","Jump Shot","2PT Field Goal",Mid-Range,Center(C),"16-24 ft.",20,-44,203,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_322_1628464,"Shot Chart Detail",0021800607,322,1628464,"Daniel Theis",1610612738,"Boston Celtics",2,0,3,"Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,230,5,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_32_202711,"Shot Chart Detail",0021800607,32,202711,"Bojan Bogdanovic",1610612754,"Indiana Pacers",1,8,45,"Missed Shot","Driving Hook Shot","2PT Field Goal","In The Paint (Non-RA)",Center(C),"8-16 ft.",8,-35,72,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_334_1627734,"Shot Chart Detail",0021800607,334,1627734,"Domantas Sabonis",1610612754,"Indiana Pacers",3,11,42,"Missed Shot","Turnaround Hook Shot","2PT Field Goal","In The Paint (Non-RA)",Center(C),"Less Than 8 ft.",5,-54,8,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_336_201152,"Shot Chart Detail",0021800607,336,201152,"Thaddeus Young",1610612754,"Indiana Pacers",3,11,38,"Missed Shot","Tip Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",0,0,-6,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_338_201152,"Shot Chart Detail",0021800607,338,201152,"Thaddeus Young",1610612754,"Indiana Pacers",3,11,34,"Missed Shot","Hook Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",0,0,-6,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_341_201152,"Shot Chart Detail",0021800607,341,201152,"Thaddeus Young",1610612754,"Indiana Pacers",3,11,3,"Missed Shot","Hook Shot","2PT Field Goal","In The Paint (Non-RA)",Center(C),"Less Than 8 ft.",5,-52,16,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_343_201143,"Shot Chart Detail",0021800607,343,201143,"Al Horford",1610612738,"Boston Celtics",3,10,54,"Missed Shot","Alley Oop Layup shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",1,15,3,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_345_201954,"Shot Chart Detail",0021800607,345,201954,"Darren Collison",1610612754,"Indiana Pacers",3,10,49,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",1,-12,8,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_352_202694,"Shot Chart Detail",0021800607,352,202694,"Marcus Morris",1610612738,"Boston Celtics",3,10,6,"Made Shot","Fadeaway Jump Shot","2PT Field Goal",Mid-Range,"Left Side(L)","8-16 ft.",9,-90,25,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_354_202694,"Shot Chart Detail",0021800607,354,202694,"Marcus Morris",1610612738,"Boston Celtics",3,9,49,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-161,188,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_357_203506,"Shot Chart Detail",0021800607,357,203506,"Victor Oladipo",1610612754,"Indiana Pacers",3,9,32,"Made Shot","Pullup Jump shot","2PT Field Goal",Mid-Range,"Left Side Center(LC)","16-24 ft.",21,-160,138,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_358_1628369,"Shot Chart Detail",0021800607,358,1628369,"Jayson Tatum",1610612738,"Boston Celtics",3,9,14,"Made Shot","Cutting Dunk Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",2,13,16,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_360_203506,"Shot Chart Detail",0021800607,360,203506,"Victor Oladipo",1610612754,"Indiana Pacers",3,8,56,"Missed Shot","Jump Shot","2PT Field Goal",Mid-Range,"Right Side Center(RC)","16-24 ft.",19,83,178,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_366_201954,"Shot Chart Detail",0021800607,366,201954,"Darren Collison",1610612754,"Indiana Pacers",3,8,23,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)",Center(C),"8-16 ft.",13,-45,126,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_368_202681,"Shot Chart Detail",0021800607,368,202681,"Kyrie Irving",1610612738,"Boston Celtics",3,8,15,"Made Shot","Running Pull-Up Jump Shot","2PT Field Goal",Mid-Range,"Right Side Center(RC)","16-24 ft.",18,125,130,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_369_202711,"Shot Chart Detail",0021800607,369,202711,"Bojan Bogdanovic",1610612754,"Indiana Pacers",3,7,55,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-134,214,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_36_201143,"Shot Chart Detail",0021800607,36,201143,"Al Horford",1610612738,"Boston Celtics",1,8,27,"Made Shot","Turnaround Hook Shot","2PT Field Goal","In The Paint (Non-RA)",Center(C),"Less Than 8 ft.",6,-41,55,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_371_1628369,"Shot Chart Detail",0021800607,371,1628369,"Jayson Tatum",1610612738,"Boston Celtics",3,7,44,"Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",22,-225,30,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_375_202711,"Shot Chart Detail",0021800607,375,202711,"Bojan Bogdanovic",1610612754,"Indiana Pacers",3,7,24,"Made Shot","Turnaround Fadeaway shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",8,57,65,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_37_201152,"Shot Chart Detail",0021800607,37,201152,"Thaddeus Young",1610612754,"Indiana Pacers",1,8,6,"Missed Shot","Turnaround Hook Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",3,-33,-2,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_386_202681,"Shot Chart Detail",0021800607,386,202681,"Kyrie Irving",1610612738,"Boston Celtics",3,6,54,"Made Shot","Fadeaway Jump Shot","2PT Field Goal","In The Paint (Non-RA)",Center(C),"Less Than 8 ft.",4,-43,17,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_387_203506,"Shot Chart Detail",0021800607,387,203506,"Victor Oladipo",1610612754,"Indiana Pacers",3,6,36,"Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",3,-22,28,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_389_1628369,"Shot Chart Detail",0021800607,389,1628369,"Jayson Tatum",1610612738,"Boston Celtics",3,6,31,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,149,231,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_391_203506,"Shot Chart Detail",0021800607,391,203506,"Victor Oladipo",1610612754,"Indiana Pacers",3,6,22,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-188,178,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_395_201954,"Shot Chart Detail",0021800607,395,201954,"Darren Collison",1610612754,"Indiana Pacers",3,6,0,"Made Shot","Running Finger Roll Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",2,-8,20,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_401_1627734,"Shot Chart Detail",0021800607,401,1627734,"Domantas Sabonis",1610612754,"Indiana Pacers",3,5,31,"Made Shot","Turnaround Hook Shot","2PT Field Goal","In The Paint (Non-RA)",Center(C),"Less Than 8 ft.",4,38,20,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_402_1628464,"Shot Chart Detail",0021800607,402,1628464,"Daniel Theis",1610612738,"Boston Celtics",3,5,11,"Made Shot","Jump Shot","2PT Field Goal",Mid-Range,"Left Side(L)","8-16 ft.",11,-98,62,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_407_201954,"Shot Chart Detail",0021800607,407,201954,"Darren Collison",1610612754,"Indiana Pacers",3,5,3,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-148,227,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_40_203935,"Shot Chart Detail",0021800607,40,203935,"Marcus Smart",1610612738,"Boston Celtics",1,7,58,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-147,222,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_419_203506,"Shot Chart Detail",0021800607,419,203506,"Victor Oladipo",1610612754,"Indiana Pacers",3,4,32,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-157,211,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_422_202330,"Shot Chart Detail",0021800607,422,202330,"Gordon Hayward",1610612738,"Boston Celtics",3,4,18,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-226,110,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_42_201954,"Shot Chart Detail",0021800607,42,201954,"Darren Collison",1610612754,"Indiana Pacers",1,7,46,"Missed Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",3,-29,19,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_430_1627759,"Shot Chart Detail",0021800607,430,1627759,"Jaylen Brown",1610612738,"Boston Celtics",3,3,47,"Made Shot","Cutting Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",2,6,24,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_441_1628464,"Shot Chart Detail",0021800607,441,1628464,"Daniel Theis",1610612738,"Boston Celtics",3,3,22,"Made Shot","Cutting Dunk Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",1,6,19,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_44_1628369,"Shot Chart Detail",0021800607,44,1628369,"Jayson Tatum",1610612738,"Boston Celtics",1,7,37,"Made Shot","Pullup Jump shot","2PT Field Goal","In The Paint (Non-RA)",Center(C),"8-16 ft.",10,49,91,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_453_201936,"Shot Chart Detail",0021800607,453,201936,"Tyreke Evans",1610612754,"Indiana Pacers",3,2,48,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,171,193,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_455_1627734,"Shot Chart Detail",0021800607,455,1627734,"Domantas Sabonis",1610612754,"Indiana Pacers",3,2,46,"Made Shot","Tip Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",0,0,-6,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_456_202330,"Shot Chart Detail",0021800607,456,202330,"Gordon Hayward",1610612738,"Boston Celtics",3,2,22,"Missed Shot","Pullup Jump shot","2PT Field Goal",Mid-Range,Center(C),"16-24 ft.",16,-15,169,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_458_201936,"Shot Chart Detail",0021800607,458,201936,"Tyreke Evans",1610612754,"Indiana Pacers",3,2,14,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",2,21,10,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_461_203506,"Shot Chart Detail",0021800607,461,203506,"Victor Oladipo",1610612754,"Indiana Pacers",3,2,10,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",28,176,218,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_468_1626179,"Shot Chart Detail",0021800607,468,1626179,"Terry Rozier",1610612738,"Boston Celtics",3,1,53,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-167,199,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_470_1627734,"Shot Chart Detail",0021800607,470,1627734,"Domantas Sabonis",1610612754,"Indiana Pacers",3,1,37,"Missed Shot","Jump Shot","2PT Field Goal",Mid-Range,"Left Side Center(LC)","16-24 ft.",18,-89,167,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_472_1626179,"Shot Chart Detail",0021800607,472,1626179,"Terry Rozier",1610612738,"Boston Celtics",3,1,27,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-177,185,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_473_1627734,"Shot Chart Detail",0021800607,473,1627734,"Domantas Sabonis",1610612754,"Indiana Pacers",3,1,15,"Made Shot","Jump Shot","2PT Field Goal",Mid-Range,"Right Side Center(RC)","16-24 ft.",18,127,134,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_475_1627759,"Shot Chart Detail",0021800607,475,1627759,"Jaylen Brown",1610612738,"Boston Celtics",3,1,4,"Made Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",22,-227,-2,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_477_203506,"Shot Chart Detail",0021800607,477,203506,"Victor Oladipo",1610612754,"Indiana Pacers",3,0,50,"Made Shot","Jump Shot","2PT Field Goal",Mid-Range,Center(C),"16-24 ft.",22,11,227,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
