awayTeam,gameId,homeTeam
1610612755,0021800001,1610612738
1610612760,0021800002,1610612744
1610612749,0021800003,1610612766
1610612751,0021800004,1610612765
1610612763,0021800005,1610612754
1610612748,0021800006,1610612753
1610612737,0021800007,1610612752
1610612739,0021800008,1610612761
1610612740,0021800009,1610612745
1610612750,0021800010,1610612759
1610612762,0021800011,1610612758
1610612743,0021800012,1610612746
1610612742,0021800013,1610612756
1610612741,0021800014,1610612755
1610612748,0021800015,1610612764
1610612747,0021800016,1610612757
1610612766,0021800017,1610612753
1610612752,0021800018,1610612751
1610612738,0021800019,1610612761
1610612737,0021800020,1610612763
1610612739,0021800021,1610612750
1610612758,0021800022,1610612740
1610612754,0021800023,1610612749
1610612744,0021800024,1610612762
1610612760,0021800025,1610612746
1610612751,0021800026,1610612754
1610612761,0021800027,1610612764
1610612738,0021800028,1610612752
1610612753,0021800029,1610612755
1610612766,0021800030,1610612748
1610612765,0021800031,1610612741
1610612750,0021800032,1610612742
1610612756,0021800033,1610612743
1610612759,0021800034,1610612757
1610612745,0021800035,1610612747
1610612737,0021800036,1610612739
1610612758,0021800037,1610612760
1610612744,0021800038,1610612743
1610612745,0021800039,1610612746
1610612753,0021800040,1610612738
1610612766,0021800041,1610612761
1610612752,0021800042,1610612749
1610612754,0021800043,1610612750
1610612741,0021800044,1610612742
1610612763,0021800045,1610612762
1610612764,0021800046,1610612757
1610612756,0021800047,1610612744
1610612759,0021800048,1610612747
1610612755,0021800049,1610612765
1610612746,0021800050,1610612740
1610612758,0021800051,1610612743
1610612742,0021800052,1610612737
1610612751,0021800053,1610612739
1610612752,0021800054,1610612748
1610612750,0021800055,1610612761
1610612766,0021800056,1610612741
1610612762,0021800057,1610612745
1610612754,0021800058,1610612759
1610612755,0021800059,1610612749
1610612747,0021800060,1610612756
1610612763,0021800061,1610612758
1610612764,0021800062,1610612744
1610612739,0021800063,1610612765
1610612757,0021800064,1610612753
1610612738,0021800065,1610612760
1610612743,0021800066,1610612747
1610612741,0021800067,1610612766
1610612744,0021800068,1610612752
1610612742,0021800069,1610612761
1610612746,0021800070,1610612745
1610612749,0021800071,1610612750
1610612751,0021800072,1610612740
1610612764,0021800073,1610612758
1610612738,0021800074,1610612765
1610612762,0021800075,1610612740
