gameId,homeTeam,awayTeam,homeWin,season
0021500324,1610612749,1610612746,0,2015-16
0021500325,1610612750,1610612747,1,2015-16
0021500326,1610612756,1610612753,1,2015-16
0021500327,1610612762,1610612752,1,2015-16
0021500328,1610612742,1610612737,0,2015-16
0021500329,1610612751,1610612755,1,2015-16
0021500330,1610612741,1610612746,1,2015-16
0021500331,1610612760,1610612737,1,2015-16
0021500332,1610612758,1610612752,1,2015-16
0021500333,1610612754,1610612748,1,2015-16
0021500334,1610612753,1610612739,0,2015-16
0021500335,1610612755,1610612765,0,2015-16
0021500336,1610612738,1610612744,0,2015-16
0021500337,1610612761,1610612749,1,2015-16
0021500338,1610612763,1610612766,0,2015-16
0021500339,1610612740,1610612764,1,2015-16
0021500340,1610612743,1610612750,1,2015-16
0021500341,1610612762,1610612760,0,2015-16
0021500342,1610612759,1610612747,1,2015-16
0021500343,1610612756,1610612757,0,2015-16
0021500344,1610612751,1610612746,0,2015-16
0021500345,1610612766,1610612738,0,2015-16
0021500346,1610612765,1610612754,1,2015-16
0021500347,1610612737,1610612759,0,2015-16
0021500348,1610612741,1610612740,1,2015-16
0021500349,1610612745,1610612747,1,2015-16
0021500350,1610612742,1610612764,0,2015-16
0021500351,1610612749,1610612744,1,2015-16
0021500352,1610612757,1610612752,0,2015-16
0021500353,1610612756,1610612750,1,2015-16
0021500354,1610612748,1610612763,1,2015-16
0021500355,1610612761,1610612755,1,2015-16
0021500356,1610612760,1610612762,1,2015-16
0021500357,1610612754,1610612761,1,2015-16
0021500358,1610612751,1610612753,0,2015-16
0021500359,1610612765,1610612746,0,2015-16
0021500360,1610612737,1610612748,0,2015-16
0021500361,1610612741,1610612755,1,2015-16
0021500362,1610612763,1610612764,1,2015-16
0021500363,1610612742,1610612756,1,2015-16
0021500364,1610612759,1610612762,1,2015-16
0021500365,1610612743,1610612745,1,2015-16
0021500366,1610612757,1610612740,1,2015-16
0021500367,1610612738,1610612739,0,2015-16
0021500368,1610612750,1610612743,0,2015-16
0021500369,1610612758,1610612745,1,2015-16
0021500370,1610612747,1610612749,1,2015-16
0021500371,1610612754,1610612742,1,2015-16
0021500372,1610612753,1610612766,1,2015-16
0021500373,1610612751,1610612748,0,2015-16
0021500374,1610612765,1610612738,1,2015-16
0021500375,1610612752,1610612750,1,2015-16
0021500376,1610612737,1610612755,1,2015-16
0021500377,1610612741,1610612763,1,2015-16
0021500378,1610612760,1610612757,1,2015-16
0021500379,1610612759,1610612764,1,2015-16
0021500380,1610612762,1610612740,0,2015-16
0021500381,1610612744,1610612756,1,2015-16
0021500382,1610612746,1610612749,1,2015-16
0021500383,1610612766,1610612761,1,2015-16
0021500384,1610612739,1610612760,1,2015-16
0021500385,1610612747,1610612745,0,2015-16
0021500386,1610612754,1610612751,1,2015-16
0021500387,1610612753,1610612757,1,2015-16
0021500388,1610612755,1610612752,0,2015-16
0021500389,1610612738,1610612737,0,2015-16
0021500390,1610612748,1610612761,0,2015-16
0021500391,1610612741,1610612765,0,2015-16
0021500392,1610612750,1610612758,1,2015-16
0021500393,1610612759,1610612746,1,2015-16
0021500394,1610612742,1610612763,1,2015-16
0021500395,1610612762,1610612743,1,2015-16
0021500396,1610612756,1610612740,1,2015-16
0021500397,1610612744,1610612749,1,2015-16
0021500398,1610612760,1610612747,1,2015-16
0021500399,1610612764,1610612766,1,2015-16
0021500400,1610612752,1610612741,1,2015-16
0021500401,1610612745,1610612746,1,2015-16
0021500402,1610612763,1610612754,1,2015-16
0021500403,1610612751,1610612750,0,2015-16
0021500404,1610612748,1610612757,1,2015-16
0021500405,1610612739,1610612755,1,2015-16
0021500406,1610612756,1610612749,0,2015-16
0021500407,1610612753,1610612737,0,2015-16
0021500408,1610612761,1610612758,0,2015-16
0021500409,1610612743,1610612740,0,2015-16
0021500410,1610612764,1610612758,1,2015-16
0021500411,1610612738,1610612750,1,2015-16
0021500412,1610612752,1610612753,0,2015-16
0021500413,1610612737,1610612757,1,2015-16
0021500414,1610612741,1610612751,0,2015-16
0021500415,1610612745,1610612766,1,2015-16
0021500416,1610612759,1610612754,1,2015-16
0021500417,1610612762,1610612756,1,2015-16
0021500418,1610612746,1610612760,0,2015-16
0021500419,1610612755,1610612763,0,2015-16
0021500420,1610612748,1610612765,0,2015-16
0021500421,1610612761,1610612742,1,2015-16
0021500422,1610612743,1610612747,0,2015-16
0021500423,1610612766,1610612738,0,2015-16
0021500424,1610612739,1610612752,1,2015-16
0021500425,1610612754,1610612758,0,2015-16
0021500426,1610612753,1610612745,1,2015-16
0021500427,1610612764,1610612763,1,2015-16
0021500428,1610612751,1610612742,0,2015-16
0021500429,1610612737,1610612765,1,2015-16
0021500430,1610612749,1610612755,1,2015-16
0021500431,1610612750,1610612759,0,2015-16
0021500432,1610612740,1610612757,1,2015-16
0021500433,1610612756,1610612743,0,2015-16
0021500434,1610612744,1610612762,1,2015-16
0021500435,1610612747,1610612760,0,2015-16
0021500436,1610612748,1610612740,1,2015-16
0021500437,1610612760,1610612741,0,2015-16
0021500438,1610612744,1610612739,1,2015-16
0021500439,1610612745,1610612759,1,2015-16
0021500440,1610612747,1610612746,0,2015-16
0021500447,1610612751,1610612764,0,2015-16
0021500441,1610612749,1610612761,0,2015-16
0021500443,1610612766,1610612763,1,2015-16
0021500444,1610612753,1610612748,0,2015-16
0021500445,1610612740,1610612745,1,2015-16
0021500442,1610612737,1610612752,1,2015-16
0021500446,1610612765,1610612738,0,2015-16
0021500448,1610612750,1610612754,0,2015-16
0021500449,1610612742,1610612741,1,2015-16
0021500450,1610612759,1610612743,1,2015-16
0021500451,1610612756,1610612755,0,2015-16
0021500452,1610612762,1610612746,0,2015-16
0021500453,1610612757,1610612739,1,2015-16
0021500455,1610612763,1610612747,1,2015-16
0021500454,1610612738,1610612752,1,2015-16
0021500456,1610612760,1610612743,1,2015-16
0021500457,1610612758,1610612757,0,2015-16
0021500458,1610612766,1610612747,1,2015-16
0021500459,1610612754,1610612737,1,2015-16
0021500460,1610612753,1610612740,1,2015-16
0021500461,1610612764,1610612746,0,2015-16
0021500462,1610612748,1610612751,0,2015-16
0021500463,1610612741,1610612761,1,2015-16
0021500464,1610612742,1610612749,1,2015-16
0021500465,1610612759,1610612750,1,2015-16
0021500466,1610612756,1610612739,0,2015-16
0021500467,1610612762,1610612755,1,2015-16
0021500468,1610612744,1610612758,1,2015-16
0021500469,1610612752,1610612765,1,2015-16
0021500470,1610612745,1610612737,0,2015-16
0021500471,1610612763,1610612748,1,2015-16
0021500472,1610612760,1610612749,1,2015-16
0021500473,1610612743,1610612739,0,2015-16
0021500474,1610612766,1610612746,0,2015-16
0021500475,1610612753,1610612751,1,2015-16
0021500476,1610612738,1610612747,0,2015-16
0021500477,1610612761,1610612764,1,2015-16
0021500478,1610612741,1610612754,1,2015-16
0021500479,1610612750,1610612762,1,2015-16
0021500480,1610612742,1610612744,1,2015-16
0021500481,1610612759,1610612756,1,2015-16
0021500482,1610612757,1610612743,1,2015-16
0021500483,1610612758,1610612755,0,2015-16
0021500484,1610612754,1610612749,0,2015-16
0021500486,1610612765,1610612750,1,2015-16
0021500485,1610612745,1610612744,0,2015-16
0021500487,1610612740,1610612746,0,2015-16
0021500488,1610612760,1610612756,1,2015-16
0021500489,1610612762,1610612757,1,2015-16
0021500490,1610612764,1610612753,1,2015-16
0021500491,1610612748,1610612742,1,2015-16
0021500492,1610612761,1610612766,1,2015-16
0021500493,1610612741,1610612752,1,2015-16
0021500494,1610612747,1610612755,1,2015-16
0021500495,1610612738,1610612751,0,2015-16
0021500496,1610612758,1610612756,1,2015-16
0021500497,1610612766,1610612760,0,2015-16
0021500498,1610612754,1610612765,1,2015-16
0021500499,1610612739,1610612753,1,2015-16
0021500500,1610612750,1610612749,0,2015-16
0021500501,1610612742,1610612740,0,2015-16
0021500502,1610612759,1610612745,1,2015-16
0021500503,1610612762,1610612763,1,2015-16
0021500504,1610612744,1610612743,1,2015-16
0021500505,1610612746,1610612755,1,2015-16
0021500506,1610612752,1610612737,1,2015-16
0021500507,1610612761,1610612741,0,2015-16
0021500508,1610612764,1610612748,0,2015-16
0021500509,1610612743,1610612757,0,2015-16
0021500510,1610612747,1610612756,1,2015-16
0021500511,1610612739,1610612761,1,2015-16
0021500512,1610612755,1610612750,1,2015-16
0021500513,1610612751,1610612738,0,2015-16
0021500514,1610612765,1610612753,1,2015-16
0021500515,1610612748,1610612754,1,2015-16
0021500516,1610612749,1610612759,0,2015-16
0021500517,1610612760,1610612758,0,2015-16
0021500518,1610612762,1610612745,0,2015-16
0021500519,1610612757,1610612763,0,2015-16
0021500520,1610612744,1610612766,1,2015-16
0021500521,1610612737,1610612752,0,2015-16
0021500522,1610612741,1610612749,1,2015-16
0021500523,1610612742,1610612758,1,2015-16
0021500524,1610612747,1610612744,0,2015-16
0021500525,1610612748,1610612752,0,2015-16
0021500526,1610612753,1610612754,0,2015-16
0021500527,1610612764,1610612739,0,2015-16
0021500528,1610612738,1610612765,0,2015-16
0021500529,1610612751,1610612761,0,2015-16
0021500530,1610612750,1610612743,0,2015-16
0021500531,1610612740,1610612742,0,2015-16
0021500532,1610612759,1610612762,1,2015-16
0021500533,1610612756,1610612766,1,2015-16
0021500534,1610612760,1610612763,1,2015-16
0021500535,1610612757,1610612746,0,2015-16
0021500536,1610612755,1610612737,0,2015-16
0021500537,1610612741,1610612738,1,2015-16
0021500538,1610612745,1610612762,1,2015-16
0021500539,1610612758,1610612747,1,2015-16
0021500540,1610612764,1610612761,0,2015-16
0021500541,1610612751,1610612753,0,2015-16
0021500542,1610612763,1610612743,1,2015-16
0021500543,1610612750,1610612739,0,2015-16
0021500544,1610612740,1610612754,0,2015-16
0021500545,1610612749,1610612742,1,2015-16
0021500546,1610612759,1610612752,1,2015-16
0021500547,1610612756,1610612748,0,2015-16
0021500548,1610612757,1610612744,0,2015-16
0021500549,1610612747,1610612760,0,2015-16
0021500550,1610612746,1610612766,1,2015-16
0021500551,1610612737,1610612741,1,2015-16
0021500552,1610612753,1610612764,0,2015-16
0021500553,1610612765,1610612751,1,2015-16
0021500554,1610612755,1610612761,0,2015-16
0021500555,1610612762,1610612748,1,2015-16
0021500556,1610612758,1610612744,0,2015-16
0021500558,1610612746,1610612740,1,2015-16
0021500557,1610612750,1610612742,0,2015-16
0021500559,1610612755,1610612739,0,2015-16
0021500560,1610612763,1610612738,1,2015-16
0021500561,1610612745,1610612754,1,2015-16
0021500562,1610612752,1610612749,1,2015-16
0021500563,1610612743,1610612766,1,2015-16
0021500564,1610612757,1610612760,1,2015-16
0021500565,1610612747,1610612762,0,2015-16
0021500566,1610612751,1610612759,0,2015-16
0021500567,1610612741,1610612764,0,2015-16
0021500568,1610612744,1610612748,1,2015-16
0021500569,1610612754,1610612756,1,2015-16
0021500570,1610612765,1610612759,0,2015-16
0021500571,1610612752,1610612738,1,2015-16
