GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0021801167,2,12,0,1,7:12 PM,12:00,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0
0021801167,4,10,0,1,7:12 PM,12:00,Jump Ball Bryant vs. Lopez: Tip to Portis,,,,,4,1628418,Thomas Bryant,1610612764.0,Washington,Wizards,WAS,5,201577,Robin Lopez,1610612741.0,Chicago,Bulls,CHI,4,1626171,Bobby Portis,1610612764.0,Washington,Wizards,WAS,0
0021801167,7,2,5,1,7:12 PM,11:41,MISS Portis 2' Layup,,,,,4,1626171,Bobby Portis,1610612764.0,Washington,Wizards,WAS,0,0,,,,,,0,0,,,,,,0
0021801167,8,4,0,1,7:12 PM,11:40,Portis REBOUND (Off:1 Def:0),,,,,4,1626171,Bobby Portis,1610612764.0,Washington,Wizards,WAS,0,0,,,,,,0,0,,,,,,0
0021801167,9,2,1,1,7:12 PM,11:38,MISS Portis 17' Jump Shot,,,,,4,1626171,Bobby Portis,1610612764.0,Washington,Wizards,WAS,0,0,,,,,,0,0,,,,,,0
0021801167,10,4,0,1,7:12 PM,11:35,,,Luwawu-Cabarrot REBOUND (Off:0 Def:1),,,5,1627789,Timothe Luwawu-Cabarrot,1610612741.0,Chicago,Bulls,CHI,0,0,,,,,,0,0,,,,,,0
0021801167,11,6,2,1,7:12 PM,11:20,Portis S.FOUL (P1.T1) (S.Wall),,,,,4,1626171,Bobby Portis,1610612764.0,Washington,Wizards,WAS,5,201577,Robin Lopez,1610612741.0,Chicago,Bulls,CHI,1,0,,,,,,0
0021801167,13,3,11,1,7:13 PM,11:20,,,Lopez Free Throw 1 of 2 (1 PTS),1 - 0,-1,5,201577,Robin Lopez,1610612741.0,Chicago,Bulls,CHI,0,0,,,,,,0,0,,,,,,0
0021801167,14,3,12,1,7:13 PM,11:20,,,Lopez Free Throw 2 of 2 (2 PTS),2 - 0,-2,5,201577,Robin Lopez,1610612741.0,Chicago,Bulls,CHI,0,0,,,,,,0,0,,,,,,0
0021801167,15,2,79,1,7:13 PM,11:08,MISS Satoransky 18' Pullup Jump Shot,,,,,4,203107,Tomas Satoransky,1610612764.0,Washington,Wizards,WAS,0,0,,,,,,0,0,,,,,,0
