game_id,period,possession_end,possession_start,possession_team,team1_id,team1_player1,team1_player2,team1_player3,team1_player4,team1_player5,team1_points,team2_id,team2_player1,team2_player2,team2_player3,team2_player4,team2_player5,team2_points
21801167,1,25,0,1610612764,1610612741,201577,1627215,1627782,1627789,1627885,0,1610612764,203078,203107,1626171,1628418,1628972,0
21801167,1,40,40,1610612741,1610612741,201577,1627215,1627782,1627789,1627885,2,1610612764,203078,203107,1626171,1628418,1628972,0
21801167,1,55,52,1610612764,1610612741,201577,1627215,1627782,1627789,1627885,0,1610612764,203078,203107,1626171,1628418,1628972,0
21801167,1,69,63,1610612741,1610612741,201577,1627215,1627782,1627789,1627885,2,1610612764,203078,203107,1626171,1628418,1628972,0
21801167,1,84,84,1610612764,1610612741,201577,1627215,1627782,1627789,1627885,0,1610612764,203078,203107,1626171,1628418,1628972,2
21801167,1,97,97,1610612741,1610612741,201577,1627215,1627782,1627789,1627885,0,1610612764,203078,203107,1626171,1628418,1628972,0
21801167,1,100,100,1610612764,1610612741,201577,1627215,1627782,1627789,1627885,0,1610612764,203078,203107,1626171,1628418,1628972,2
21801167,1,127,127,1610612741,1610612741,201577,1627215,1627782,1627789,1627885,0,1610612764,203078,203107,1626171,1628418,1628972,0
21801167,1,142,139,1610612764,1610612741,201577,1627215,1627782,1627789,1627885,0,1610612764,203078,203107,1626171,1628418,1628972,0
21801167,1,143,143,1610612741,1610612741,201577,1627215,1627782,1627789,1627885,0,1610612764,203078,203107,1626171,1628418,1628972,0
21801167,1,161,161,1610612764,1610612741,201577,1627215,1627782,1627789,1627885,0,1610612764,203078,203107,1626171,1628418,1628972,0
21801167,1,165,165,1610612741,1610612741,201577,1627215,1627782,1627789,1627885,2,1610612764,203078,203107,1626171,1628418,1628972,0
21801167,1,179,176,1610612764,1610612741,201577,1627215,1627782,1627789,1627885,0,1610612764,203078,203107,1626171,1628418,1628972,0
21801167,1,185,185,1610612741,1610612741,201577,1627215,1627782,1627789,1627885,2,1610612764,203078,203107,1626171,1628418,1628972,0
21801167,1,200,200,1610612764,1610612741,201577,1627215,1627782,1627789,1627885,0,1610612764,203078,203107,1626171,1628418,1628972,2
21801167,1,222,222,1610612741,1610612741,201577,1627215,1627782,1627789,1627885,2,1610612764,203078,203107,1626171,1628418,1628972,0
