GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION
0041700404,122,1,1,1,9:36 PM,2:39,,,Young 25' 3PT Jump Shot (3 PTS) (Durant 2 AST),29 - 21,-8,5,201156,Nick Young,1610612744.0,Golden State,Warriors,GSW,5,201142,Kevin Durant,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,
0041700404,124,6,2,1,9:36 PM,2:21,,,Young S.FOUL (P1.PN) (S.Foster),,,5,201156,Nick Young,1610612744.0,Golden State,Warriors,GSW,4,2544,LeBron James,1610612739.0,Cleveland,Cavaliers,CLE,1,0,,,,,
0041700404,126,3,11,1,9:37 PM,2:21,James Free Throw 1 of 2 (5 PTS),,,29 - 22,-7,4,2544,LeBron James,1610612739.0,Cleveland,Cavaliers,CLE,0,0,,,,,,0,0,,,,,
0041700404,127,8,0,1,9:37 PM,2:21,SUB: Korver FOR Smith,,,,,4,2747,JR Smith,1610612739.0,Cleveland,Cavaliers,CLE,4,2594,Kyle Korver,1610612739.0,Cleveland,Cavaliers,CLE,0,0,,,,,
0041700404,129,3,12,1,9:37 PM,2:21,James Free Throw 2 of 2 (6 PTS),,,29 - 23,-6,4,2544,LeBron James,1610612739.0,Cleveland,Cavaliers,CLE,0,0,,,,,,0,0,,,,,
0041700404,130,1,86,1,9:37 PM,2:02,,,Durant 9' Turnaround Fadeaway (8 PTS),31 - 23,-8,5,201142,Kevin Durant,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,0,0,,,,,
0041700404,131,2,80,1,9:38 PM,1:47,MISS Love 12' Step Back Jump Shot,,,,,4,201567,Kevin Love,1610612739.0,Cleveland,Cavaliers,CLE,0,0,,,,,,0,0,,,,,
0041700404,132,4,0,1,9:38 PM,1:45,,,Livingston REBOUND (Off:0 Def:1),,,5,2733,Shaun Livingston,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,0,0,,,,,
0041700404,133,1,1,1,9:38 PM,1:35,,,Iguodala 25' 3PT Jump Shot (6 PTS) (Bell 1 AST),34 - 23,-11,5,2738,Andre Iguodala,1610612744.0,Golden State,Warriors,GSW,5,1628395,Jordan Bell,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,
0041700404,135,5,1,1,9:38 PM,1:19,Hood Bad Pass Turnover (P1.T2),,Iguodala STEAL (1 STL),,,4,203918,Rodney Hood,1610612739.0,Cleveland,Cavaliers,CLE,5,2738,Andre Iguodala,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,
0041700404,137,2,102,1,9:38 PM,1:14,,,MISS Durant 8' Driving Floating Bank Jump Shot,,,5,201142,Kevin Durant,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,0,0,,,,,
0041700404,138,4,0,1,9:38 PM,1:10,James REBOUND (Off:0 Def:2),,,,,4,2544,LeBron James,1610612739.0,Cleveland,Cavaliers,CLE,0,0,,,,,,0,0,,,,,
0041700404,139,1,6,1,9:38 PM,1:07,James  Driving Layup (8 PTS),,,34 - 25,-9,4,2544,LeBron James,1610612739.0,Cleveland,Cavaliers,CLE,0,0,,,,,,0,0,,,,,
0041700404,140,2,105,1,9:39 PM,0:43,,,MISS Durant 12' Turnaround Fadeaway Bank Jump Shot,,,5,201142,Kevin Durant,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,0,0,,,,,
0041700404,141,4,0,1,9:39 PM,0:41,Love REBOUND (Off:0 Def:4),,,,,4,201567,Kevin Love,1610612739.0,Cleveland,Cavaliers,CLE,0,0,,,,,,0,0,,,,,
0041700404,143,8,0,1,9:39 PM,0:38,SUB: Nance Jr. FOR James,,,,,4,2544,LeBron James,1610612739.0,Cleveland,Cavaliers,CLE,4,1626204,Larry Nance Jr.,1610612739.0,Cleveland,Cavaliers,CLE,0,0,,,,,
0041700404,145,8,0,1,9:39 PM,0:38,,,SUB: Curry FOR Durant,,,5,201142,Kevin Durant,1610612744.0,Golden State,Warriors,GSW,5,201939,Stephen Curry,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,
