TEAM_ID_1,TEAM_1_PLAYERS,TEAM_ID_2,TEAM_2_PLAYERS,PERIOD
1610612744,"[201142, 201580, 201939, 202691, 203110]",1610612739,"[2544, 2747, 201567, 201588, 202684]",1
1610612744,"[2561, 2733, 201939, 202691, 203110]",1610612739,"[2544, 2594, 201145, 203918, 1626204]",2
1610612744,"[201142, 201580, 201939, 202691, 203110]",1610612739,"[2544, 2747, 201567, 201588, 202684]",3
1610612744,"[2561, 2733, 2738, 201939, 203110]",1610612739,"[2594, 201145, 201588, 203918, 1626204]",4
