TEAM_ID_1,TEAM_1_PLAYERS,TEAM_ID_2,TEAM_2_PLAYERS,PERIOD
1610612741,"[201577, 1627215, 1627782, 1627789, 1627885]",1610612764,"[203078, 203107, 1626171, 1628418, 1628972]",1
1610612741,"[203960, 1626245, 1627853, 1628959, 1629102]",1610612764,"[203895, 203953, 1626155, 1626184, 1628418]",2
1610612741,"[201577, 1627215, 1627782, 1627789, 1627885]",1610612764,"[203078, 203107, 1626171, 1628418, 1628972]",3
1610612741,"[1626245, 1627782, 1627853, 1628959, 1629102]",1610612764,"[203895, 1626155, 1626184, 1628418, 1628972]",4
