TEAM_ID_1,TEAM_1_PLAYERS,TEAM_ID_2,TEAM_2_PLAYERS,PERIOD
1610612753,"[101179, 200780, 201167, 202148, 202412, 202696, 202734, 203090, 203094, 203124, 203126, 203506, 203528]",1610612740,"[201160, 201569, 201880, 201950, 202329, 202498, 202620, 203076, 203085, 203148, 203481]",1
1610612753,"[101179, 200780, 202148, 202412, 202734, 203124, 203126, 203528]",1610612740,"[201160, 201569, 201583, 201627, 201936, 201950, 203076, 203148, 203481]",2
1610612753,"[101179, 200780, 201167, 202696, 202734, 203090, 203094, 203124, 203126, 203506]",1610612740,"[201160, 201569, 201583, 201950, 202329, 202620, 203076]",3
1610612753,"[101179, 200780, 201167, 202412, 202696, 202734, 203090, 203094, 203124, 203506, 203528]",1610612740,"[201160, 201569, 201583, 201627, 201880, 201936, 201950, 202329, 202498, 202620, 203076, 203085, 203481]",4
