game_id,period,possession_end,possession_start,possession_team,team1_id,team1_player1,team1_player2,team1_player3,team1_player4,team1_player5,team1_points,team2_id,team2_player1,team2_player2,team2_player3,team2_player4,team2_player5,team2_points
11300115,1,20,0,1610612754,1610612742,1717,1890,2223,101145,101181,0,1610612754,2446,2561,101133,200756,201579,0
11300115,1,35,35,1610612742,1610612742,1717,1890,2223,101145,101181,2,1610612754,2446,2561,101133,200756,201579,0
11300115,1,49,49,1610612754,1610612742,1717,1890,2223,101145,101181,0,1610612754,2446,2561,101133,200756,201579,2
11300115,1,65,65,1610612742,1610612742,1717,1890,2223,101145,101181,2,1610612754,2446,2561,101133,200756,201579,0
11300115,1,82,81,1610612754,1610612742,1717,1890,2223,101145,101181,0,1610612754,2446,2561,101133,200756,201579,0
11300115,1,91,91,1610612742,1610612742,1717,1890,2223,101145,101181,0,1610612754,2446,2561,101133,200756,201579,0
11300115,1,110,107,1610612754,1610612742,1717,1890,2223,101145,101181,0,1610612754,2446,2561,101133,200756,201579,0
11300115,1,123,121,1610612742,1610612742,1717,1890,2223,101145,101181,0,1610612754,2446,2561,101133,200756,201579,0
11300115,1,127,127,1610612754,1610612742,1717,1890,2223,101145,101181,0,1610612754,2446,2561,101133,200756,201579,2
11300115,1,146,146,1610612742,1610612742,1717,1890,2223,101145,101181,2,1610612754,2446,2561,101133,200756,201579,0
11300115,1,178,152,1610612754,1610612742,1717,1890,2223,101145,101181,0,1610612754,2446,2561,101133,200756,201579,0
11300115,1,191,191,1610612742,1610612742,1717,1890,2223,101145,101181,2,1610612754,2446,2561,101133,200756,201579,0
11300115,1,211,208,1610612754,1610612742,1717,1890,2223,101145,101181,0,1610612754,2446,2561,101133,200756,201579,0
11300115,1,221,220,1610612742,1610612742,1717,1890,2223,101145,101181,0,1610612754,2446,2561,101133,200756,201579,0
11300115,1,235,235,1610612754,1610612742,1717,1890,2223,101145,101181,0,1610612754,2446,2561,101133,200756,201579,2
11300115,1,252,251,1610612742,1610612742,1717,1890,2223,101145,101181,0,1610612754,2446,2561,101133,200756,201579,0
11300115,1,274,273,1610612754,1610612742,1717,1890,2223,101145,101181,0,1610612754,2446,2561,101133,200756,201579,0
11300115,1,283,283,1610612742,1610612742,1717,1890,2223,101145,101181,2,1610612754,2446,2561,101133,200756,201579,0
11300115,1,305,305,1610612754,1610612742,1717,1890,2223,101145,101181,0,1610612754,2446,2561,101133,200756,201579,2
11300115,1,321,320,1610612742,1610612742,1717,1890,2223,101145,101181,0,1610612754,2446,2561,101133,200756,201579,0
11300115,1,335,327,1610612754,1610612742,1717,1890,2223,101145,101181,0,1610612754,2446,2561,101133,200756,201579,0
11300115,1,346,335,1610612742,1610612742,1717,1890,2223,101145,101181,0,1610612754,2446,2561,101133,200756,201579,0
11300115,1,351,351,1610612754,1610612742,101145,101181,1713,1890,203108,0,1610612754,2446,2561,101133,200756,201579,2
11300115,1,367,367,1610612742,1610612742,101145,101181,1713,1890,203108,2,1610612754,2446,2561,101133,200756,201579,0
11300115,1,381,381,1610612754,1610612742,101145,101181,1713,1890,203108,0,1610612754,2446,2561,101133,200756,201579,2
11300115,1,391,391,1610612742,1610612742,101145,101181,1713,1890,203108,0,1610612754,101133,200756,201579,201588,202331,0
11300115,1,404,402,1610612754,1610612742,101145,101181,1713,1890,203108,0,1610612754,101133,200756,201579,201588,202331,2
11300115,1,417,417,1610612742,1610612742,101145,101181,1713,1890,203108,2,1610612754,101133,200756,201579,201588,202331,0
11300115,1,437,437,1610612754,1610612742,101145,101181,1713,1890,203108,0,1610612754,101133,200756,201579,201588,202331,0
11300115,1,460,454,1610612742,1610612742,101145,101181,1713,1890,203108,1,1610612754,101133,200756,201579,201588,202331,0
11300115,1,468,468,1610612754,1610612742,101145,101181,1713,1890,203108,0,1610612754,101133,200756,201579,201588,202331,0
11300115,1,485,485,1610612742,1610612742,101145,101181,1713,1890,203108,2,1610612754,101133,200756,201579,201588,202331,0
11300115,1,501,499,1610612754,1610612742,101145,101181,1713,1890,203108,0,1610612754,101133,200756,201579,201588,202331,0
11300115,1,512,511,1610612742,1610612742,101145,101181,1713,1890,203108,0,1610612754,101133,200756,201579,201588,202331,0
11300115,1,535,534,1610612754,1610612742,101145,1713,1890,201971,203108,0,1610612754,101133,200756,201579,201588,202331,0
11300115,1,543,543,1610612742,1610612742,101145,1713,1890,201971,203108,0,1610612754,101133,200756,201579,201588,202331,0
11300115,1,559,543,1610612754,1610612742,101145,1713,1890,201971,203108,0,1610612754,101133,200756,201579,201588,202331,2
11300115,1,594,576,1610612742,1610612742,1713,1717,201961,201971,203108,0,1610612754,101133,200756,201228,201579,202331,0
11300115,1,617,611,1610612754,1610612742,1713,1717,201961,201971,203108,0,1610612754,101133,200756,201228,201579,202331,2
11300115,1,629,619,1610612742,1610612742,1713,1717,201961,201971,203108,0,1610612754,101133,200756,201228,201579,202331,0
11300115,1,637,635,1610612754,1610612742,1713,1717,201961,201971,203108,0,1610612754,101133,200756,201228,201579,202331,0
11300115,1,647,646,1610612742,1610612742,1713,1717,201961,201971,203108,0,1610612754,101133,200756,201228,201579,202331,0
11300115,1,654,654,1610612754,1610612742,1713,1717,201961,201971,203108,0,1610612754,101133,200756,201228,201579,202331,3
11300115,1,674,672,1610612742,1610612742,1713,1717,201961,201971,203108,0,1610612754,101133,200756,201228,201579,202331,0
11300115,1,693,693,1610612754,1610612742,1713,1717,201961,201971,203108,0,1610612754,101133,200756,201228,201579,202331,2
11300115,1,715,715,1610612742,1610612742,1713,1717,201961,201971,203108,1,1610612754,101133,200756,201228,201579,202331,0
11300115,1,720,720,1610612754,1610612742,1717,201961,201971,203108,203109,0,1610612754,101133,200756,201228,201579,202331,2
