index,Unnamed: 0,primaryKey,season,seasonType,gameId,gameDate,period,secondsElapsed,team1Score,team2Score,offenseTeamId1,offensePlayer1Id,offensePlayer2Id,offensePlayer3Id,offensePlayer4Id,offensePlayer5Id,defenseTeamId2,defensePlayer1Id,defensePlayer2Id,defensePlayer3Id,defensePlayer4Id,defensePlayer5Id,points,expectedPoints,defensiveRebounds,offensiveRebounds,opponentDefensiveRebounds,opponentOffensiveRebounds,offensiveFouls,defensiveFouls,turnovers,fieldGoalAttempts,fieldGoals,threePtAttempts,threePtMade,freeThrowAttempts,freeThrowsMade,possessions,seconds,dt,adjustedPoints
814,814,11_0022100024_1610612743,2021-22,Regular Season,22100024,1634875200000,1,43,,,1610612743,203115,203932,203999,1628420,1629008,1610612759,203926,1627749,1627751,1628401,1629640,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9,2021-10-29T13:59:40.216,0.0
816,816,11_0022100028_1610612748,2021-22,Regular Season,22100028,1634961600000,1,54,0.0,5.0,1610612748,200782,202710,1628389,1629130,1629216,1610612754,203200,1626167,1627734,1627763,1630537,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,16,2021-10-29T13:59:40.216,2.0
819,819,11_0022100030_1610612765,2021-22,Regular Season,22100030,1634961600000,1,43,,,1610612765,203924,1628402,1630165,1630180,1630191,1610612741,201942,202696,203897,1628366,1630172,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2021-10-29T13:59:40.216,0.0
821,821,11_0022100031_1610612750,2021-22,Regular Season,22100031,1634961600000,1,28,,,1610612750,1626156,1626157,1629006,1630162,1630183,1610612740,202685,1627742,1628984,1629638,1630529,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,2021-10-29T13:59:40.216,0.0
823,823,11_0022100032_1610612759,2021-22,Regular Season,22100032,1634961600000,1,49,0.0,4.0,1610612759,203926,1627749,1627751,1628401,1629640,1610612749,201950,203114,203507,1626192,1628960,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,10,2021-10-29T13:59:40.216,2.0
824,824,11_0022100033_1610612756,2021-22,Regular Season,22100033,1634961600000,1,47,3.0,2.0,1610612756,101108,203109,1626164,1628969,1629028,1610612757,203081,203468,203496,203994,1626181,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,27,2021-10-29T13:59:40.216,2.0
826,826,11_0022100034_1610612746,2021-22,Regular Season,22100034,1634961600000,1,43,,,1610612746,202331,202339,202694,202704,1627826,1610612763,203500,1628991,1629001,1629630,1630217,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26,2021-10-29T13:59:40.216,0.0
829,829,11_0022100037_1610612745,2021-22,Regular Season,22100037,1635048000000,1,33,,,1610612745,1626174,1628464,1629645,1630224,1630256,1610612738,201143,203471,203935,1628369,1629057,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,16,2021-10-29T13:59:40.216,0.0
831,831,11_0022100040_1610612763,2021-22,Regular Season,22100040,1635048000000,1,37,0.0,3.0,1610612763,203500,1628991,1629001,1629630,1630217,1610612747,2544,201566,201599,203076,203145,3.0,1.053461300242993,0,0,0,0,0,0,0,1,1,1,1,0,0,1,4,2021-10-29T13:59:40.216,3.0
833,833,11_0022100041_1610612766,2021-22,Regular Season,22100041,1635134400000,1,83,,,1610612766,202330,203486,1626162,1628970,1630163,1610612738,203471,203935,1627759,1628369,1629057,3.0,1.0538781322485995,0,1,0,0,0,0,0,2,1,1,1,0,0,1,25,2021-10-29T13:59:40.216,3.0
835,835,11_0022100044_1610612764,2021-22,Regular Season,22100044,1635134400000,1,46,,,1610612764,203078,203484,203915,1628398,1629655,1610612751,201142,201933,201935,203925,1628971,0.0,1.0484576087130797,0,0,1,0,0,0,0,1,0,1,0,0,0,1,14,2021-10-29T13:59:40.216,0.0
837,837,11_0022100046_1610612761,2021-22,Regular Season,22100046,1635134400000,1,37,,,1610612761,1627832,1628384,1629018,1630173,1630567,1610612741,201942,202696,203897,1628366,1630172,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,12,2021-10-29T13:59:40.216,0.0
838,838,11_0022100048_1610612739,2021-22,Regular Season,22100048,1635134400000,1,43,0.0,2.0,1610612739,1628374,1628386,1629012,1629636,1630596,1610612743,203115,203932,203999,1628420,1629008,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,2021-10-29T13:59:40.216,2.0
841,841,11_0022100050_1610612755,2021-22,Regular Season,22100050,1635220800000,1,40,,,1610612755,201980,202699,203552,203954,1630178,1610612752,202689,203095,203944,1629011,1629628,0.0,1.055198756901525,0,0,1,0,0,0,0,1,0,1,0,0,0,1,8,2021-10-29T13:59:40.216,0.0
843,843,11_0022100054_1610612762,2021-22,Regular Season,22100054,1635220800000,1,46,,,1610612762,201144,202711,203497,1626220,1628378,1610612743,203115,203932,203999,1628420,1629008,1.0,1.262,0,0,1,0,0,0,0,0,0,0,0,2,1,1,14,2021-10-29T13:59:40.216,1.0
844,844,11_0022100056_1610612738,2021-22,Regular Season,22100056,1635307200000,1,50,,,1610612738,201143,203935,1627759,1628369,1629057,1610612764,203078,203484,203915,1628398,1629655,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,18,2021-10-29T13:59:40.216,0.0
847,847,11_0022100059_1610612740,2021-22,Regular Season,22100059,1635307200000,1,45,0.0,6.0,1610612740,202685,1627742,1628984,1629638,1630529,1610612737,203991,203992,1628381,1629027,1629631,3.0,1.1039860231916918,0,0,0,0,0,0,0,1,1,1,1,0,0,1,7,2021-10-29T13:59:40.216,0.0
848,848,11_0022100060_1610612749,2021-22,Regular Season,22100060,1635307200000,1,44,,,1610612749,201588,203114,203507,1626192,1628960,1610612750,1626156,1626157,1629020,1630162,1630183,0.0,1.6642526643240787,0,1,1,0,0,0,0,2,0,2,0,0,0,1,19,2021-10-29T13:59:40.216,0.0
851,851,11_0022100062_1610612758,2021-22,Regular Season,22100062,1635307200000,1,58,,,1610612758,203084,203090,1626158,1628368,1630169,1610612756,101108,203109,1626164,1628969,1629028,0.0,1.0991769795858848,0,0,1,0,0,0,0,1,0,1,0,0,0,1,15,2021-10-29T13:59:40.216,0.0
853,853,11_0022100066_1610612764,2021-22,Regular Season,22100066,1635393600000,1,57,5.0,5.0,1610612764,203078,203484,1626149,1628398,1628988,1610612737,203991,203992,1628381,1629027,1629631,3.0,1.0484576087130797,0,0,0,0,0,0,0,1,1,1,1,0,0,1,10,2021-10-29T13:59:40.216,3.0
854,854,11_0022100067_1610612741,2021-22,Regular Season,22100067,1635393600000,1,53,,,1610612741,201942,202696,203897,1628366,1630172,1610612752,202689,203095,203944,1629011,1629628,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13,2021-10-29T13:59:40.216,0.0
857,857,11_0022100068_1610612762,2021-22,Regular Season,22100068,1635393600000,1,48,2.0,2.0,1610612762,201144,202711,203497,1626220,1628378,1610612745,1626174,1628464,1629645,1630224,1630256,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,22,2021-10-29T13:59:40.216,2.0
859,859,120_0022100003_1610612766,2021-22,Regular Season,22100003,1634702400000,1,443,23.0,16.0,1610612766,202330,202397,1628998,1629023,1629667,1610612754,203087,204456,1626167,1627763,1628470,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,2021-10-29T13:59:40.216,2.0
860,860,120_0022100006_1610612761,2021-22,Regular Season,22100006,1634702400000,1,568,,,1610612761,203920,1627832,1629004,1629018,1630567,1610612764,202722,203526,1626149,1628988,1630166,2.0,1.382,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2021-10-29T13:59:40.216,2.0
863,863,120_0022100016_1610612746,2021-22,Regular Season,22100016,1634788800000,1,577,,,1610612746,202694,202704,1626159,1628379,1629611,1610612744,2738,201939,202357,203490,1627814,0.0,1.1350951714426585,0,0,1,0,0,0,0,1,0,1,0,0,0,1,24,2021-10-29T13:59:40.216,0.0
865,865,120_0022100018_1610612753,2021-22,Regular Season,22100018,1634875200000,1,533,,,1610612753,203082,1628964,1629021,1630175,1630181,1610612752,201565,203095,203944,1629011,1629628,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,12,2021-10-29T13:59:40.216,0.0
866,866,120_0022100026_1610612758,2021-22,Regular Season,22100026,1634875200000,1,533,,,1610612758,203084,203458,1627741,1630169,1630558,1610612762,201144,202355,203903,204060,1626220,2.0,1.3719999999999999,0,0,0,0,0,0,0,0,0,0,0,2,2,1,14,2021-10-29T13:59:40.216,2.0
869,869,120_0022100032_1610612759,2021-22,Regular Season,22100032,1634961600000,1,557,,,1610612759,1627751,1627854,1629022,1630170,1630200,1610612749,201588,203507,1629620,1629670,1630572,0.0,1.1377046166193585,0,0,0,0,0,0,0,1,0,1,0,0,0,1,18,2021-10-29T13:59:40.216,0.0
871,871,120_0022100037_1610612745,2021-22,Regular Season,22100037,1635048000000,1,573,,,1610612745,201569,201571,1626174,1627863,1630578,1610612738,201143,1626196,1628369,1630174,1630202,1.0,1.392,0,0,0,0,0,0,0,0,0,0,0,2,1,1,7,2021-10-29T13:59:40.216,1.0
872,872,120_0022100038_1610612755,2021-22,Regular Season,22100038,1635048000000,1,579,20.0,27.0,1610612755,202699,203552,203954,1627788,1629680,1610612760,1628983,1629647,1629652,1630526,1630544,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,2021-10-29T13:59:40.216,2.0
874,874,120_0022100039_1610612744,2021-22,Regular Season,22100039,1635048000000,1,622,24.0,26.0,1610612744,201939,202357,203110,203490,1627780,1610612758,202684,203090,1627741,1629056,1630558,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,2021-10-29T13:59:40.216,2.0
876,876,120_0022100041_1610612738,2021-22,Regular Season,22100041,1635134400000,1,618,33.0,28.0,1610612738,203953,1626196,1628369,1629684,1630202,1610612766,202330,202397,1628998,1629667,1630208,3.0,1.1071682075147231,0,0,0,0,0,0,0,1,1,1,1,0,0,1,12,2021-10-29T13:59:40.216,3.0
878,878,120_0022100042_1610612749,2021-22,Regular Season,22100042,1635134400000,1,499,,,1610612749,203114,203918,1629620,1629670,1630572,1610612754,203087,203200,204456,1629048,1629052,0.0,2.2302202601616736,0,1,1,0,0,0,0,2,0,2,0,0,0,1,25,2021-10-29T13:59:40.216,0.0
880,880,120_0022100045_1610612748,2021-22,Regular Season,22100045,1635134400000,1,548,9.0,21.0,1610612748,202693,202710,203473,1629622,1629639,1610612753,201577,203082,203914,1629021,1630175,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,22,2021-10-29T13:59:40.216,2.0
882,882,120_0022100047_1610612740,2021-22,Regular Season,22100047,1635134400000,1,517,,,1610612740,202066,202685,1630184,1630529,1630530,1610612750,201976,1627736,1629675,1630162,1630183,1.0,2.8787842942272315,0,2,0,0,0,0,0,2,0,2,0,1,1,1,24,2021-10-29T13:59:40.216,1.0
884,884,120_0022100048_1610612739,2021-22,Regular Season,22100048,1635134400000,1,542,15.0,22.0,1610612739,201567,201937,1626224,1628386,1630171,1610612743,201145,203085,203999,1628408,1630267,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,10,2021-10-29T13:59:40.216,2.0
886,886,120_0022100050_1610612752,2021-22,Regular Season,22100050,1635220800000,1,574,,,1610612752,201565,201959,203095,203944,1629628,1610612755,203552,203954,1627777,1627788,1629680,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14,2021-10-29T13:59:40.216,0.0
889,889,120_0022100056_1610612764,2021-22,Regular Season,22100056,1635307200000,1,534,16.0,16.0,1610612764,202722,203078,1626149,1628988,1630166,1610612738,201143,203471,1626196,1627759,1629684,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,6,2021-10-29T13:59:40.216,2.0
891,891,120_0022100057_1610612751,2021-22,Regular Season,22100057,1635307200000,1,570,,,1610612751,200746,201142,201935,201988,203925,1610612748,200782,202710,203473,1629130,1629639,0.0,1.1244343248184938,0,0,1,0,0,0,0,1,0,1,0,0,0,1,18,2021-10-29T13:59:40.216,0.0
892,892,120_0022100065_1610612755,2021-22,Regular Season,22100065,1635393600000,1,571,,,1610612755,202699,203954,1627777,1627788,1629680,1610612765,202709,203482,203924,1628367,1630180,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17,2021-10-29T13:59:40.216,0.0
895,895,120_0022100070_1610612763,2021-22,Regular Season,22100070,1635393600000,1,525,24.0,18.0,1610612763,203937,1629630,1629723,1630214,1630533,1610612744,201939,202357,203110,203490,1627780,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,13,2021-10-29T13:59:40.216,2.0
896,896,121_0022100001_1610612749,2021-22,Regular Season,22100001,1634616000000,1,518,12.0,31.0,1610612749,201572,201588,201950,203648,1626192,1610612751,200746,200794,201142,201988,1628975,3.0,1.0994820760931263,0,0,0,0,0,0,0,1,1,1,1,0,0,1,12,2021-10-29T13:59:40.216,3.0
898,898,121_0022100003_1610612754,2021-22,Regular Season,22100003,1634702400000,1,449,,,1610612754,203087,204456,1626167,1627763,1628470,1610612766,202330,202397,1628998,1629023,1629667,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,2021-10-29T13:59:40.216,0.0
900,900,121_0022100008_1610612745,2021-22,Regular Season,22100008,1634702400000,1,463,,,1610612745,201569,201571,1628021,1630224,1630578,1610612750,1626157,1627736,1627752,1629162,1630162,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,2021-10-29T13:59:40.216,0.0
903,903,121_0022100010_1610612759,2021-22,Regular Season,22100010,1634702400000,1,520,,,1610612759,203926,1628401,1629022,1629234,1630170,1610612753,203082,1629021,1629649,1630181,1630591,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,17,2021-10-29T13:59:40.216,0.0
904,904,121_0022100014_1610612737,2021-22,Regular Season,22100014,1634788800000,1,552,,,1610612737,203476,203524,1628989,1629027,1629629,1610612742,203501,1626161,1627827,1628973,1629029,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,14,2021-10-29T13:59:40.216,0.0
907,907,121_0022100017_1610612766,2021-22,Regular Season,22100017,1634875200000,1,321,,,1610612766,202330,203486,1626179,1628970,1630163,1610612739,201567,201937,1628374,1630171,1630596,0.0,1.0252343411967395,0,0,1,0,0,0,0,1,0,1,0,0,0,1,9,2021-10-29T13:59:40.216,0.0
908,908,121_0022100019_1610612754,2021-22,Regular Season,22100019,1634875200000,1,511,21.0,23.0,1610612754,203087,204456,1626167,1627763,1628470,1610612764,202722,203526,1626149,1628398,1630166,3.0,2.7680000000000002,0,0,0,0,0,0,0,1,1,0,0,1,1,1,4,2021-10-29T13:59:40.216,3.0
911,911,121_0022100025_1610612756,2021-22,Regular Season,22100025,1634875200000,1,531,21.0,17.0,1610612756,201580,1626166,1627846,1629013,1629661,1610612747,2546,201566,203076,203145,1628370,2.0,2.813,0,0,1,0,0,0,0,1,1,0,0,1,0,1,8,2021-10-29T13:59:40.216,2.0
912,912,121_0022100028_1610612748,2021-22,Regular Season,22100028,1634961600000,1,639,,,1610612748,202693,203473,1629216,1629622,1629639,1610612754,203087,204456,1627734,1627763,1628470,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,2021-10-29T13:59:40.216,0.0
914,914,121_0022100033_1610612756,2021-22,Regular Season,22100033,1634961600000,1,627,,,1610612756,201580,203901,1627846,1629013,1629661,1610612757,203468,203469,1626204,1629014,1629642,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,20,2021-10-29T13:59:40.216,2.0
917,917,121_0022100036_1610612753,2021-22,Regular Season,22100036,1635048000000,1,548,,,1610612753,203082,1628964,1629021,1630175,1630181,1610612752,201565,201959,202692,203095,203944,3.0,2.1196799359121288,0,1,0,0,0,0,0,3,1,2,1,0,0,1,20,2021-10-29T13:59:40.216,3.0
919,919,121_0022100040_1610612763,2021-22,Regular Season,22100040,1635048000000,1,477,,,1610612763,203937,1629630,1629634,1630214,1630533,1610612747,2544,2546,203076,203145,1628370,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,2021-10-29T13:59:40.216,0.0
921,921,121_0022100043_1610612765,2021-22,Regular Season,22100043,1635134400000,1,530,19.0,16.0,1610612765,202709,203482,1628367,1628402,1630568,1610612737,101150,203476,203524,1629027,1629629,3.0,1.0212609012804998,0,0,0,0,0,0,0,1,1,1,1,0,0,1,24,2021-10-29T13:59:40.216,3.0
922,922,121_0022100055_1610612753,2021-22,Regular Season,22100055,1635307200000,1,530,17.0,25.0,1610612753,203082,203914,1628976,1629021,1630591,1610612766,202397,1626162,1628998,1629667,1630208,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,25,2021-10-29T13:59:40.216,2.0
924,924,121_0022100056_1610612738,2021-22,Regular Season,22100056,1635307200000,1,534,,,1610612738,201143,203471,1626196,1627759,1629684,1610612764,202722,203078,1626149,1628988,1630166,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,2021-10-29T13:59:40.216,0.0
927,927,121_0022100058_1610612761,2021-22,Regular Season,22100058,1635307200000,1,516,,,1610612761,203920,1628384,1628449,1629018,1630625,1610612754,203087,204456,1627734,1629052,1630537,1.0,1.56,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,2021-10-29T13:59:40.216,1.0
929,929,121_0022100067_1610612752,2021-22,Regular Season,22100067,1635393600000,1,689,25.0,25.0,1610612752,201565,201959,202692,1630167,1630193,1610612741,201942,1627936,1628972,1628993,1629750,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,9,2021-10-29T13:59:40.216,2.0
930,930,122_0022100009_1610612740,2021-22,Regular Season,22100009,1634702400000,1,589,,,1610612740,202066,1627742,1628984,1629637,1630530,1610612755,203083,1627777,1627788,1629680,1630198,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,2021-10-29T13:59:40.216,0.0
932,932,122_0022100012_1610612743,2021-22,Regular Season,22100012,1634702400000,1,585,,,1610612743,201145,203085,203999,1628408,1630267,1610612756,201580,1626166,1627846,1629013,1629661,2.0,2.0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,23,2021-10-29T13:59:40.216,2.0
935,935,122_0022100022_1610612741,2021-22,Regular Season,22100022,1634875200000,1,550,,,1610612741,202696,203897,1627936,1628972,1629750,1610612740,202066,202685,203107,1627742,1630530,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,25,2021-10-29T13:59:40.216,0.0
936,936,122_0022100032_1610612749,2021-22,Regular Season,22100032,1634961600000,1,559,,,1610612749,201588,203507,1629620,1629670,1630572,1610612759,1627751,1627854,1629022,1630170,1630200,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,23,2021-10-29T13:59:40.216,2.0
938,938,122_0022100035_1610612751,2021-22,Regular Season,22100035,1635048000000,1,511,,,1610612751,200746,200794,201142,201988,1628971,1610612766,202397,203486,1626162,1628998,1629023,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,16,2021-10-29T13:59:40.216,2.0
941,941,122_0022100038_1610612760,2021-22,Regular Season,22100038,1635048000000,1,593,,,1610612760,1628983,1629647,1629652,1630526,1630544,1610612755,202699,203552,203954,1627788,1629680,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14,2021-10-29T13:59:40.216,0.0
943,943,122_0022100039_1610612758,2021-22,Regular Season,22100039,1635048000000,1,645,26.0,26.0,1610612758,202684,203090,1627741,1629056,1630558,1610612744,201939,202357,203110,203490,1627780,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,23,2021-10-29T13:59:40.216,2.0
944,944,122_0022100040_1610612747,2021-22,Regular Season,22100040,1635048000000,1,486,19.0,16.0,1610612747,2544,2546,203076,203145,1628370,1610612763,203937,1629630,1629634,1630214,1630533,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,9,2021-10-29T13:59:40.216,2.0
947,947,122_0022100041_1610612766,2021-22,Regular Season,22100041,1635134400000,1,635,,,1610612766,202330,202397,1628998,1629667,1630208,1610612738,203953,1626196,1628369,1629684,1630202,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,20,2021-10-29T13:59:40.216,0.0
949,949,122_0022100044_1610612764,2021-22,Regular Season,22100044,1635134400000,1,561,,,1610612764,202722,203915,1626149,1628988,1630166,1610612751,201142,201949,201988,1627761,1629651,0.0,0.0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,26,2021-10-29T13:59:40.216,0.0
951,951,122_0022100045_1610612753,2021-22,Regular Season,22100045,1635134400000,1,563,21.0,11.0,1610612753,201577,203082,203914,1629021,1630175,1610612748,202693,202710,203473,1629622,1629639,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,15,2021-10-29T13:59:40.216,2.0
953,953,122_0022100048_1610612743,2021-22,Regular Season,22100048,1635134400000,1,542,,,1610612743,201145,203085,203999,1628408,1630267,1610612739,201567,201937,1626224,1628386,1630171,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,16,2021-10-29T13:59:40.216,2.0
954,954,122_0022100051_1610612744,2021-22,Regular Season,22100051,1635220800000,1,592,,,1610612744,201939,202357,203110,203490,1627780,1610612760,1629026,1629676,1630177,1630197,1630544,0.0,0.0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,14,2021-10-29T13:59:40.216,0.0
957,957,122_0022100055_1610612766,2021-22,Regular Season,22100055,1635307200000,1,544,,,1610612766,202397,1626162,1628998,1629667,1630208,1610612753,203082,203914,1628976,1629021,1630591,0.0,1.0404706526972352,0,0,0,0,0,0,0,1,0,1,0,0,0,1,15,2021-10-29T13:59:40.216,0.0
958,958,122_0022100057_1610612748,2021-22,Regular Season,22100057,1635307200000,1,577,,,1610612748,200782,202710,203473,1629130,1629639,1610612751,200746,201142,201935,201988,203925,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,10,2021-10-29T13:59:40.216,2.0
961,961,122_0022100059_1610612740,2021-22,Regular Season,22100059,1635307200000,1,499,,,1610612740,202066,202685,1630184,1630230,1630530,1610612737,201568,203476,1628989,1629027,1629629,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,16,2021-10-29T13:59:40.216,0.0
963,963,122_0022100063_1610612763,2021-22,Regular Season,22100063,1635307200000,1,554,,,1610612763,203937,1629630,1629634,1629723,1630533,1610612757,203081,203469,1626204,1629014,1629642,3.0,3.0,0,3,0,0,0,0,0,4,1,3,1,0,0,1,41,2021-10-29T13:59:40.216,3.0
965,965,122_0022100064_1610612746,2021-22,Regular Season,22100064,1635307200000,1,495,,,1610612746,202331,202704,1628379,1628392,1629611,1610612739,201567,201937,1629012,1630205,1630596,0.0,1.296129123178788,0,0,1,0,0,0,0,1,0,1,0,0,0,1,21,2021-10-29T13:59:40.216,0.0
966,966,122_0022100067_1610612741,2021-22,Regular Season,22100067,1635393600000,1,703,,,1610612741,201942,1627936,1628972,1628993,1629750,1610612752,201565,201959,202692,1630167,1630193,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,16,2021-10-29T13:59:40.216,0.0
968,968,122_0022100070_1610612744,2021-22,Regular Season,22100070,1635393600000,1,539,,,1610612744,201939,202357,203110,203490,1627780,1610612763,203937,1629630,1629723,1630214,1630533,0.0,1.3655849268796565,0,0,1,0,0,0,0,1,0,1,0,0,0,1,18,2021-10-29T13:59:40.216,0.0
971,971,123_0022100001_1610612751,2021-22,Regular Season,22100001,1634616000000,1,525,31.0,15.0,1610612751,200746,200794,201142,201988,1628975,1610612749,201572,201588,201950,203648,1626192,3.0,1.106778638005666,0,0,0,0,0,0,0,1,1,1,1,0,0,1,7,2021-10-29T13:59:40.216,0.0
973,973,123_0022100002_1610612747,2021-22,Regular Season,22100002,1634616000000,1,487,18.0,23.0,1610612747,2544,2546,200765,203076,203145,1610612744,2738,201939,202357,1627814,1629308,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,14,2021-10-29T13:59:40.216,2.0
975,975,123_0022100008_1610612750,2021-22,Regular Season,22100008,1634702400000,1,473,,,1610612750,1626157,1627736,1627752,1629162,1630162,1610612745,201569,201571,1628021,1630224,1630578,0.0,1.1362239303968518,0,0,0,0,0,0,0,1,0,1,0,0,0,1,12,2021-10-29T13:59:40.216,0.0
977,977,123_0022100009_1610612755,2021-22,Regular Season,22100009,1634702400000,1,600,,,1610612755,203083,1627777,1627788,1629680,1630198,1610612740,202066,1627742,1628984,1629637,1630530,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,2021-10-29T13:59:40.216,0.0
978,978,123_0022100010_1610612753,2021-22,Regular Season,22100010,1634702400000,1,531,,,1610612753,203082,1629021,1629649,1630181,1630591,1610612759,203926,1628401,1629022,1629234,1630170,2.0,1.6,0,0,0,0,0,0,0,0,0,0,0,2,2,1,7,2021-10-29T13:59:40.216,2.0
980,980,123_0022100011_1610612760,2021-22,Regular Season,22100011,1634702400000,1,550,,,1610612760,1628983,1629026,1629676,1630197,1630544,1610612762,201144,203497,203903,204060,1629672,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,2021-10-29T13:59:40.216,0.0
982,982,123_0022100013_1610612757,2021-22,Regular Season,22100013,1634702400000,1,544,22.0,17.0,1610612757,203081,203469,1626181,1626204,1629642,1610612758,203084,1626158,1627741,1628368,1630558,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,17,2021-10-29T13:59:40.216,2.0
985,985,123_0022100017_1610612766,2021-22,Regular Season,22100017,1634875200000,1,545,23.0,21.0,1610612766,202330,202397,1626162,1628998,1629023,1610612739,201567,1626224,1629731,1630171,1630698,3.0,0.98597264093261,0,0,0,0,0,0,0,1,1,1,1,0,0,1,13,2021-10-29T13:59:40.216,0.0
986,986,123_0022100039_1610612744,2021-22,Regular Season,22100039,1635048000000,1,656,,,1610612744,201939,202357,203110,203490,1627780,1610612758,202684,203090,1627741,1629056,1630558,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11,2021-10-29T13:59:40.216,0.0
989,989,123_0022100040_1610612763,2021-22,Regular Season,22100040,1635048000000,1,487,,,1610612763,203937,1629630,1629634,1630214,1630533,1610612747,2544,2546,203076,203145,1628370,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,25,2021-10-29T13:59:40.216,0.0
990,990,123_0022100043_1610612737,2021-22,Regular Season,22100043,1635134400000,1,534,,,1610612737,101150,203476,203524,1629027,1629629,1610612765,202709,203482,1628367,1628402,1630568,2.0,1.724,0,0,0,0,0,0,0,0,0,0,0,2,2,1,15,2021-10-29T13:59:40.216,2.0
993,993,123_0022100050_1610612755,2021-22,Regular Season,22100050,1635220800000,1,590,,,1610612755,203552,203954,1627777,1627788,1629680,1610612752,201565,201959,203095,203944,1629628,0.0,1.3069871452162478,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,2021-10-29T13:59:40.216,0.0
995,995,123_0022100065_1610612765,2021-22,Regular Season,22100065,1635393600000,1,574,,,1610612765,202709,203482,1628367,1628402,1630180,1610612755,202699,203954,1627777,1627788,1629680,0.0,0.9701726286841564,0,0,1,0,0,0,0,1,0,1,0,0,0,1,17,2021-10-29T13:59:40.216,0.0
