index,Unnamed: 0,primaryKey,season,seasonType,gameId,gameDate,period,secondsElapsed,team1Score,team2Score,offenseTeamId1,offensePlayer1Id,offensePlayer2Id,offensePlayer3Id,offensePlayer4Id,offensePlayer5Id,defenseTeamId2,defensePlayer1Id,defensePlayer2Id,defensePlayer3Id,defensePlayer4Id,defensePlayer5Id,points,expectedPoints,defensiveRebounds,offensiveRebounds,opponentDefensiveRebounds,opponentOffensiveRebounds,offensiveFouls,defensiveFouls,turnovers,fieldGoalAttempts,fieldGoals,threePtAttempts,threePtMade,freeThrowAttempts,freeThrowsMade,possessions,seconds,dt,adjustedPoints
1,1,100_0022100001_1610612751,2021-22,Regular Season,22100001,1634616000000,1,416,,,1610612751,200746,200794,201142,201988,1628975,1610612749,201588,201950,203114,203507,1626192,0.0,1.1244343248184938,0,0,1,0,0,0,0,1,0,1,0,0,0,1,11,2021-10-29T13:59:40.216,0.0
3,3,100_0022100002_1610612747,2021-22,Regular Season,22100002,1634616000000,1,442,,,1610612747,2544,2546,200765,203076,203145,1610612744,2738,201939,202357,203110,1627814,0.0,1.07693027794201,0,0,1,0,0,0,0,1,0,1,0,0,0,1,17,2021-10-29T13:59:40.216,0.0
5,5,100_0022100006_1610612764,2021-22,Regular Season,22100006,1634702400000,1,492,,,1610612764,202722,203526,1626149,1628988,1630166,1610612761,203920,1627832,1629004,1629018,1630567,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,2021-10-29T13:59:40.216,0.0
7,7,100_0022100011_1610612762,2021-22,Regular Season,22100011,1634702400000,1,478,,,1610612762,202355,203903,204060,1626220,1628378,1610612760,1628983,1629647,1629652,1629676,1630544,0.0,0.0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,34,2021-10-29T13:59:40.216,0.0
8,8,100_0022100014_1610612737,2021-22,Regular Season,22100014,1634788800000,1,459,,,1610612737,1628381,1628989,1629027,1629629,1629631,1610612742,203501,1626161,1627827,1628973,1629029,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,2021-10-29T13:59:40.216,0.0
11,11,100_0022100016_1610612746,2021-22,Regular Season,22100016,1634788800000,1,506,,,1610612746,202331,202694,202704,1628379,1629611,1610612744,201939,202357,203110,203952,1629673,2.0,1.526,0,0,0,0,0,0,0,0,0,0,0,2,2,1,16,2021-10-29T13:59:40.216,2.0
14,14,100_0022100026_1610612758,2021-22,Regular Season,22100026,1634875200000,1,459,,,1610612758,203084,203458,1627741,1630169,1630558,1610612762,202355,202711,204060,1626220,1628378,0.0,2.2713207697734767,0,1,1,0,0,0,0,2,0,2,0,0,0,1,23,2021-10-29T13:59:40.216,0.0
17,17,100_0022100031_1610612750,2021-22,Regular Season,22100031,1634961600000,1,424,,,1610612750,1626156,1626157,1629006,1630162,1630183,1610612740,202685,1627742,1628984,1629638,1630230,0.0,1.518,0,0,1,0,0,0,0,0,0,0,0,2,0,1,3,2021-10-29T13:59:40.216,0.0
18,18,100_0022100047_1610612740,2021-22,Regular Season,22100047,1635134400000,1,453,12.0,12.0,1610612740,202066,202685,1627742,1630184,1630529,1610612750,201976,1626157,1629006,1630162,1630183,3.0,1.0212080777640853,0,0,0,0,0,0,0,1,1,1,1,0,0,1,16,2021-10-29T13:59:40.216,0.0
21,21,100_0022100054_1610612762,2021-22,Regular Season,22100054,1635220800000,1,507,24.0,26.0,1610612762,202355,203903,204060,1626220,1628378,1610612743,203932,203999,1628408,1629008,1630267,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,10,2021-10-29T13:59:40.216,2.0
22,22,100_0022100060_1610612749,2021-22,Regular Season,22100060,1635307200000,1,476,,,1610612749,203507,203918,1626171,1629620,1629670,1610612750,201976,1626157,1627752,1630162,1630183,0.0,1.1484706809732383,0,0,1,0,0,0,0,1,0,1,0,0,0,1,24,2021-10-29T13:59:40.216,0.0
24,24,100_0022100061_1610612747,2021-22,Regular Season,22100061,1635307200000,1,497,,,1610612747,2546,200765,203076,203145,1628370,1610612760,1628983,1629647,1629652,1630526,1630581,2.0,2.0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,14,2021-10-29T13:59:40.216,2.0
27,27,100_0022100063_1610612763,2021-22,Regular Season,22100063,1635307200000,1,424,12.0,14.0,1610612763,203937,1629630,1629634,1629723,1630533,1610612757,203081,203496,203994,1629014,1629642,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,8,2021-10-29T13:59:40.216,2.0
28,28,100_0022100064_1610612739,2021-22,Regular Season,22100064,1635307200000,1,457,,,1610612739,201567,201937,1628374,1628386,1629636,1610612746,202331,202704,1627826,1628379,1629611,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,15,2021-10-29T13:59:40.216,0.0
31,31,100_0022100065_1610612765,2021-22,Regular Season,22100065,1635393600000,1,500,,,1610612765,203482,203924,1628367,1630165,1630180,1610612755,202699,203552,203954,1627777,1630178,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,17,2021-10-29T13:59:40.216,2.0
32,32,100_0022100067_1610612741,2021-22,Regular Season,22100067,1635393600000,1,599,,,1610612741,201942,202696,1627936,1628972,1629750,1610612752,201565,201959,202692,203944,1630193,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,2021-10-29T13:59:40.216,0.0
35,35,100_0022100068_1610612762,2021-22,Regular Season,22100068,1635393600000,1,495,16.0,21.0,1610612762,202355,203903,204060,1626220,1628378,1610612745,201569,1626174,1628021,1629645,1630578,3.0,2.829,0,0,0,0,0,0,0,1,1,0,0,1,1,1,9,2021-10-29T13:59:40.216,3.0
37,37,100_0022100069_1610612759,2021-22,Regular Season,22100069,1635393600000,1,497,,,1610612759,1627749,1627854,1628966,1629234,1630170,1610612742,203501,1626161,1628467,1628973,1629029,2.0,1.494,0,0,0,0,0,0,0,0,0,0,0,2,2,1,14,2021-10-29T13:59:40.216,2.0
39,39,100_0022100070_1610612763,2021-22,Regular Season,22100070,1635393600000,1,440,22.0,14.0,1610612763,203500,203937,1629001,1629630,1630533,1610612744,201939,202357,203110,203952,1627780,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,9,2021-10-29T13:59:40.216,2.0
40,40,101_0022100010_1610612753,2021-22,Regular Season,22100010,1634702400000,1,459,,,1610612753,203082,1629021,1629649,1630175,1630181,1610612759,1627749,1629022,1629234,1629640,1630170,3.0,1.1599892412397776,0,0,0,0,0,0,0,1,1,1,1,0,0,1,27,2021-10-29T13:59:40.216,0.0
43,43,101_0022100012_1610612756,2021-22,Regular Season,22100012,1634702400000,1,528,,,1610612756,201580,1626164,1626166,1628969,1629661,1610612743,203932,203999,1628408,1629008,1630267,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,2021-10-29T13:59:40.216,0.0
44,44,101_0022100013_1610612757,2021-22,Regular Season,22100013,1634702400000,1,467,,,1610612757,203081,203469,1626181,1626204,1629642,1610612758,202684,203084,1627741,1628368,1630558,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,21,2021-10-29T13:59:40.216,0.0
47,47,101_0022100019_1610612764,2021-22,Regular Season,22100019,1634875200000,1,421,15.0,19.0,1610612764,203526,1626149,1628398,1628988,1630166,1610612754,203087,204456,1626167,1627763,1628470,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,15,2021-10-29T13:59:40.216,2.0
49,49,101_0022100021_1610612755,2021-22,Regular Season,22100021,1634875200000,1,524,20.0,27.0,1610612755,202699,203552,203954,1627788,1630178,1610612751,200746,200794,201142,201988,1628975,3.0,0.9671882756311834,0,0,0,0,0,0,0,1,1,1,1,0,0,1,10,2021-10-29T13:59:40.216,0.0
50,50,101_0022100022_1610612740,2021-22,Regular Season,22100022,1634875200000,1,496,,,1610612740,202685,1628984,1629638,1630230,1630530,1610612741,202696,203897,1628366,1628972,1629750,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,2021-10-29T13:59:40.216,0.0
53,53,101_0022100034_1610612763,2021-22,Regular Season,22100034,1634961600000,1,494,,,1610612763,203937,1629630,1629634,1629723,1630217,1610612746,201587,202704,1628379,1628392,1629611,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,2021-10-29T13:59:40.216,0.0
55,55,101_0022100035_1610612766,2021-22,Regular Season,22100035,1635048000000,1,448,,,1610612766,202330,202397,1628970,1628998,1629023,1610612751,200746,200794,201142,201988,1628971,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14,2021-10-29T13:59:40.216,0.0
57,57,101_0022100036_1610612753,2021-22,Regular Season,22100036,1635048000000,1,469,,,1610612753,203082,1628964,1628976,1630175,1630532,1610612752,201565,201959,203095,203944,1629628,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9,2021-10-29T13:59:40.216,0.0
58,58,101_0022100041_1610612738,2021-22,Regular Season,22100041,1635134400000,1,531,,,1610612738,203953,1626196,1627759,1629684,1630202,1610612766,202397,203486,1626162,1628998,1629667,0.0,1.0323132723234878,0,0,1,0,0,0,0,1,0,1,0,0,0,1,4,2021-10-29T13:59:40.216,0.0
60,60,101_0022100052_1610612742,2021-22,Regular Season,22100052,1635220800000,1,493,,,1610612742,203501,1626246,1627827,1628973,1629029,1610612745,201569,1626174,1629645,1630256,1630578,1.0,2.6214787561770683,0,1,1,0,0,0,0,1,0,1,0,2,1,1,22,2021-10-29T13:59:40.216,1.0
62,62,101_0022100054_1610612743,2021-22,Regular Season,22100054,1635220800000,1,518,26.0,26.0,1610612743,203932,203999,1628408,1629008,1630267,1610612762,202355,203903,204060,1626220,1628378,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,11,2021-10-29T13:59:40.216,2.0
64,64,101_0022100056_1610612738,2021-22,Regular Season,22100056,1635307200000,1,442,,,1610612738,201143,203471,203935,1627759,1629684,1610612764,203078,1626149,1628398,1628988,1630166,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,2021-10-29T13:59:40.216,0.0
66,66,101_0022100057_1610612748,2021-22,Regular Season,22100057,1635307200000,1,491,,,1610612748,200782,202710,203473,1629130,1629639,1610612751,200746,201142,201935,201988,203925,4.0,2.8549480450348015,0,3,0,0,0,0,0,4,1,1,1,2,1,1,27,2021-10-29T13:59:40.216,0.0
68,68,101_0022100062_1610612756,2021-22,Regular Season,22100062,1635307200000,1,498,16.0,24.0,1610612756,203901,1626164,1628969,1629028,1629661,1610612758,203084,203458,1627741,1628368,1630558,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,11,2021-10-29T13:59:40.216,2.0
70,70,102_0022100001_1610612749,2021-22,Regular Season,22100001,1634616000000,1,427,12.0,25.0,1610612749,201588,201950,203114,203507,1626192,1610612751,200746,200794,201142,201988,1628975,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,9,2021-10-29T13:59:40.216,2.0
72,72,102_0022100002_1610612744,2021-22,Regular Season,22100002,1634616000000,1,448,,,1610612744,2738,201939,202357,203110,1627814,1610612747,2544,2546,200765,203076,203145,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2021-10-29T13:59:40.216,0.0
74,74,102_0022100003_1610612754,2021-22,Regular Season,22100003,1634702400000,1,389,14.0,21.0,1610612754,203087,1626167,1627734,1627763,1628470,1610612766,202397,1626162,1628998,1629023,1629667,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,8,2021-10-29T13:59:40.216,2.0
77,77,102_0022100004_1610612765,2021-22,Regular Season,22100004,1634702400000,1,501,12.0,15.0,1610612765,202709,203482,203924,1628977,1630180,1610612741,202696,203897,1627936,1628972,1629750,3.0,1.0344719487843466,0,0,0,0,0,0,0,1,1,1,1,0,0,1,15,2021-10-29T13:59:40.216,0.0
78,78,102_0022100006_1610612761,2021-22,Regular Season,22100006,1634702400000,1,494,18.0,16.0,1610612761,203920,1627832,1629004,1629018,1630567,1610612764,202722,203526,1626149,1628988,1630166,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2021-10-29T13:59:40.216,2.0
80,80,102_0022100009_1610612740,2021-22,Regular Season,22100009,1634702400000,1,530,,,1610612740,202066,1628984,1629637,1629638,1630530,1610612755,201980,203552,203954,1627777,1627788,2.0,1.6380000000000001,0,0,0,0,0,0,0,0,0,0,0,2,2,1,8,2021-10-29T13:59:40.216,2.0
83,83,102_0022100014_1610612742,2021-22,Regular Season,22100014,1634788800000,1,462,,,1610612742,203501,1626161,1627827,1628973,1629029,1610612737,1628381,1628989,1629027,1629629,1629631,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2021-10-29T13:59:40.216,0.0
84,84,102_0022100015_1610612748,2021-22,Regular Season,22100015,1634788800000,1,402,3.0,19.0,1610612748,200782,202710,203473,1629130,1629639,1610612749,203648,1628960,1629620,1629670,1630572,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,12,2021-10-29T13:59:40.216,2.0
86,86,102_0022100019_1610612754,2021-22,Regular Season,22100019,1634875200000,1,438,,,1610612754,203087,204456,1626167,1627763,1628470,1610612764,203526,1626149,1628398,1628988,1630166,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,17,2021-10-29T13:59:40.216,0.0
89,89,102_0022100020_1610612761,2021-22,Regular Season,22100020,1634875200000,1,469,,,1610612761,201609,203920,1627832,1629004,1630567,1610612738,203471,1626196,1628369,1629057,1629641,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,2021-10-29T13:59:40.216,0.0
91,91,102_0022100025_1610612756,2021-22,Regular Season,22100025,1634875200000,1,459,,,1610612756,1626164,1626166,1628969,1629028,1629661,1610612747,2546,201566,203076,203145,1628370,0.0,0.0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,31,2021-10-29T13:59:40.216,0.0
92,92,102_0022100027_1610612737,2021-22,Regular Season,22100027,1634961600000,1,409,10.0,13.0,1610612737,203991,1628381,1628989,1629027,1629631,1610612739,201567,201937,1628374,1628386,1630171,3.0,1.1099544556040153,0,0,0,0,0,0,0,1,1,1,1,0,0,1,9,2021-10-29T13:59:40.216,0.0
95,95,102_0022100035_1610612766,2021-22,Regular Season,22100035,1635048000000,1,424,,,1610612766,202330,202397,1628970,1628998,1629023,1610612751,200746,200794,201142,201988,1628971,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,2021-10-29T13:59:40.216,0.0
97,97,102_0022100045_1610612753,2021-22,Regular Season,22100045,1635134400000,1,472,,,1610612753,201577,203082,203914,1629021,1630175,1610612748,200782,202710,203473,1629130,1629639,0.0,1.018391622993718,0,0,1,0,0,0,0,1,0,1,0,0,0,1,15,2021-10-29T13:59:40.216,0.0
99,99,102_0022100047_1610612750,2021-22,Regular Season,22100047,1635134400000,1,467,,,1610612750,201976,1626157,1629006,1630162,1630183,1610612740,202066,202685,1627742,1630184,1630529,0.0,1.075033657586457,0,0,1,0,0,0,0,1,0,1,0,0,0,1,17,2021-10-29T13:59:40.216,0.0
100,100,102_0022100049_1610612746,2021-22,Regular Season,22100049,1635134400000,1,483,,,1610612746,202704,1626159,1628379,1628392,1629611,1610612757,203081,203469,1626204,1629014,1629642,0.0,1.1516463835409607,0,0,1,0,0,0,0,1,0,1,0,0,0,1,22,2021-10-29T13:59:40.216,0.0
102,102,102_0022100050_1610612752,2021-22,Regular Season,22100050,1635220800000,1,520,,,1610612752,201565,201959,203095,203944,1629628,1610612755,202699,203552,203954,1627788,1629680,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,21,2021-10-29T13:59:40.216,0.0
105,105,102_0022100053_1610612759,2021-22,Regular Season,22100053,1635220800000,1,386,,,1610612759,1627751,1628401,1629022,1629640,1630170,1610612747,200765,201599,203076,203145,1628370,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,2021-10-29T13:59:40.216,0.0
107,107,102_0022100054_1610612762,2021-22,Regular Season,22100054,1635220800000,1,528,,,1610612762,202355,203903,204060,1626220,1628378,1610612743,203932,203999,1628408,1629008,1630267,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,12,2021-10-29T13:59:40.216,0.0
109,109,102_0022100055_1610612766,2021-22,Regular Season,22100055,1635307200000,1,407,,,1610612766,202397,1626162,1628998,1629667,1630208,1610612753,203082,203914,1628976,1630532,1630591,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,12,2021-10-29T13:59:40.216,2.0
111,111,102_0022100056_1610612764,2021-22,Regular Season,22100056,1635307200000,1,442,,,1610612764,203078,1626149,1628398,1628988,1630166,1610612738,201143,203471,1626196,1627759,1629684,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,17,2021-10-29T13:59:40.216,0.0
113,113,102_0022100060_1610612750,2021-22,Regular Season,22100060,1635307200000,1,487,,,1610612750,201976,1626157,1627752,1630162,1630183,1610612749,203507,203918,1626171,1629620,1629670,0.0,1.0634995352091012,0,0,1,0,0,0,0,1,0,1,0,0,0,1,11,2021-10-29T13:59:40.216,0.0
115,115,102_0022100062_1610612758,2021-22,Regular Season,22100062,1635307200000,1,501,,,1610612758,203084,203458,1627741,1628368,1630558,1610612756,203901,1626164,1628969,1629028,1629661,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,16,2021-10-29T13:59:40.216,0.0
116,116,102_0022100063_1610612757,2021-22,Regular Season,22100063,1635307200000,1,448,,,1610612757,203081,203496,203994,1629014,1629642,1610612763,203937,1629630,1629634,1629723,1630533,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,27,2021-10-29T13:59:40.216,0.0
119,119,102_0022100064_1610612746,2021-22,Regular Season,22100064,1635307200000,1,461,,,1610612746,202331,202704,1627826,1628379,1629611,1610612739,201567,201937,1628374,1628386,1629636,0.0,0.9695592851469178,0,0,0,0,0,0,1,1,0,1,0,0,0,1,8,2021-10-29T13:59:40.216,0.0
121,121,102_0022100067_1610612752,2021-22,Regular Season,22100067,1635393600000,1,611,21.0,21.0,1610612752,201565,201959,202692,203944,1630193,1610612741,201942,202696,1627936,1628972,1629750,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,12,2021-10-29T13:59:40.216,2.0
122,122,102_0022100070_1610612744,2021-22,Regular Season,22100070,1635393600000,1,456,,,1610612744,201939,202357,203110,203952,1627780,1610612763,203500,203937,1629001,1629630,1630533,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,18,2021-10-29T13:59:40.216,0.0
125,125,103_0022100001_1610612751,2021-22,Regular Season,22100001,1634616000000,1,446,,,1610612751,200746,200794,201142,201988,1628975,1610612749,201588,201950,203114,203507,1626192,0.0,1.1245340001061948,0,1,1,0,0,0,0,2,0,1,0,0,0,1,26,2021-10-29T13:59:40.216,0.0
127,127,103_0022100003_1610612766,2021-22,Regular Season,22100003,1634702400000,1,364,,,1610612766,202397,1626162,1628998,1629023,1629667,1610612754,203087,1626167,1627734,1627763,1628470,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,17,2021-10-29T13:59:40.216,0.0
128,128,103_0022100004_1610612741,2021-22,Regular Season,22100004,1634702400000,1,512,,,1610612741,202696,203897,1627936,1628972,1629750,1610612765,202709,203482,203924,1628977,1630180,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,2021-10-29T13:59:40.216,0.0
130,130,103_0022100005_1610612738,2021-22,Regular Season,22100005,1634702400000,1,523,,,1610612738,203471,1628369,1629641,1629684,1630174,1610612752,201565,202692,203095,203944,1630579,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,18,2021-10-29T13:59:40.216,0.0
133,133,103_0022100008_1610612750,2021-22,Regular Season,22100008,1634702400000,1,411,,,1610612750,1626157,1629006,1629162,1630162,1630183,1610612745,201569,201571,1628021,1630224,1630578,0.0,1.158971060025186,0,1,0,0,0,0,0,2,0,1,0,0,0,1,30,2021-10-29T13:59:40.216,0.0
135,135,103_0022100010_1610612759,2021-22,Regular Season,22100010,1634702400000,1,470,,,1610612759,1627749,1629022,1629234,1629640,1630170,1610612753,203082,1629021,1629649,1630175,1630181,0.0,1.0731082327216592,0,0,1,0,0,0,0,1,0,1,0,0,0,1,15,2021-10-29T13:59:40.216,0.0
136,136,103_0022100012_1610612743,2021-22,Regular Season,22100012,1634702400000,1,533,,,1610612743,203932,203999,1628408,1629008,1630267,1610612756,201580,1626164,1626166,1628969,1629661,2.0,2.0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,9,2021-10-29T13:59:40.216,2.0
139,139,103_0022100013_1610612758,2021-22,Regular Season,22100013,1634702400000,1,480,,,1610612758,202684,203084,1627741,1628368,1630558,1610612757,203081,203469,1626181,1626204,1629642,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,11,2021-10-29T13:59:40.216,0.0
140,140,103_0022100014_1610612737,2021-22,Regular Season,22100014,1634788800000,1,478,,,1610612737,1628381,1628989,1629027,1629629,1629631,1610612742,203501,1626161,1627827,1628973,1629029,0.0,0.0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,28,2021-10-29T13:59:40.216,0.0
143,143,103_0022100018_1610612753,2021-22,Regular Season,22100018,1634875200000,1,465,,,1610612753,203082,1628964,1629021,1630175,1630181,1610612752,202689,203095,203944,1629011,1629628,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17,2021-10-29T13:59:40.216,0.0
144,144,103_0022100021_1610612751,2021-22,Regular Season,22100021,1634875200000,1,537,,,1610612751,200746,200794,201142,201988,1628975,1610612755,202699,203552,203954,1627788,1630178,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,17,2021-10-29T13:59:40.216,0.0
147,147,103_0022100029_1610612761,2021-22,Regular Season,22100029,1634961600000,1,537,,,1610612761,201609,203920,1628384,1629004,1629018,1610612742,203501,1626161,1627827,1628973,1629029,0.0,0.8719383997321728,0,1,0,0,0,0,0,2,0,1,0,0,0,1,35,2021-10-29T13:59:40.216,0.0
148,148,103_0022100034_1610612746,2021-22,Regular Season,22100034,1634961600000,1,494,,,1610612746,201587,202704,1628379,1628392,1629611,1610612763,203937,1629630,1629634,1629723,1630217,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,13,2021-10-29T13:59:40.216,0.0
150,150,103_0022100036_1610612752,2021-22,Regular Season,22100036,1635048000000,1,478,18.0,20.0,1610612752,201565,201959,203095,203944,1629628,1610612753,203082,1628964,1628976,1630175,1630532,3.0,2.742,0,0,0,0,0,0,0,1,1,0,0,1,1,1,7,2021-10-29T13:59:40.216,3.0
153,153,103_0022100037_1610612745,2021-22,Regular Season,22100037,1635048000000,1,550,,,1610612745,201569,201571,1626174,1627863,1630578,1610612738,201143,203935,1626196,1629684,1630174,2.0,1.392,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2021-10-29T13:59:40.216,2.0
155,155,103_0022100041_1610612766,2021-22,Regular Season,22100041,1635134400000,1,545,20.0,29.0,1610612766,202397,203486,1626162,1628998,1629667,1610612738,203953,1626196,1627759,1629684,1630202,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,12,2021-10-29T13:59:40.216,2.0
157,157,103_0022100042_1610612754,2021-22,Regular Season,22100042,1635134400000,1,442,18.0,23.0,1610612754,203087,203200,204456,1627734,1629052,1610612749,203114,1626192,1629620,1629670,1630572,3.0,1.131775007205852,0,0,0,0,0,0,0,1,1,1,1,0,0,1,17,2021-10-29T13:59:40.216,0.0
159,159,103_0022100059_1610612740,2021-22,Regular Season,22100059,1635307200000,1,447,15.0,22.0,1610612740,202066,202685,1627742,1629638,1630184,1610612737,203991,203992,1628989,1629027,1629631,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,6,2021-10-29T13:59:40.216,2.0
161,161,103_0022100061_1610612760,2021-22,Regular Season,22100061,1635307200000,1,505,,,1610612760,1628983,1629647,1629652,1630526,1630581,1610612747,2546,200765,203076,203145,1628370,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,21,2021-10-29T13:59:40.216,0.0
163,163,104_0022100004_1610612765,2021-22,Regular Season,22100004,1634702400000,1,529,,,1610612765,202709,203482,203924,1628977,1630180,1610612741,202696,203897,1627936,1628972,1629750,0.0,1.1146669379064893,0,2,1,0,0,0,0,3,0,1,0,0,0,1,29,2021-10-29T13:59:40.216,0.0
165,165,104_0022100006_1610612764,2021-22,Regular Season,22100006,1634702400000,1,494,,,1610612764,202722,203526,1626149,1628988,1630166,1610612761,203920,1627832,1629004,1629018,1630567,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,26,2021-10-29T13:59:40.216,2.0
167,167,104_0022100015_1610612749,2021-22,Regular Season,22100015,1634788800000,1,418,,,1610612749,203648,1628960,1629620,1629670,1630572,1610612748,200782,202710,203473,1629130,1629639,0.0,1.1592441083052163,0,0,1,0,0,0,0,1,0,1,0,0,0,1,22,2021-10-29T13:59:40.216,0.0
169,169,104_0022100019_1610612764,2021-22,Regular Season,22100019,1634875200000,1,438,,,1610612764,203526,1626149,1628398,1628988,1630166,1610612754,203087,204456,1626167,1627763,1628470,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,24,2021-10-29T13:59:40.216,0.0
171,171,104_0022100022_1610612741,2021-22,Regular Season,22100022,1634875200000,1,499,11.0,18.0,1610612741,202696,203897,1628366,1628972,1629750,1610612740,202685,1628984,1629638,1630230,1630530,2.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,2021-10-29T13:59:40.216,2.0
173,173,104_0022100026_1610612762,2021-22,Regular Season,22100026,1634875200000,1,487,,,1610612762,202355,202711,204060,1626220,1628378,1610612758,203084,203458,1627741,1630169,1630558,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,19,2021-10-29T13:59:40.216,0.0
175,175,104_0022100027_1610612739,2021-22,Regular Season,22100027,1634961600000,1,426,13.0,13.0,1610612739,201567,201937,1628374,1628386,1630171,1610612737,203991,1628381,1628989,1629027,1629631,3.0,1.0863039819950109,0,0,0,0,0,0,0,1,1,1,1,0,0,1,17,2021-10-29T13:59:40.216,3.0
177,177,104_0022100030_1610612765,2021-22,Regular Season,22100030,1634961600000,1,440,,,1610612765,202709,203482,203924,1628367,1630180,1610612741,202696,203897,1628366,1628972,1629750,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,19,2021-10-29T13:59:40.216,0.0
179,179,104_0022100038_1610612760,2021-22,Regular Season,22100038,1635048000000,1,512,25.0,20.0,1610612760,1628983,1629647,1629652,1630526,1630544,1610612755,202699,203552,203954,1629680,1630178,3.0,1.1658904837445236,0,0,0,0,0,0,0,1,1,1,1,0,0,1,18,2021-10-29T13:59:40.216,0.0
180,180,104_0022100041_1610612738,2021-22,Regular Season,22100041,1635134400000,1,545,,,1610612738,203953,1626196,1627759,1629684,1630202,1610612766,202397,203486,1626162,1628998,1629667,3.0,1.1874269264153114,0,0,0,0,0,0,0,1,1,1,1,0,0,1,17,2021-10-29T13:59:40.216,0.0
182,182,104_0022100043_1610612737,2021-22,Regular Season,22100043,1635134400000,1,460,,,1610612737,203524,203991,203992,1629027,1629629,1610612765,202709,203482,1628367,1628402,1630191,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13,2021-10-29T13:59:40.216,0.0
