playerId,playerName
204002,"Edy Tavares"
204014,"Damjan Rudez"
204020,"Tyler Johnson"
204021,"Sim Bhullar"
204022,"Jack Cooley"
204025,"Tim Frazier"
204028,"Tarik Black"
204033,"David Wear"
204037,"Travis Wear"
204038,"Langston Galloway"
204040,"Ronald Roberts Jr."
204054,"Zoran Dragic"
204060,"Joe Ingles"
204065,"David Stockton"
204066,"John Holland"
204067,"Jarell Eddie"
204076,"Richard Solomon"
204079,"Drew Gordon"
204098,"Xavier Munford"
204179,"Omari Johnson"
204456,"T.J. McConnell"
2045,"Hedo Turkoglu"
2047,"Quentin Richardson"
2048,"Jamaal Magloire"
2052,"DeShawn Stevenson"
2059,"Eduardo Najera"
2063,"Jake Voskuhl"
2072,"Michael Redd"
2073,"Brian Cardinal"
2198,"Kwame Brown"
2199,"Tyson Chandler"
2200,"Pau Gasol"
2201,"Eddy Curry"
2202,"Jason Richardson"
2203,"Shane Battier"
2205,"DeSagana Diop"
2207,"Joe Johnson"
2209,"Vladimir Radmanovic"
2210,"Richard Jefferson"
2211,"Troy Murphy"
2215,"Jason Collins"
2216,"Zach Randolph"
2217,"Brendan Haywood"
2222,"Gerald Wallace"
2223,"Samuel Dalembert"
2224,"Jamaal Tinsley"
2225,"Tony Parker"
2229,"Mike James"
2230,"Maurice Evans"
2240,"Gilbert Arenas"
2243,"Brian Scalabrine"
2246,"Mehmet Okur"
2248,"Earl Watson"
2250,"Bobby Simmons"
2365,"Chris Andersen"
2399,"Mike Dunleavy"
2400,"Drew Gooden"
2403,Nene
2404,"Chris Wilcox"
2405,"Amare Stoudemire"
2406,"Caron Butler"
2407,"Jared Jeffries"
2408,"Melvin Ely"
2419,"Tayshaun Prince"
2422,"John Salmons"
2427,"Roger Mason Jr."
2429,"Dan Gadzuric"
2430,"Carlos Boozer"
2440,"Matt Barnes"
2446,"Rasual Butler"
2449,"Luis Scola"
2457,"Jannero Pargo"
2501,"Reggie Evans"
2544,"LeBron James"
2545,"Darko Milicic"
2546,"Carmelo Anthony"
2547,"Chris Bosh"
2548,"Dwyane Wade"
2549,"Chris Kaman"
255,"Grant Hill"
2550,"Kirk Hinrich"
2551,"T.J. Ford"
2554,"Mickael Pietrus"
2555,"Nick Collison"
2556,"Marcus Banks"
2557,"Luke Ridnour"
2561,"David West"
2562,"Sasha Pavlovic"
2563,"Dahntay Jones"
2564,"Boris Diaw"
2566,"Travis Outlaw"
2567,"Brian Cook"
2568,"Carlos Delfino"
2570,"Kendrick Perkins"
2571,"Leandro Barbosa"
2572,"Josh Howard"
2574,"Jason Kapono"
2575,"Luke Walton"
2581,"Steve Blake"
2584,"Willie Green"
2585,"Zaza Pachulia"
2586,"Keith Bogans"
2588,"Matt Bonner"
2590,"Mo Williams"
2592,"James Jones"
2594,"Kyle Korver"
2605,"Marquis Daniels"
2617,"Udonis Haslem"
2668,"Josh Davis"
2679,"Matt Carroll"
2694,"Josh Powell"
2730,"Dwight Howard"
2731,"Emeka Okafor"
2732,"Ben Gordon"
2733,"Shaun Livingston"
2734,"Devin Harris"
2735,"Josh Childress"
2736,"Luol Deng"
2738,"Andre Iguodala"
2740,"Andris Biedrins"
2742,"Sebastian Telfair"
2743,"Kris Humphries"
2744,"Al Jefferson"
2746,"Josh Smith"
2747,"JR Smith"
2748,"Dorell Wright"
2749,"Jameer Nelson"
2753,"Delonte West"
2754,"Tony Allen"
2755,"Kevin Martin"
2756,"Sasha Vujacic"
2757,"Beno Udrih"
2760,"Anderson Varejao"
2765,"Andre Emmett"
2767,"Royal Ivey"
2768,"Chris Duhon"
2772,"Trevor Ariza"
2804,"Andres Nocioni"
2853,"Earl Barron"
2863,"Damien Wilkins"
436,"Juwan Howard"
467,"Jason Kidd"
703,"Kurt Thomas"
708,"Kevin Garnett"
711,"Jerry Stackhouse"
739,"Rasheed Wallace"
948,"Marcus Camby"
951,"Ray Allen"
956,"Erick Dampier"
959,"Steve Nash"
965,"Derek Fisher"
977,"Kobe Bryant"
979,"Jermaine ONeal"
