playerId,playerName
1628610,"Cody Demps"
1628656,"Billy Garrett"
1628681,"Rodney Purvis"
1628769,"Tahjere McCall"
1628935,"Aaron Jackson"
1628959,"Rawle Alkins"
1628960,"Grayson Allen"
1628961,"Kostas Antetokounmpo"
1628963,"Marvin Bagley III"
1628964,"Mo Bamba"
1628966,"Keita Bates-Diop"
1628969,"Mikal Bridges"
1628970,"Miles Bridges"
1628971,"Bruce Brown"
1628972,"Troy Brown Jr."
1628973,"Jalen Brunson"
1628975,"Jevon Carter"
1628976,"Wendell Carter Jr."
1628977,"Hamidou Diallo"
1628978,"Donte DiVincenzo"
1628979,"Trevon Duval"
1628980,"Jacob Evans"
1628982,"Melvin Frazier Jr."
1628983,"Shai Gilgeous-Alexander"
1628984,"Devonte Graham"
1628988,"Aaron Holiday"
1628989,"Kevin Huerter"
1628990,"Chandler Hutchison"
1628991,"Jaren Jackson Jr."
1628993,"Alize Johnson"
1628994,"George King"
1628995,"Kevin Knox"
1628999,"Yante Maten"
1629001,"DeAnthony Melton"
1629002,"Chimezie Metu"
1629003,"Shake Milton"
1629004,"Svi Mykhailiuk"
1629006,"Josh Okogie"
1629010,"Jerome Robinson"
1629011,"Mitchell Robinson"
1629012,"Collin Sexton"
1629013,"Landry Shamet"
1629014,"Anfernee Simons"
1629015,"Zhaire Smith"
1629016,"Omari Spellman"
1629017,"Khyri Thomas"
1629018,"Gary Trent Jr."
1629019,"Allonzo Trier"
1629020,"Jarred Vanderbilt"
1629021,"Moritz Wagner"
1629022,"Lonnie Walker IV"
1629026,"Kenrich Williams"
1629027,"Trae Young"
1629028,"Deandre Ayton"
1629029,"Luka Doncic"
1629033,"Theo Pinson"
1629034,"Ray Spalding"
1629037,"Keenan Evans"
1629045,"Bonzie Colson"
1629053,"Vincent Edwards"
1629055,"Donte Grantham"
1629057,"Robert Williams III"
1629058,"Dzanan Musa"
1629059,"Elie Okobo"
1629061,"Deng Adel"
1629066,"Rodions Kurucs"
1629067,"Isaac Bonga"
1629093,"Tyler Davis"
1629094,"Marcus Derrickson"
1629102,"Brandon Sampson"
1629109,"Gary Clark"
1629116,"Angel Delgado"
1629117,"Wenyen Gabriel"
1629118,"Thomas Welsh"
1629121,"Jaylen Adams"
1629122,"J.P. Macura"
1629123,"Jared Terrell"
1629126,"Deonte Burton"
1629129,"Trevon Bluiett"
1629130,"Duncan Robinson"
1629133,"Daryl Macon"
1629139,"Yuta Watanabe"
1629140,"Johnathan Williams"
1629147,"Joe Chealey"
1629150,"Emanuel Terry"
1629151,"Ryan Broekhoff"
1629152,"DeVaughn Akoon-Purcell"
1629155,"Zach Lofton"
1629164,"Brandon Goodwin"
1629168,"BJ Johnson"
1629185,"Chris Chiozza"
1629203,"Jemerrio Jones"
1629234,"Drew Eubanks"
1629244,"Cameron Reynolds"
1629312,"Haywood Highsmith"
1629353,"Isaac Humphries"
1629541,"Dairis Bertans"
1630,"Mikki Moore"
1710,"Mike Bibby"
1712,"Antawn Jamison"
1713,"Vince Carter"
1716,"Larry Hughes"
1717,"Dirk Nowitzki"
1718,"Paul Pierce"
1730,"Brian Skinner"
1733,"Al Harrington"
1737,"Nazr Mohammed"
1740,"Rashard Lewis"
1802,"Brad Miller"
1853,"Anthony Carter"
1863,"Earl Boykins"
1882,"Elton Brand"
1884,"Baron Davis"
1885,"Lamar Odom"
1888,"Richard Hamilton"
1889,"Andre Miller"
1890,"Shawn Marion"
1891,"Jason Terry"
1894,"Corey Maggette"
1897,"Metta World Peace"
1902,"Jeff Foster"
1905,"Andrei Kirilenko"
1922,"Francisco Elson"
1938,"Manu Ginobili"
1952,"Raja Bell"
200081,"Jamario Moon"
200745,"Andrea Bargnani"
200746,"LaMarcus Aldridge"
200748,"Tyrus Thomas"
200749,"Shelden Williams"
200750,"Brandon Roy"
200751,"Randy Foye"
200752,"Rudy Gay"
200753,"Patrick OBryant"
200755,"JJ Redick"
200756,"Hilton Armstrong"
200757,"Thabo Sefolosha"
200758,"Ronnie Brewer"
200761,"Shawne Williams"
200764,"Renaldo Balkman"
200765,"Rajon Rondo"
200768,"Kyle Lowry"
200769,"Shannon Brown"
200770,"Jordan Farmar"
200771,"Sergio Rodriguez"
200777,"Joel Freeland"
200778,"James White"
200779,"Steve Novak"
200780,"Solomon Jones"
200782,"PJ Tucker"
200783,"Craig Smith"
200789,"Daniel Gibson"
200794,"Paul Millsap"
200797,"Ryan Hollins"
200809,"Chris Quinn"
200811,"Lou Amundson"
200826,"J.J. Barea"
200839,"Mike Harris"
201041,"Walker Russell"
201141,"Greg Oden"
201142,"Kevin Durant"
201143,"Al Horford"
201144,"Mike Conley"
201145,"Jeff Green"
201146,"Yi Jianlian"
201147,"Corey Brewer"
201148,"Brandan Wright"
201149,"Joakim Noah"
201150,"Spencer Hawes"
201152,"Thaddeus Young"
201155,"Rodney Stuckey"
201156,"Nick Young"
201157,"Sean Williams"
201158,"Marco Belinelli"
201160,"Jason Smith"
201161,"Daequan Cook"
201162,"Jared Dudley"
201163,"Wilson Chandler"
201164,"Rudy Fernandez"
201165,"Morris Almond"
201166,"Aaron Brooks"
201167,"Arron Afflalo"
201168,"Tiago Splitter"
201171,"Carl Landry"
201175,"Glen Davis"
201177,"Josh McRoberts"
201178,"Kyrylo Fesenko"
201182,"Derrick Byars"
201187,"Dominic McGuire"
201188,"Marc Gasol"
201189,"Aaron Gray"
201196,"Ramon Sessions"
201202,"Joel Anthony"
201203,"Mustafa Shakur"
201208,"Darryl Watkins"
201228,"C.J. Watson"
201229,"Anthony Tolliver"
201234,"Trey Johnson"
201274,"Ivan Johnson"
201281,"Andre Ingram"
201286,"Eric Dawson"
201291,"Carldell Johnson"
201336,"Blake Ahearn"
201563,"Michael Beasley"
201564,"O.J. Mayo"
201565,"Derrick Rose"
201566,"Russell Westbrook"
201567,"Kevin Love"
201568,"Danilo Gallinari"
201569,"Eric Gordon"
201571,"D.J. Augustin"
201572,"Brook Lopez"
201573,"Jerryd Bayless"
201574,"Jason Thompson"
201575,"Brandon Rush"
201576,"Anthony Randolph"
201577,"Robin Lopez"
201578,"Marreese Speights"
201579,"Roy Hibbert"
201580,"JaVale McGee"
201581,"JJ Hickson"
201582,"Alexis Ajinca"
201583,"Ryan Anderson"
201584,"Courtney Lee"
201585,"Kosta Koufos"
201586,"Serge Ibaka"
201587,"Nicolas Batum"
201588,"George Hill"
201589,"Darrell Arthur"
201590,"Donte Greene"
201591,"DJ White"
201593,"Nikola Pekovic"
201595,"Joey Dorsey"
201596,"Mario Chalmers"
201599,"DeAndre Jordan"
201600,"Omer Asik"
201601,"Luc Mbah a Moute"
201603,"Sonny Weems"
201604,"Chris Douglas-Roberts"
201605,"Nathan Jawai"
201609,"Goran Dragic"
201611,"Henry Walker"
201619,"Sasha Kaun"
201623,"Semih Erden"
201627,"Anthony Morrow"
201628,"Bobby Brown"
201632,"Hamed Haddadi"
201785,"Othyus Jeffers"
201814,"Gary Forbes"
201858,"Cartier Martin"
201880,"Greg Stiemsma"
201933,"Blake Griffin"
201934,"Hasheem Thabeet"
201935,"James Harden"
201936,"Tyreke Evans"
201937,"Ricky Rubio"
201938,"Jonny Flynn"
201939,"Stephen Curry"
201941,"Jordan Hill"
201942,"DeMar DeRozan"
201943,"Brandon Jennings"
201944,"Terrence Williams"
201945,"Gerald Henderson"
201946,"Tyler Hansbrough"
201947,"Earl Clark"
201948,"Austin Daye"
201949,"James Johnson"
201950,"Jrue Holiday"
201951,"Ty Lawson"
201952,"Jeff Teague"
201953,"Eric Maynor"
201954,"Darren Collison"
201956,"Omri Casspi"
201957,"Byron Mullens"
201958,"Rodrigue Beaubois"
201959,"Taj Gibson"
201960,"DeMarre Carroll"
201961,"Wayne Ellington"
201962,"Toney Douglas"
201963,"Christian Eyenga"
201964,"Victor Claver"
201965,"Jeff Ayres"
201967,"Dante Cunningham"
201969,"DaJuan Summers"
201970,"Sam Young"
201971,"DeJuan Blair"
201972,"Jon Brockman"
201973,"Jonas Jerebko"
201974,"Derrick Brown"
201975,"Jodie Meeks"
201976,"Patrick Beverley"
201977,"Marcus Thornton"
201978,"Chase Budinger"
201979,"Nick Calathes"
201980,"Danny Green"
201985,"AJ Price"
201986,"Nando De Colo"
201988,"Patty Mills"
201991,"Lester Hudson"
202066,"Garrett Temple"
202067,"Diamon Simpson"
202077,"Jerel McNeal"
202081,"Garret Siler"
202082,"Larry Owens"
202083,"Wesley Matthews"
202087,"Alonzo Gee"
202091,"Dionte Christmas"
202130,"Reggie Williams"
202148,"Mickell Gladness"
202178,"Sundiata Gaines"
202197,"Shane Edwards"
202227,"Terrel Harris"
202322,"John Wall"
202323,"Evan Turner"
202324,"Derrick Favors"
202325,"Wesley Johnson"
202326,"DeMarcus Cousins"
202327,"Ekpe Udoh"
202328,"Greg Monroe"
202329,"Al-Farouq Aminu"
202330,"Gordon Hayward"
202331,"Paul George"
202332,"Cole Aldrich"
202333,"Xavier Henry"
202334,"Ed Davis"
202335,"Patrick Patterson"
202336,"Larry Sanders"
202337,"Luke Babbitt"
202338,"Kevin Seraphin"
202339,"Eric Bledsoe"
202340,"Avery Bradley"
202341,"James Anderson"
202342,"Craig Brackins"
202343,"Elliot Williams"
202344,"Trevor Booker"
202345,"Damion James"
202346,"Dominique Jones"
202347,"Quincy Pondexter"
202348,"Jordan Crawford"
202349,"Greivis Vasquez"
202350,"Daniel Orton"
202351,"Lazar Hayward"
202353,"Tibor Pleiss"
202354,"Dexter Pittman"
202355,"Hassan Whiteside"
202356,"Armon Johnson"
202357,"Nemanja Bjelica"
202359,"Darington Hobson"
202361,"Landry Fields"
202362,"Lance Stephenson"
202363,"Jarvis Varnado"
202365,"Devin Ebanks"
202366,"Jerome Jordan"
202374,"Solomon Alabi"
202376,"Luke Harangody"
202379,"Jeremy Evans"
202380,"Hamady Ndiaye"
202385,"Ryan Reid"
202386,"Ben Uzoh"
202388,"Donald Sloan"
202389,"Timofey Mozgov"
202390,"Gary Neal"
202391,"Jeremy Lin"
202396,"Samardo Samuels"
202397,"Ish Smith"
202399,"Jeff Adrien"
202406,"Jerome Dyson"
202407,"Elijah Millsap"
202412,"Manny Harris"
202419,"Chris Johnson"
202458,"Justin Dentmon"
202498,"Lance Thomas"
202536,"Jerry Smith"
202545,"Luke Zeller"
202620,"Arinze Onuaku"
202622,"Courtney Fortson"
202681,"Kyrie Irving"
202682,"Derrick Williams"
202683,"Enes Kanter"
202684,"Tristan Thompson"
202685,"Jonas Valanciunas"
202686,"Jan Vesely"
202687,"Bismack Biyombo"
202688,"Brandon Knight"
202689,"Kemba Walker"
202690,"Jimmer Fredette"
202691,"Klay Thompson"
202692,"Alec Burks"
202693,"Markieff Morris"
202694,"Marcus Morris"
202695,"Kawhi Leonard"
202696,"Nikola Vucevic"
202697,"Iman Shumpert"
202698,"Chris Singleton"
202699,"Tobias Harris"
202700,"Donatas Motiejunas"
202701,"Nolan Smith"
202702,"Kenneth Faried"
202703,"Nikola Mirotic"
202704,"Reggie Jackson"
202705,"MarShon Brooks"
202706,"Jordan Hamilton"
202707,"JaJuan Johnson"
202708,"Norris Cole"
202709,"Cory Joseph"
202710,"Jimmy Butler"
202711,"Bojan Bogdanovic"
202712,"Justin Harper"
202713,"Kyle Singler"
202714,"Shelvin Mack"
202715,"Tyler Honeycutt"
202716,"Jordan Williams"
202717,"Trey Thompkins"
202718,"Chandler Parsons"
202719,"Jeremy Tyler"
202720,"Jon Leuer"
202721,"Darius Morris"
202722,"Davis Bertans"
202723,"Malcolm Lee"
202724,"Charles Jenkins"
202725,"Josh Harrellson"
202726,"Andrew Goudelock"
202727,"Travis Leslie"
202728,"Keith Benson"
202729,"Josh Selby"
202730,"Lavoy Allen"
202731,"Vernon Macklin"
202732,"DeAndre Liggins"
202734,"ETwaun Moore"
202738,"Isaiah Thomas"
202775,"Edwin Ubiles"
202779,"Dwight Buycks"
202809,"Cory Higgins"
202810,"D.J. Kennedy"
202814,"Mychel Thompson"
202862,"Dennis Horner"
202874,"Chris Wright"
202880,"Jeff Foote"
202918,"Xavier Silas"
202933,"Julyan Stone"
202951,"Jeremy Pargo"
202952,"Malcolm Thomas"
202954,"Brad Wanamaker"
202962,"Greg Smith"
202970,"Gustavo Ayon"
2030,"Kenyon Martin"
203006,"Josh Akognon"
203076,"Anthony Davis"
203077,"Michael Kidd-Gilchrist"
203078,"Bradley Beal"
203079,"Dion Waiters"
203080,"Thomas Robinson"
203081,"Damian Lillard"
203082,"Terrence Ross"
203083,"Andre Drummond"
203084,"Harrison Barnes"
203085,"Austin Rivers"
203086,"Meyers Leonard"
203087,"Jeremy Lamb"
203088,"Kendall Marshall"
203089,"John Henson"
203090,"Maurice Harkless"
203091,"Royce White"
203092,"Tyler Zeller"
203093,"Terrence Jones"
203094,"Andrew Nicholson"
203095,"Evan Fournier"
203096,"Jared Sullinger"
203097,"Fab Melo"
203098,"John Jenkins"
203099,"Jared Cunningham"
203100,"Tony Wroten"
203101,"Miles Plumlee"
203102,"Arnett Moultrie"
203103,"Perry Jones III"
203104,"Marquis Teague"
203105,"Festus Ezeli"
203106,"Jeffery Taylor"
203107,"Tomas Satoransky"
203108,"Bernard James"
203109,"Jae Crowder"
203110,"Draymond Green"
203111,"Orlando Johnson"
203112,"Quincy Acy"
203113,"Quincy Miller"
203114,"Khris Middleton"
203115,"Will Barton"
203116,"Tyshawn Taylor"
203117,"Doron Lamb"
203118,"Mike Scott"
203119,"Kim English"
203120,"Justin Hamilton"
203121,"Darius Miller"
203122,"Kevin Murphy"
203123,"Kostas Papanikolaou"
203124,"Kyle OQuinn"
203126,"Kris Joseph"
203128,"Furkan Aldemir"
203129,"Tornike Shengelia"
203130,"Darius Johnson-Odom"
203133,"Robbie Hummel"
203135,"Robert Sacre"
203136,"Ognjen Kuzmic"
203138,"Hollis Thompson"
203139,"Viacheslav Kravtsov"
203141,"Mirza Teletovic"
203142,"Chris Copeland"
203143,"Pablo Prigioni"
203144,"Alexey Shved"
203145,"Kent Bazemore"
203146,"Maalik Wayns"
203147,"Chris Smith"
203148,"Brian Roberts"
203156,"Henry Sims"
203158,"Kevin Jones"
203159,"Scott Machado"
203162,"Ben Hansbrough"
203183,"Tony Mitchell"
203186,"Willie Reed"
203187,"Chris Johnson"
203197,"Diante Garrett"
203199,"DeQuan Jones"
203200,"Justin Holiday"
203203,"Chris Wright"
203210,"JaMychal Green"
203263,"James Nunnally"
203268,"Jorge Gutierrez"
203315,"Toure Murry"
203317,"Tim Ohlbrecht"
203318,"Glen Rice"
203382,"Aron Baynes"
2034,"Mike Miller"
203457,"Nerlens Noel"
203458,"Alex Len"
203459,"Allen Crabbe"
203460,"Andre Roberson"
203461,"Anthony Bennett"
203462,"Archie Goodwin"
203463,"Ben McLemore"
203464,"Brandon Paul"
203467,"Carrick Felix"
203468,"CJ McCollum"
203469,"Cody Zeller"
203471,"Dennis Schroder"
203473,"Dewayne Dedmon"
203474,"DJ Stephens"
203475,"Erick Green"
203476,"Gorgui Dieng"
203477,"Isaiah Canaan"
203479,"Jamaal Franklin"
203480,"James Southerland"
203481,"Jeff Withey"
203482,"Kelly Olynyk"
203484,"Kentavious Caldwell-Pope"
203485,"Lorenzo Brown"
203486,"Mason Plumlee"
203487,"Michael Carter-Williams"
203488,"Mike Muscala"
203489,"Nate Wolters"
203490,"Otto Porter Jr."
203491,"Peyton Siva"
203492,"Ray McCallum"
203493,"Reggie Bullock"
203495,"Ricky Ledo"
203496,"Robert Covington"
203497,"Rudy Gobert"
203498,"Shabazz Muhammad"
203499,"Shane Larkin"
203500,"Steven Adams"
203501,"Tim Hardaway Jr."
203502,"Tony Mitchell"
203503,"Tony Snell"
203504,"Trey Burke"
203505,"Vander Blue"
203506,"Victor Oladipo"
203507,"Giannis Antetokounmpo"
203508,"Sergey Karasev"
203510,"Pierre Jackson"
203511,"Grant Jerrett"
203512,"Lucas Nogueira"
203513,"Erik Murphy"
203515,"Phil Pressey"
203516,"James Ennis III"
203517,"Nemanja Nedovic"
203518,"Alex Abrines"
203519,"Adonis Thomas"
203521,"Matthew Dellavedova"
203524,"Solomon Hill"
203526,"Raul Neto"
203527,"Ryan Kelly"
203530,"Joffrey Lauvergne"
203539,"Gal Mekel"
203540,"Gigi Datome"
203543,"Vitor Faverani"
203544,"Pero Antic"
203545,"Miroslav Raduljica"
203546,"Ian Clark"
203548,"Elias Harris"
203552,"Seth Curry"
203561,"Brandon Davies"
203564,"Kalin Lucas"
203565,"Patrick Christopher"
203569,"Chris Babb"
203580,"Larry Drew II"
203584,"Troy Daniels"
203585,"Rodney McGruder"
203590,"Trey McKinney-Jones"
203613,"Jonathon Simmons"
203648,"Thanasis Antetokounmpo"
203687,"Reggie Hearn"
2037,"Jamal Crawford"
203705,"Josh Magette"
203710,"C.J. Williams"
203798,"PJ Hairston"
2038,"Joel Przybilla"
203805,"Will Cherry"
203810,"Casper Ware"
203816,"Scotty Hopson"
203893,"Russ Smith"
203894,"Shabazz Napier"
203895,"Jordan McRae"
203897,"Zach LaVine"
203898,"Tyler Ennis"
2039,"Keyon Dooling"
203900,"Markel Brown"
203901,"Elfrid Payton"
203902,"Semaj Christon"
203903,"Jordan Clarkson"
203906,"Devyn Marble"
203909,"KJ McDaniels"
203910,"Nick Johnson"
203912,"CJ Wilcox"
203913,"Jabari Brown"
203914,"Gary Harris"
203915,"Spencer Dinwiddie"
203917,"Nik Stauskas"
203918,"Rodney Hood"
203919,"Jordan Adams"
203920,"Khem Birch"
203921,"Cleanthony Early"
203922,"Glenn Robinson III"
203923,"James Young"
203924,"Jerami Grant"
203925,"Joe Harris"
203926,"Doug McDermott"
203928,"Cory Jefferson"
203930,"Sean Kilpatrick"
203932,"Aaron Gordon"
203933,"T.J. Warren"
203934,"Lamar Patterson"
203935,"Marcus Smart"
203937,"Kyle Anderson"
203939,"Dwight Powell"
203940,"Adreian Payne"
203942,"Patric Young"
203943,"Noah Vonleh"
203944,"Julius Randle"
203945,"Alex Kirk"
203946,"Cameron Bairstow"
203948,"Johnny OBryant III"
203949,"James Michael McAdoo"
203950,"Jarnell Stokes"
203951,"Keith Appling"
203952,"Andrew Wiggins"
203953,"Jabari Parker"
203954,"Joel Embiid"
203955,"Bryce Cotton"
203956,"Mitch McGary"
203957,"Dante Exum"
203958,"Andre Dawkins"
203960,"JaKarr Sampson"
203961,"Eric Moreland"
203962,"Josh Huestis"
203963,"Shayne Whittington"
203966,"Jamil Wilson"
203967,"Dario Saric"
203968,"Jerrelle Benimon"
203991,"Clint Capela"
203992,"Bogdan Bogdanovic"
203994,"Jusuf Nurkic"
203996,"Damien Inglis"
203998,"Bruno Caboclo"
203999,"Nikola Jokic"
204001,"Kristaps Porzingis"
