,playerId,playerName,RAPM,RAPM_Rank,RAPM__Def,RAPM__Def_Rank,RAPM__Off,RAPM__Off_Rank,AdjustedPossessions
0,101107,Marvin Williams,0.4,132.0,-0.53,392.0,0.92,41.0,3
1,101108,Chris Paul,1.04,58.0,0.1,195.0,0.94,38.0,3
2,101133,Ian Mahinmi,0.28,154.0,0.05,216.0,0.23,156.0,3
3,101139,CJ Miles,-0.16,286.0,-0.43,377.0,0.28,140.0,3
4,101141,Ersan Ilyasova,1.14,46.0,0.39,104.0,0.74,57.0,3
5,101150,Lou Williams,0.55,106.0,0.0,246.0,0.55,81.0,3
6,1626143,Jahlil Okafor,-0.93,411.0,-0.69,419.0,-0.24,322.0,3
7,1626144,Emmanuel Mudiay,-0.64,379.0,0.09,200.0,-0.73,410.0,3
8,1626145,Tyus Jones,-0.49,349.0,-0.62,409.0,0.13,180.0,3
9,1626149,Montrezl Harrell,1.91,16.0,0.86,40.0,1.06,28.0,3
10,1626153,Delon Wright,0.6,99.0,0.47,92.0,0.13,184.0,3
11,1626156,DAngelo Russell,-1.15,429.0,-0.7,420.0,-0.45,376.0,3
12,1626157,Karl-Anthony Towns,0.57,104.0,-1.26,459.0,1.83,4.0,3
13,1626158,Richaun Holmes,1.25,39.0,0.35,113.0,0.89,44.0,3
14,1626159,Justise Winslow,0.66,90.0,0.87,38.0,-0.2,309.0,3
15,1626161,Willie Cauley-Stein,-0.09,258.0,0.43,100.0,-0.52,384.0,3
16,1626162,Kelly Oubre Jr.,-0.93,409.0,-0.93,437.0,0.01,218.0,3
17,1626163,Frank Kaminsky,-0.61,372.0,-0.49,384.0,-0.11,271.0,3
18,1626164,Devin Booker,-0.07,251.0,-1.51,468.0,1.44,10.0,3
19,1626167,Myles Turner,0.09,193.0,0.09,198.0,0.0,220.0,3
20,1626168,Trey Lyles,-0.15,283.0,-0.42,373.0,0.27,145.0,3
21,1626169,Stanley Johnson,-0.08,253.0,0.14,178.0,-0.22,316.0,3
22,1626171,Bobby Portis,-1.15,430.0,-0.68,415.0,-0.47,380.0,3
23,1626172,Kevon Looney,-1.17,431.0,-0.16,312.0,-1.01,447.0,3
24,1626174,Christian Wood,2.03,12.0,0.88,36.0,1.15,20.0,3
25,1626178,Rondae Hollis-Jefferson,0.75,79.0,0.42,101.0,0.33,127.0,3
26,1626179,Terry Rozier,-1.97,466.0,-1.01,443.0,-0.96,443.0,3
