,playerId,playerName,RAPM,RAPM_Rank,RAPM__Def,RAPM__Def_Rank,RAPM__Off,RAPM__Off_Rank,RAPM__intercept
305,203124,Kyle OQuinn,-1.06,422.0,-0.94,440.0,-0.12,283.0,110.2
306,203145,Kent Bazemore,-0.67,383.0,0.17,174.0,-0.84,431.0,110.2
307,203200,Justin Holiday,0.26,152.0,0.35,120.0,-0.1,271.0,110.2
308,203210,JaMychal Green,0.58,100.0,0.53,85.0,0.05,209.0,110.2
309,203382,Aron Baynes,-0.01,231.0,-0.61,400.0,0.6,71.0,110.2
310,203457,Nerlens Noel,-0.35,332.0,-0.18,323.0,-0.17,298.0,110.2
311,203458,Alex Len,-1.29,441.0,-0.68,406.0,-0.61,400.0,110.2
312,203459,Allen Crabbe,-1.67,461.0,-0.78,427.0,-0.89,436.0,110.2
313,203463,Ben McLemore,2.32,7.0,-0.09,290.0,2.41,1.0,110.2
314,203468,CJ McCollum,1.09,46.0,-0.16,315.0,1.25,17.0,110.2
315,203469,Cody Zeller,-1.63,457.0,-1.24,458.0,-0.4,358.0,110.2
316,203471,Dennis Schroder,1.41,30.0,1.39,8.0,0.02,220.0,110.2
317,203473,Dewayne Dedmon,-0.74,392.0,0.05,220.0,-0.79,428.0,110.2
318,203476,Gorgui Dieng,-1.23,436.0,0.65,65.0,-1.87,473.0,110.2
319,203482,Kelly Olynyk,-0.08,261.0,-0.09,287.0,0.01,224.0,110.2
320,203484,Kentavious Caldwell-Pope,0.63,94.0,-0.34,352.0,0.97,31.0,110.2
321,203486,Mason Plumlee,0.24,155.0,0.63,67.0,-0.39,357.0,110.2
322,203487,Michael Carter-Williams,0.1,184.0,-0.14,305.0,0.25,147.0,110.2
323,203488,Mike Muscala,-0.14,282.0,0.64,66.0,-0.78,423.0,110.2
324,203490,Otto Porter Jr.,0.14,176.0,-0.21,327.0,0.36,115.0,110.2
325,203496,Robert Covington,-0.54,363.0,-0.71,413.0,0.16,171.0,110.2
326,203497,Rudy Gobert,1.07,50.0,0.79,43.0,0.27,136.0,110.2
327,203500,Steven Adams,0.51,111.0,0.11,191.0,0.4,109.0,110.2
328,203501,Tim Hardaway Jr.,1.2,41.0,0.11,195.0,1.09,24.0,110.2
329,203503,Tony Snell,-1.55,450.0,-1.03,445.0,-0.51,382.0,110.2
330,203504,Trey Burke,0.75,82.0,0.3,131.0,0.44,99.0,110.2
331,203507,Giannis Antetokounmpo,2.83,3.0,1.73,2.0,1.11,22.0,110.2
332,203516,James Ennis III,0.48,115.0,-0.53,391.0,1.02,27.0,110.2
333,203521,Matthew Dellavedova,0.11,181.0,0.58,79.0,-0.47,376.0,110.2
334,203524,Solomon Hill,0.12,180.0,-0.71,415.0,0.83,47.0,110.2
335,203526,Raul Neto,-0.14,284.0,0.48,91.0,-0.62,403.0,110.2
336,203552,Seth Curry,0.64,93.0,0.1,198.0,0.54,80.0,110.2
337,203584,Troy Daniels,0.09,187.0,0.17,173.0,-0.08,255.0,110.2
338,203585,Rodney McGruder,0.61,97.0,-0.17,318.0,0.78,52.0,110.2
339,203648,Thanasis Antetokounmpo,-0.24,309.0,-0.28,340.0,0.04,213.0,110.2
340,203705,Josh Magette,-0.09,263.0,-0.01,246.0,-0.08,262.0,110.2
341,203894,Shabazz Napier,-0.49,355.0,0.6,76.0,-1.09,455.0,110.2
342,203895,Jordan McRae,-0.21,299.0,-0.3,347.0,0.09,195.0,110.2
343,203897,Zach LaVine,-1.17,430.0,-0.54,394.0,-0.63,404.0,110.2
344,203901,Elfrid Payton,0.29,150.0,0.07,210.0,0.22,155.0,110.2
345,203903,Jordan Clarkson,-0.56,366.0,-0.92,437.0,0.36,114.0,110.2
346,203914,Gary Harris,0.96,59.0,0.54,83.0,0.42,105.0,110.2
347,203915,Spencer Dinwiddie,0.43,127.0,-0.43,371.0,0.87,39.0,110.2
348,203918,Rodney Hood,0.37,135.0,-0.29,343.0,0.66,63.0,110.2
349,203920,Khem Birch,-1.61,456.0,-0.33,350.0,-1.28,465.0,110.2
350,203922,Glenn Robinson III,-1.89,466.0,-1.25,460.0,-0.64,408.0,110.2
351,203924,Jerami Grant,-1.21,434.0,-0.7,412.0,-0.51,381.0,110.2
352,203925,Joe Harris,0.18,162.0,0.08,208.0,0.1,193.0,110.2
353,203926,Doug McDermott,0.01,216.0,0.24,146.0,-0.22,318.0,110.2
354,203932,Aaron Gordon,-0.47,352.0,-0.14,303.0,-0.33,345.0,110.2
355,203933,T.J. Warren,0.5,113.0,0.63,68.0,-0.13,288.0,110.2
356,203935,Marcus Smart,0.29,149.0,0.83,39.0,-0.53,383.0,110.2
357,203937,Kyle Anderson,-1.13,426.0,-0.72,418.0,-0.41,362.0,110.2
358,203939,Dwight Powell,1.86,18.0,0.43,102.0,1.43,12.0,110.2
359,203943,Noah Vonleh,-0.37,338.0,0.65,64.0,-1.02,452.0,110.2
360,203944,Julius Randle,-0.21,301.0,0.54,84.0,-0.75,418.0,110.2
361,203952,Andrew Wiggins,-0.1,267.0,-0.56,396.0,0.47,94.0,110.2
362,203953,Jabari Parker,-0.07,255.0,-1.51,469.0,1.44,10.0,110.2
363,203954,Joel Embiid,1.27,35.0,1.36,9.0,-0.09,266.0,110.2
364,203957,Dante Exum,-0.55,364.0,0.37,116.0,-0.92,442.0,110.2
365,203960,JaKarr Sampson,-0.3,322.0,-0.07,276.0,-0.22,317.0,110.2
366,203967,Dario Saric,0.16,168.0,0.05,221.0,0.11,185.0,110.2
367,203991,Clint Capela,0.56,104.0,0.39,111.0,0.17,169.0,110.2
368,203992,Bogdan Bogdanovic,-0.51,357.0,-0.18,324.0,-0.33,346.0,110.2
369,203998,Bruno Caboclo,-0.02,232.0,0.41,108.0,-0.43,368.0,110.2
370,203999,Nikola Jokic,1.35,33.0,0.66,60.0,0.69,57.0,110.2
371,204001,Kristaps Porzingis,1.01,56.0,0.34,123.0,0.67,61.0,110.2
372,204020,Tyler Johnson,-1.2,432.0,-0.01,251.0,-1.19,462.0,110.2
373,204025,Tim Frazier,-0.23,306.0,-0.02,257.0,-0.21,314.0,110.2
374,204038,Langston Galloway,-0.26,312.0,-1.35,463.0,1.1,23.0,110.2
375,204060,Joe Ingles,0.57,101.0,0.92,31.0,-0.35,349.0,110.2
376,204456,T.J. McConnell,-0.01,226.0,0.24,145.0,-0.25,327.0,110.2
377,2199,Tyson Chandler,0.34,137.0,0.18,168.0,0.16,170.0,110.2
378,2544,LeBron James,2.45,5.0,1.17,17.0,1.27,15.0,110.2
379,2546,Carmelo Anthony,0.76,78.0,0.38,114.0,0.38,111.0,110.2
380,2594,Kyle Korver,0.2,159.0,-0.05,271.0,0.25,144.0,110.2
381,2617,Udonis Haslem,-0.08,256.0,-0.08,281.0,0.0,225.0,110.2
382,2730,Dwight Howard,0.49,114.0,-0.08,284.0,0.57,77.0,110.2
383,2772,Trevor Ariza,-1.29,440.0,0.03,228.0,-1.32,466.0,110.2
