,playerId,playerName,RAPM,RAPM_Rank,RAPM__Def,RAPM__Def_Rank,RAPM__Off,RAPM__Off_Rank
0,101107,Marvin Williams,-0.17,293.0,-0.96,439.0,0.79,52.0
1,101108,Chris Paul,0.83,73.0,-0.1,297.0,0.93,36.0
2,101133,Ian Mahinmi,0.17,161.0,0.03,232.0,0.14,174.0
3,101139,CJ Miles,-0.07,252.0,-0.34,355.0,0.27,134.0
4,101141,Ersan Ilyasova,1.09,50.0,0.26,142.0,0.83,46.0
5,101150,Lou Williams,0.61,99.0,0.1,199.0,0.51,86.0
6,1626143,Jahlil Okafor,-0.8,395.0,-0.59,399.0,-0.21,312.0
7,1626144,Emmanuel Mudiay,-0.48,355.0,0.11,193.0,-0.59,397.0
8,1626145,Tyus Jones,-0.78,390.0,-0.83,433.0,0.06,203.0
9,1626149,Montrezl Harrell,2.26,11.0,1.06,23.0,1.2,19.0
10,1626153,Delon Wright,0.74,85.0,0.27,140.0,0.47,96.0
11,1626156,DAngelo Russell,-1.17,430.0,-0.76,424.0,-0.41,362.0
12,1626157,Karl-Anthony Towns,0.61,97.0,-1.24,459.0,1.85,4.0
13,1626158,Richaun Holmes,1.11,47.0,0.21,154.0,0.9,38.0
14,1626159,Justise Winslow,0.8,76.0,0.93,30.0,-0.12,283.0
15,1626161,Willie Cauley-Stein,-0.37,336.0,0.29,133.0,-0.66,411.0
16,1626162,Kelly Oubre Jr.,-0.45,347.0,-0.63,403.0,0.19,162.0
17,1626163,Frank Kaminsky,-0.83,396.0,-0.39,364.0,-0.43,368.0
18,1626164,Devin Booker,-0.09,264.0,-1.48,468.0,1.39,12.0
19,1626167,Myles Turner,0.04,201.0,0.12,188.0,-0.08,255.0
20,1626168,Trey Lyles,-0.15,285.0,-0.51,387.0,0.35,116.0
21,1626169,Stanley Johnson,-0.08,257.0,0.13,184.0,-0.2,311.0
22,1626171,Bobby Portis,-1.36,444.0,-0.74,421.0,-0.62,403.0
23,1626172,Kevon Looney,-0.99,413.0,-0.11,300.0,-0.88,435.0
24,1626174,Christian Wood,1.74,21.0,0.71,48.0,1.02,27.0
25,1626178,Rondae Hollis-Jefferson,0.32,141.0,0.21,157.0,0.11,180.0
26,1626179,Terry Rozier,-2.02,468.0,-0.96,441.0,-1.06,454.0
27,1626181,Norman Powell,-0.07,256.0,0.53,88.0,-0.6,400.0
28,1626188,Quinn Cook,0.66,93.0,0.2,162.0,0.46,98.0
29,1626192,Pat Connaughton,0.71,87.0,0.02,236.0,0.69,57.0
30,1626195,Willy Hernangomez,-0.61,376.0,-0.3,347.0,-0.3,339.0
31,1626196,Josh Richardson,0.68,90.0,0.55,85.0,0.13,178.0
32,1626203,Treveon Graham,-1.22,433.0,-0.08,280.0,-1.14,456.0
33,1626204,Larry Nance Jr.,-0.78,391.0,-0.51,388.0,-0.26,332.0
34,1626209,Mario Hezonja,-0.7,385.0,0.07,212.0,-0.77,421.0
35,1626220,Royce ONeale,1.59,23.0,1.01,25.0,0.58,74.0
36,1626224,Cedi Osman,0.04,203.0,0.16,174.0,-0.12,282.0
37,1626246,Boban Marjanovic,0.99,58.0,0.14,179.0,0.85,45.0
38,1626259,Malcolm Miller,0.75,83.0,0.25,144.0,0.5,89.0
39,1627732,Ben Simmons,0.77,81.0,0.23,150.0,0.54,81.0
40,1627733,Dragan Bender,0.32,142.0,0.06,217.0,0.26,138.0
41,1627734,Domantas Sabonis,1.63,22.0,1.14,20.0,0.49,90.0
42,1627736,Malik Beasley,0.25,152.0,-0.12,302.0,0.37,113.0
43,1627737,Marquese Chriss,-1.06,419.0,-0.78,429.0,-0.28,336.0
44,1627739,Kris Dunn,0.15,167.0,1.3,10.0,-1.14,457.0
45,1627740,Henry Ellenson,0.2,157.0,0.27,137.0,-0.08,257.0
46,1627741,Buddy Hield,-0.45,348.0,-0.65,406.0,0.21,158.0
47,1627742,Brandon Ingram,-0.41,343.0,-0.75,422.0,0.33,122.0
48,1627745,Damian Jones,-1.55,454.0,-1.24,460.0,-0.31,342.0
49,1627746,Skal Labissiere,0.71,88.0,0.21,159.0,0.5,87.0
50,1627747,Caris LeVert,0.09,186.0,-0.14,309.0,0.23,147.0
51,1627748,Thon Maker,-0.91,407.0,-1.0,444.0,0.09,192.0
52,1627749,Dejounte Murray,-0.38,339.0,-0.52,389.0,0.14,175.0
53,1627750,Jamal Murray,1.2,43.0,0.57,81.0,0.63,68.0
54,1627751,Jakob Poeltl,1.27,37.0,-0.02,256.0,1.28,15.0
55,1627752,Taurean Prince,0.83,74.0,0.18,166.0,0.64,67.0
56,1627756,Denzel Valentine,0.38,131.0,0.92,32.0,-0.54,385.0
57,1627759,Jaylen Brown,2.1,13.0,0.64,63.0,1.45,9.0
58,1627761,DeAndre Bembry,-2.11,470.0,-0.53,393.0,-1.58,471.0
59,1627763,Malcolm Brogdon,0.46,120.0,0.12,191.0,0.35,118.0
60,1627767,Cheick Diallo,-0.02,229.0,-0.27,336.0,0.25,142.0
61,1627774,Jake Layman,0.61,100.0,0.83,37.0,-0.22,315.0
62,1627775,Patrick McCaw,-0.92,408.0,-0.01,252.0,-0.9,439.0
63,1627777,Georges Niang,-1.94,467.0,-0.75,423.0,-1.18,463.0
64,1627780,Gary Payton II,0.03,207.0,-0.01,245.0,0.03,213.0
65,1627783,Pascal Siakam,1.87,17.0,0.97,26.0,0.89,39.0
66,1627788,Furkan Korkmaz,0.95,64.0,0.65,61.0,0.3,132.0
67,1627789,Timothe Luwawu-Cabarrot,-0.33,328.0,0.62,69.0,-0.95,448.0
68,1627790,Ante Zizic,-0.07,254.0,-0.47,379.0,0.4,108.0
69,1627812,Yogi Ferrell,-0.27,319.0,0.27,138.0,-0.54,386.0
70,1627814,Damion Lee,0.67,92.0,0.43,106.0,0.24,145.0
71,1627820,Tyrone Wallace,-0.19,296.0,0.25,146.0,-0.44,371.0
72,1627823,Juancho Hernangomez,0.39,129.0,0.58,79.0,-0.2,306.0
73,1627826,Ivica Zubac,0.47,118.0,0.71,49.0,-0.24,322.0
74,1627827,Dorian Finney-Smith,1.34,35.0,-0.14,307.0,1.48,8.0
75,1627832,Fred VanVleet,0.54,104.0,0.53,89.0,0.01,222.0
76,1627846,Abdel Nader,-0.47,354.0,0.33,127.0,-0.81,429.0
77,1627853,Ryan Arcidiacono,-0.0,222.0,0.65,59.0,-0.66,412.0
78,1627854,Bryn Forbes,-1.4,446.0,-0.85,434.0,-0.55,387.0
79,1627863,Danuel House Jr.,0.96,62.0,0.18,170.0,0.78,54.0
80,1627884,Derrick Jones Jr.,0.03,206.0,-0.44,375.0,0.47,92.0
81,1627885,Shaquille Harrison,0.8,77.0,0.77,44.0,0.03,215.0
82,1627936,Alex Caruso,1.92,16.0,1.6,6.0,0.32,127.0
83,1627982,Josh Gray,-0.15,284.0,0.12,187.0,-0.27,334.0
84,1628021,David Nwaba,0.8,78.0,0.96,28.0,-0.16,295.0
85,1628035,Alfonzo McKinnie,-0.17,294.0,-0.77,427.0,0.6,72.0
86,1628365,Markelle Fultz,0.02,212.0,0.12,189.0,-0.1,269.0
87,1628366,Lonzo Ball,-0.63,377.0,-0.14,306.0,-0.49,379.0
88,1628368,DeAaron Fox,-0.66,381.0,-1.03,446.0,0.38,112.0
89,1628369,Jayson Tatum,1.39,32.0,0.77,45.0,0.62,70.0
90,1628370,Malik Monk,-0.61,375.0,0.1,203.0,-0.7,418.0
91,1628371,Jonathan Isaac,0.94,66.0,1.02,24.0,-0.09,263.0
92,1628372,Dennis Smith Jr.,-1.58,457.0,-0.67,407.0,-0.91,440.0
93,1628373,Frank Ntilikina,-0.24,310.0,-0.08,282.0,-0.16,294.0
94,1628374,Lauri Markkanen,-0.66,382.0,0.2,163.0,-0.86,434.0
95,1628378,Donovan Mitchell,0.68,91.0,-0.28,344.0,0.96,33.0
96,1628379,Luke Kennard,0.08,189.0,-0.44,374.0,0.51,84.0
97,1628380,Zach Collins,0.44,124.0,0.2,160.0,0.24,146.0
98,1628381,John Collins,-0.34,331.0,0.6,77.0,-0.94,443.0
99,1628382,Justin Jackson,0.11,178.0,-0.53,392.0,0.64,66.0
100,1628383,Justin Patton,-0.05,244.0,-0.07,278.0,0.03,216.0
101,1628384,OG Anunoby,1.26,38.0,0.79,41.0,0.47,95.0
102,1628385,Harry Giles III,-0.23,308.0,0.09,208.0,-0.32,345.0
103,1628386,Jarrett Allen,0.45,123.0,-0.04,265.0,0.48,91.0
104,1628388,TJ Leaf,0.06,194.0,0.57,82.0,-0.5,381.0
105,1628389,Bam Adebayo,1.24,40.0,0.67,55.0,0.57,78.0
106,1628390,Terrance Ferguson,-0.87,402.0,-0.69,411.0,-0.18,301.0
107,1628391,D.J. Wilson,-0.54,362.0,-0.43,369.0,-0.11,273.0
108,1628392,Isaiah Hartenstein,0.3,146.0,-0.01,249.0,0.32,130.0
109,1628395,Jordan Bell,-0.0,224.0,-0.51,385.0,0.5,88.0
110,1628396,Tony Bradley,-0.42,344.0,-0.16,316.0,-0.26,330.0
111,1628398,Kyle Kuzma,0.94,67.0,0.47,100.0,0.47,93.0
112,1628400,Semi Ojeleye,-0.06,250.0,0.49,92.0,-0.55,388.0
113,1628401,Derrick White,-0.56,366.0,0.13,186.0,-0.69,416.0
114,1628402,Frank Jackson,-1.08,421.0,-1.28,462.0,0.2,159.0
115,1628403,Caleb Swanigan,0.1,183.0,0.21,156.0,-0.11,276.0
116,1628404,Josh Hart,-0.1,265.0,0.37,119.0,-0.46,376.0
117,1628405,Johnathan Motley,-0.0,220.0,-0.06,272.0,0.06,201.0
118,1628407,Dwayne Bacon,-1.04,417.0,0.0,244.0,-1.04,453.0
119,1628410,Edmond Sumner,-0.65,380.0,-0.23,333.0,-0.42,364.0
120,1628411,Wes Iwundu,0.32,143.0,0.43,105.0,-0.11,274.0
121,1628412,Frank Mason,0.32,140.0,0.18,169.0,0.15,172.0
122,1628413,Jonah Bolden,-0.19,299.0,-0.13,304.0,-0.07,249.0
123,1628415,Dillon Brooks,-1.14,428.0,-0.37,360.0,-0.78,424.0
124,1628418,Thomas Bryant,-1.31,441.0,-1.13,453.0,-0.18,302.0
125,1628420,Monte Morris,-0.2,300.0,0.15,177.0,-0.35,349.0
126,1628422,Damyean Dotson,-0.26,315.0,-0.28,339.0,0.02,218.0
127,1628425,Sterling Brown,0.73,86.0,0.83,36.0,-0.1,271.0
128,1628436,Luke Kornet,-0.54,361.0,-0.34,354.0,-0.2,308.0
129,1628443,Kadeem Allen,-0.14,278.0,-0.06,270.0,-0.08,258.0
130,1628449,Chris Boucher,0.88,71.0,0.2,161.0,0.67,59.0
131,1628464,Daniel Theis,0.96,63.0,0.48,94.0,0.47,94.0
132,1628467,Maxi Kleber,0.94,65.0,0.78,42.0,0.16,169.0
133,1628470,Torrey Craig,-0.34,333.0,-0.15,310.0,-0.2,309.0
134,1628476,Derrick Walton Jr.,0.29,147.0,0.18,167.0,0.11,181.0
135,1628513,Naz Mitrou-Long,0.4,128.0,0.39,115.0,0.01,221.0
136,1628518,Amile Jefferson,0.04,204.0,0.06,214.0,-0.03,232.0
137,1628960,Grayson Allen,-0.17,291.0,0.42,109.0,-0.59,396.0
138,1628961,Kostas Antetokounmpo,0.05,198.0,0.03,233.0,0.03,214.0
139,1628963,Marvin Bagley III,-0.97,411.0,-0.34,356.0,-0.63,404.0
140,1628964,Mo Bamba,0.51,107.0,0.47,96.0,0.04,210.0
141,1628966,Keita Bates-Diop,-1.53,452.0,-0.37,359.0,-1.17,460.0
142,1628969,Mikal Bridges,0.5,110.0,0.7,51.0,-0.2,310.0
143,1628970,Miles Bridges,-3.43,473.0,-1.91,471.0,-1.52,470.0
144,1628971,Bruce Brown,0.17,160.0,0.39,117.0,-0.22,314.0
145,1628972,Troy Brown Jr.,-0.05,245.0,-0.16,314.0,0.11,182.0
146,1628973,Jalen Brunson,1.4,31.0,0.77,43.0,0.62,69.0
147,1628975,Jevon Carter,0.38,130.0,0.64,66.0,-0.26,331.0
148,1628976,Wendell Carter Jr.,0.47,117.0,0.66,58.0,-0.18,304.0
149,1628977,Hamidou Diallo,0.43,127.0,0.73,46.0,-0.3,338.0
150,1628978,Donte DiVincenzo,3.16,1.0,2.24,1.0,0.92,37.0
151,1628980,Jacob Evans,-0.21,303.0,-0.16,313.0,-0.06,245.0
152,1628982,Melvin Frazier Jr.,-0.13,275.0,0.02,237.0,-0.15,293.0
