PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,SEASON,SEASON_TYPE
1628410,"Edmond Sumner",1610612754,IND,23,9,3,6,0.333,142.83,18,41,0.439,4,14,0.286,4,7,0.571,6,9,15,18,6,7,4,4,16,9,44,-38,116,0,0,2019-20,"Regular Season"
1628411,"Wes Iwundu",1610612753,ORL,25,17,8,9,0.471,232.747,16,55,0.291,1,13,0.077,17,20,0.85,8,25,33,16,7,9,4,6,16,11,50,8,145.6,0,0,2019-20,"Regular Season"
1628412,"Frank Mason",1610612749,MIL,25,4,4,0,1,17.7183,1,7,0.143,1,4,0.25,2,4,0.5,1,1,2,5,1,1,0,0,2,3,5,17,16.9,0,0,2019-20,"Regular Season"
1628413,"Jonah Bolden",1610612755,PHI,23,2,2,0,1,4.83333,1,1,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,2,-12,4,0,0,2019-20,"Regular Season"
1628415,"Dillon Brooks",1610612763,MEM,23,32,12,20,0.375,889.29,162,402,0.403,57,154,0.37,75,90,0.833,31,81,112,65,50,35,12,17,118,84,456,-104,778.9,0,0,2019-20,"Regular Season"
1628418,"Thomas Bryant",1610612764,WAS,22,18,6,12,0.333,510.705,101,184,0.549,10,35,0.286,39,53,0.736,42,111,153,48,24,8,18,7,44,46,251,-117,560.6,5,0,2019-20,"Regular Season"
1628420,"Monte Morris",1610612743,DEN,24,30,21,9,0.7,531.11,83,196,0.423,18,44,0.409,25,33,0.758,9,39,48,100,20,20,8,13,24,33,209,1,480.6,0,0,2019-20,"Regular Season"
1628422,"Damyean Dotson",1610612752,NYK,25,28,7,21,0.25,469.21,65,159,0.409,31,97,0.32,16,23,0.696,4,43,47,37,13,12,4,4,23,14,177,-48,323.9,0,0,2019-20,"Regular Season"
1628425,"Sterling Brown",1610612749,MIL,24,24,20,4,0.833,414.948,47,122,0.385,22,63,0.349,18,25,0.72,14,82,96,27,24,17,3,14,31,22,134,98,325.7,0,0,2019-20,"Regular Season"
1628427,"Vlatko Cancar",1610612743,DEN,22,3,1,2,0.333,4.77833,0,1,0,0,0,0,2,2,1,1,0,1,1,0,0,0,1,0,1,2,7,4.7,0,0,2019-20,"Regular Season"
1628430,"Nigel Williams-Goss",1610612762,UTA,25,7,3,4,0.429,21.555,0,5,0,0,1,0,2,2,1,1,1,2,2,1,0,1,1,1,1,2,-1,9.4,0,0,2019-20,"Regular Season"
1628436,"Luke Kornet",1610612741,CHI,24,15,4,11,0.267,142.972,15,48,0.313,5,27,0.185,5,5,1,6,16,22,6,3,2,10,2,13,5,40,-32,108.4,0,0,2019-20,"Regular Season"
1628443,"Kadeem Allen",1610612752,NYK,26,2,1,1,0.5,17.7167,3,7,0.429,3,5,0.6,0,0,0,0,0,0,2,2,1,0,1,2,0,9,-11,13,0,0,2019-20,"Regular Season"
1628449,"Chris Boucher",1610612761,TOR,26,28,20,8,0.714,352.082,58,126,0.46,15,44,0.341,45,59,0.763,54,64,118,11,10,9,23,8,44,47,176,43,420.1,3,0,2019-20,"Regular Season"
1628464,"Daniel Theis",1610612738,BOS,27,26,19,7,0.731,562.798,76,142,0.535,9,28,0.321,26,37,0.703,43,119,162,35,22,13,40,13,87,52,187,100,570.9,1,0,2019-20,"Regular Season"
1628467,"Maxi Kleber",1610612742,DAL,27,29,19,10,0.655,700.472,83,185,0.449,41,108,0.38,32,36,0.889,47,111,158,29,22,8,20,5,64,36,239,52,534.1,0,0,2019-20,"Regular Season"
1628470,"Torrey Craig",1610612743,DEN,29,21,17,4,0.81,258.7,24,61,0.393,7,29,0.241,7,13,0.538,13,31,44,15,8,7,12,3,35,11,62,-42,186.3,0,0,2019-20,"Regular Season"
1628476,"Derrick Walton Jr.",1610612746,LAC,24,15,10,5,0.667,149.977,11,22,0.5,6,14,0.429,6,7,0.857,2,8,10,17,3,4,0,0,12,6,34,28,80.5,0,0,2019-20,"Regular Season"
1628513,"Naz Mitrou-Long",1610612754,IND,26,3,2,1,0.667,42.5167,6,16,0.375,2,11,0.182,0,0,0,0,6,6,7,2,1,1,0,1,3,14,18,35.7,0,0,2019-20,"Regular Season"
1628518,"Amile Jefferson",1610612753,ORL,26,7,2,5,0.286,19.1767,3,4,0.75,0,0,0,0,2,0,3,4,7,2,2,0,0,0,3,1,6,0,15.4,0,0,2019-20,"Regular Season"
1628960,"Grayson Allen",1610612763,MEM,24,17,5,12,0.294,307.897,51,114,0.447,23,57,0.404,16,19,0.842,2,39,41,25,16,5,1,7,25,23,141,-44,229.7,0,0,2019-20,"Regular Season"
1628961,"Kostas Antetokounmpo",1610612747,LAL,22,2,2,0,1,2.805,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1.2,0,0,2019-20,"Regular Season"
1628963,"Marvin Bagley III",1610612758,SAC,20,9,2,7,0.222,212.183,50,109,0.459,3,14,0.214,20,25,0.8,18,44,62,6,13,4,8,11,26,27,123,-57,229.4,2,0,2019-20,"Regular Season"
1628964,"Mo Bamba",1610612753,ORL,21,28,13,15,0.464,435.957,67,149,0.45,20,55,0.364,10,15,0.667,42,102,144,17,28,9,37,11,55,19,164,21,472.3,1,0,2019-20,"Regular Season"
1628966,"Keita Bates-Diop",1610612750,MIN,23,18,4,14,0.222,323.472,44,96,0.458,20,49,0.408,14,21,0.667,8,38,46,8,6,8,7,6,16,15,122,-84,228.2,0,0,2019-20,"Regular Season"
1628968,"Brian Bowen II",1610612754,IND,21,3,2,1,0.667,9.68333,1,4,0.25,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,3,6.2,0,0,2019-20,"Regular Season"
1628969,"Mikal Bridges",1610612756,PHX,23,31,11,20,0.355,671.683,75,153,0.49,16,52,0.308,44,55,0.8,28,92,120,40,25,41,11,13,56,53,210,13,545,0,0,2019-20,"Regular Season"
1628970,"Miles Bridges",1610612766,CHA,21,34,13,21,0.382,1038.19,161,366,0.44,52,146,0.356,42,55,0.764,39,136,175,59,53,20,26,23,75,50,416,-323,799.5,1,0,2019-20,"Regular Season"
1628971,"Bruce Brown",1610612765,DET,23,31,12,19,0.387,819.628,100,223,0.448,19,52,0.365,38,59,0.644,29,108,137,115,58,34,16,22,84,50,257,-27,685.9,1,0,2019-20,"Regular Season"
1628972,"Troy Brown Jr.",1610612764,WAS,20,27,8,19,0.296,639.805,100,212,0.472,17,55,0.309,36,47,0.766,35,110,145,61,28,35,4,19,44,36,253,-74,607.5,1,0,2019-20,"Regular Season"
1628973,"Jalen Brunson",1610612742,DAL,23,30,20,10,0.667,545.922,101,208,0.486,25,71,0.352,31,41,0.756,16,65,81,112,38,14,1,5,40,62,258,111,530.2,2,0,2019-20,"Regular Season"
1628975,"Jevon Carter",1610612756,PHX,24,21,9,12,0.429,309.518,29,80,0.363,16,46,0.348,6,8,0.75,11,33,44,37,17,20,6,3,34,14,80,10,249.3,0,0,2019-20,"Regular Season"
1628976,"Wendell Carter Jr.",1610612741,CHI,20,32,12,20,0.375,965.04,145,264,0.549,3,19,0.158,82,114,0.719,109,205,314,33,50,25,29,28,128,109,375,22,913.3,14,0,2019-20,"Regular Season"
1628977,"Hamidou Diallo",1610612760,OKC,21,12,4,8,0.333,256.353,46,92,0.5,2,13,0.154,11,18,0.611,14,32,46,10,14,18,4,10,29,19,105,11,227.2,1,0,2019-20,"Regular Season"
1628978,"Donte DiVincenzo",1610612749,MIL,22,30,27,3,0.9,664.605,95,219,0.434,34,102,0.333,29,36,0.806,26,105,131,65,33,48,8,12,52,44,253,266,642.7,0,0,2019-20,"Regular Season"
1628980,"Jacob Evans",1610612744,GSW,22,12,5,7,0.417,161.122,17,56,0.304,7,15,0.467,12,13,0.923,2,12,14,11,10,2,4,6,19,11,53,-42,94.3,0,0,2019-20,"Regular Season"
1628981,"Bruno Fernando",1610612737,ATL,21,31,6,25,0.194,366.642,47,95,0.495,4,22,0.182,19,32,0.594,34,65,99,32,29,8,11,13,52,34,117,-49,311.8,0,0,2019-20,"Regular Season"
1628982,"Melvin Frazier Jr.",1610612753,ORL,23,6,2,4,0.333,17.435,3,10,0.3,2,4,0.5,0,0,0,1,1,2,1,0,0,0,1,3,0,8,-8,11.9,0,0,2019-20,"Regular Season"
1628983,"Shai Gilgeous-Alexander",1610612760,OKC,21,31,16,15,0.516,1091.7,218,483,0.451,40,113,0.354,125,155,0.806,19,134,153,89,64,35,13,36,55,139,601,1,998.1,0,0,2019-20,"Regular Season"
1628984,"Devonte' Graham",1610612766,CHA,24,34,13,21,0.382,1180.42,207,542,0.382,128,322,0.398,110,138,0.797,33,99,132,259,103,28,10,23,62,146,652,-54,1209.9,9,0,2019-20,"Regular Season"
1628985,"Devon Hall",1610612760,OKC,24,5,3,2,0.6,19.7367,1,5,0.2,0,2,0,3,4,0.75,0,1,1,3,1,0,0,0,1,3,5,20,9.7,0,0,2019-20,"Regular Season"
1628987,"Kevin Hervey",1610612760,OKC,23,1,0,1,0,1.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,2019-20,"Regular Season"
1628988,"Aaron Holiday",1610612754,IND,23,30,21,9,0.7,684.673,118,273,0.432,49,119,0.412,29,34,0.853,11,65,76,94,39,26,3,12,51,52,314,69,594.2,2,0,2019-20,"Regular Season"
1628989,"Kevin Huerter",1610612737,ATL,21,21,5,16,0.238,527.103,70,175,0.4,38,103,0.369,23,28,0.821,11,59,70,70,33,20,9,4,45,20,201,-87,444,0,0,2019-20,"Regular Season"
1628990,"Chandler Hutchison",1610612741,CHI,23,9,2,7,0.222,153.52,20,44,0.455,5,12,0.417,19,29,0.655,1,32,33,8,12,5,2,2,12,25,64,-19,124.6,0,0,2019-20,"Regular Season"
1628991,"Jaren Jackson Jr.",1610612763,MEM,20,31,12,19,0.387,862.65,198,421,0.47,80,199,0.402,71,95,0.747,32,108,140,49,56,21,41,35,126,105,547,-153,918.5,1,0,2019-20,"Regular Season"
1628993,"Alize Johnson",1610612754,IND,23,9,8,1,0.889,39.1767,5,11,0.455,0,0,0,3,4,0.75,6,6,12,2,1,0,0,2,6,6,13,-5,29.4,0,0,2019-20,"Regular Season"
1628995,"Kevin Knox II",1610612752,NYK,20,31,8,23,0.258,623.083,85,220,0.386,40,116,0.345,38,56,0.679,12,78,90,37,25,18,16,4,50,40,248,-141,488.5,0,0,2019-20,"Regular Season"
1628997,"Caleb Martin",1610612766,CHA,24,5,0,5,0,31.8,3,10,0.3,0,3,0,3,5,0.6,1,4,5,3,3,1,2,0,3,3,9,-3,25.5,0,0,2019-20,"Regular Season"
1628998,"Cody Martin",1610612766,CHA,24,25,9,16,0.36,377.35,35,85,0.412,7,33,0.212,28,40,0.7,12,56,68,32,14,21,4,3,41,50,105,25,295.6,0,0,2019-20,"Regular Season"
1629001,"De'Anthony Melton",1610612763,MEM,21,21,7,14,0.333,346.103,50,117,0.427,11,31,0.355,31,37,0.838,18,62,80,67,34,28,4,9,40,33,142,49,400.5,0,0,2019-20,"Regular Season"
1629002,"Chimezie Metu",1610612759,SAS,22,9,4,5,0.444,33.92,11,20,0.55,0,0,0,2,4,0.5,8,8,16,2,1,1,3,2,1,3,24,3,57.2,0,0,2019-20,"Regular Season"
1629003,"Shake Milton",1610612755,PHI,23,10,9,1,0.9,83.2367,13,36,0.361,4,19,0.211,7,9,0.778,1,7,8,7,12,1,0,0,13,7,37,-13,48.1,0,0,2019-20,"Regular Season"
1629004,"Svi Mykhailiuk",1610612765,DET,22,27,10,17,0.37,468.72,55,137,0.401,43,100,0.43,11,14,0.786,6,30,36,39,22,13,2,10,36,17,164,50,288.7,0,0,2019-20,"Regular Season"
1629006,"Josh Okogie",1610612750,MIN,21,28,11,17,0.393,686.523,71,178,0.399,20,71,0.282,67,85,0.788,38,92,130,40,42,25,11,19,60,67,229,-37,511,0,0,2019-20,"Regular Season"
1629008,"Michael Porter Jr.",1610612743,DEN,21,21,16,5,0.762,178.533,36,81,0.444,9,27,0.333,8,11,0.727,17,38,55,9,13,1,7,7,25,10,89,-39,179.5,0,0,2019-20,"Regular Season"
1629010,"Jerome Robinson",1610612746,LAC,22,25,17,8,0.68,304.97,34,99,0.343,13,46,0.283,6,13,0.462,3,38,41,25,18,7,7,4,36,11,87,56,197.7,0,0,2019-20,"Regular Season"
1629011,"Mitchell Robinson",1610612752,NYK,21,28,7,21,0.25,640.477,115,168,0.685,0,0,0,52,82,0.634,90,108,198,15,19,22,54,14,100,71,282,-107,751.1,3,0,2019-20,"Regular Season"
1629012,"Collin Sexton",1610612739,CLE,20,31,9,22,0.29,945.105,217,479,0.453,26,94,0.277,95,115,0.826,31,66,97,75,60,30,2,56,64,122,555,-200,819.9,0,0,2019-20,"Regular Season"
1629013,"Landry Shamet",1610612746,LAC,22,16,10,6,0.625,436.387,46,111,0.414,31,82,0.378,20,21,0.952,1,28,29,26,16,7,4,5,49,16,143,2,233.8,0,0,2019-20,"Regular Season"
1629014,"Anfernee Simons",1610612757,POR,20,32,14,18,0.438,694.058,114,273,0.418,40,120,0.333,36,47,0.766,13,64,77,44,29,12,5,21,70,42,304,-121,484.4,1,0,2019-20,"Regular Season"
1629016,"Omari Spellman",1610612744,GSW,22,31,8,23,0.258,515.5,74,173,0.428,19,54,0.352,39,48,0.813,61,94,155,26,36,17,17,12,30,37,206,-46,497,1,0,2019-20,"Regular Season"
1629017,"Khyri Thomas",1610612765,DET,23,2,1,1,0.5,5.61667,0,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0,0,0,0,1,1,-4,1,0,0,2019-20,"Regular Season"
1629018,"Gary Trent Jr.",1610612757,POR,20,19,8,11,0.421,208.337,23,64,0.359,16,42,0.381,4,4,1,5,19,24,9,7,6,3,2,17,8,66,-6,128.3,0,0,2019-20,"Regular Season"
1629019,"Allonzo Trier",1610612752,NYK,23,15,1,14,0.067,198.605,34,64,0.531,15,35,0.429,31,39,0.795,1,20,21,21,19,2,4,4,23,25,114,-68,169.7,0,0,2019-20,"Regular Season"
1629020,"Jarred Vanderbilt",1610612743,DEN,20,3,2,1,0.667,9.21667,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,2.9,0,0,2019-20,"Regular Season"
1629021,"Moritz Wagner",1610612764,WAS,22,21,7,14,0.333,429.125,93,160,0.581,22,56,0.393,36,43,0.837,34,93,127,28,43,15,13,11,81,62,244,-32,479.4,2,0,2019-20,"Regular Season"
1629022,"Lonnie Walker IV",1610612759,SAS,21,22,10,12,0.455,218.007,40,90,0.444,8,22,0.364,13,22,0.591,8,28,36,12,14,6,3,3,21,17,101,35,175.2,0,0,2019-20,"Regular Season"
1629023,"P.J. Washington",1610612766,CHA,21,29,12,17,0.414,860.56,134,279,0.48,39,98,0.398,50,73,0.685,27,125,152,49,39,28,27,16,78,73,357,-55,738.9,2,0,2019-20,"Regular Season"
1629026,"Kenrich Williams",1610612740,NOP,25,30,9,21,0.3,732.442,49,139,0.353,25,94,0.266,9,24,0.375,47,119,166,51,20,22,21,5,74,29,132,-32,516.7,0,0,2019-20,"Regular Season"
1629027,"Trae Young",1610612737,ATL,21,31,6,25,0.194,1081.87,288,649,0.444,106,288,0.368,201,238,0.845,16,117,133,257,146,38,2,34,47,222,883,-198,1402.1,9,1,2019-20,"Regular Season"
1629028,"Deandre Ayton",1610612756,PHX,21,2,1,1,0.5,57.6217,18,33,0.545,0,0,0,0,1,0,10,13,23,3,2,1,5,1,4,3,36,16,84.1,2,0,2019-20,"Regular Season"
1629029,"Luka Doncic",1610612742,DAL,20,26,18,8,0.692,837.02,245,514,0.477,77,239,0.322,189,237,0.797,35,214,249,230,112,31,3,16,60,179,756,166,1389.8,17,8,2019-20,"Regular Season"
1629033,"Theo Pinson",1610612751,BKN,24,20,11,9,0.55,272.727,33,115,0.287,12,58,0.207,13,14,0.929,8,33,41,39,27,9,2,11,27,23,91,-33,204.7,0,0,2019-20,"Regular Season"
1629035,"Carsen Edwards",1610612738,BOS,21,23,18,5,0.783,244.09,27,85,0.318,17,52,0.327,11,13,0.846,5,32,37,17,13,8,2,3,23,10,82,-31,168.9,0,0,2019-20,"Regular Season"
1629044,"Shamorie Ponds",1610612761,TOR,21,3,3,0,1,8.63333,2,4,0.5,0,1,0,0,0,0,0,1,1,2,0,0,1,0,2,0,4,-2,11.2,0,0,2019-20,"Regular Season"
1629048,"Goga Bitadze",1610612754,IND,20,24,15,9,0.625,247.665,29,63,0.46,4,15,0.267,14,19,0.737,17,41,58,15,13,1,22,2,40,13,76,-6,224.1,1,0,2019-20,"Regular Season"
1629052,"Oshae Brissett",1610612761,TOR,21,6,5,1,0.833,21.2,1,3,0.333,1,1,1,0,0,0,0,1,1,1,2,1,1,0,1,0,3,2,9.7,0,0,2019-20,"Regular Season"
1629056,"Terence Davis",1610612761,TOR,22,31,21,10,0.677,501.082,72,156,0.462,34,86,0.395,23,24,0.958,16,73,89,57,26,15,6,9,51,19,201,130,430.3,0,0,2019-20,"Regular Season"
1629057,"Robert Williams III",1610612738,BOS,22,19,14,5,0.737,268.807,33,49,0.673,0,0,0,8,14,0.571,23,64,87,21,16,17,21,0,34,17,74,2,307.9,0,0,2019-20,"Regular Season"
1629058,"Dzanan Musa",1610612751,BKN,20,23,12,11,0.522,306.83,32,100,0.32,9,50,0.18,23,31,0.742,10,41,51,24,24,9,1,8,17,27,96,-34,199.2,0,0,2019-20,"Regular Season"
1629059,"Elie Okobo",1610612756,PHX,22,22,8,14,0.364,253.148,39,88,0.443,12,33,0.364,24,39,0.615,4,22,26,48,9,10,2,0,20,30,114,17,244.2,0,0,2019-20,"Regular Season"
1629060,"Rui Hachimura",1610612764,WAS,21,25,8,17,0.32,729.41,146,303,0.482,10,48,0.208,46,54,0.852,39,106,145,40,20,18,3,31,57,46,348,-204,625,2,0,2019-20,"Regular Season"
1629065,"Ky Bowman",1610612744,GSW,22,29,8,21,0.276,661.128,92,211,0.436,28,72,0.389,22,24,0.917,15,64,79,84,36,24,5,10,63,36,234,-33,505.8,0,0,2019-20,"Regular Season"
1629066,"Rodions Kurucs",1610612751,BKN,21,15,5,10,0.333,152.857,15,36,0.417,6,12,0.5,5,10,0.5,8,28,36,4,16,6,1,5,23,9,41,-31,95.2,0,0,2019-20,"Regular Season"
1629067,"Isaac Bonga",1610612764,WAS,20,25,7,18,0.28,389.96,32,69,0.464,5,18,0.278,17,23,0.739,20,48,68,29,16,15,5,3,53,32,86,-37,255.1,0,0,2019-20,"Regular Season"
1629076,"Tyler Cook",1610612739,CLE,22,6,2,4,0.333,17.105,5,6,0.833,0,0,0,2,2,1,3,2,5,0,1,1,0,0,1,2,12,-6,20,0,0,2019-20,"Regular Season"
1629103,"Kelan Martin",1610612750,MIN,24,11,5,6,0.455,144.087,19,52,0.365,8,30,0.267,0,0,0,3,24,27,5,5,2,1,0,22,2,46,-18,89.9,0,0,2019-20,"Regular Season"
1629109,"Gary Clark",1610612745,HOU,25,16,11,5,0.688,183.532,20,54,0.37,15,46,0.326,6,7,0.857,9,22,31,10,1,2,6,1,19,7,61,17,136.2,0,0,2019-20,"Regular Season"
1629117,"Wenyen Gabriel",1610612758,SAC,22,7,1,6,0.143,46.5667,5,16,0.313,1,8,0.125,5,9,0.556,4,4,8,3,3,2,2,1,6,6,16,-7,39.1,0,0,2019-20,"Regular Season"
1629126,"Deonte Burton",1610612760,OKC,25,16,8,8,0.5,144.593,17,48,0.354,5,23,0.217,3,5,0.6,4,21,25,5,4,1,3,2,13,8,42,-15,87.5,0,0,2019-20,"Regular Season"
1629130,"Duncan Robinson",1610612748,MIA,25,31,23,8,0.742,846.222,125,260,0.481,101,222,0.455,19,20,0.95,5,90,95,29,18,19,10,4,85,24,370,79,596.5,1,0,2019-20,"Regular Season"
1629133,"Daryl Macon",1610612748,MIA,24,4,4,0,1,14.1,1,3,0.333,1,2,0.5,0,0,0,0,0,0,1,2,0,0,0,1,0,3,0,2.5,0,0,2019-20,"Regular Season"
1629134,"Kendrick Nunn",1610612748,MIA,24,31,23,8,0.742,955.56,201,446,0.451,66,187,0.353,36,46,0.783,9,77,86,111,61,30,7,25,76,45,504,104,823.7,0,0,2019-20,"Regular Season"
1629139,"Yuta Watanabe",1610612763,MEM,25,4,1,3,0.25,18.3167,3,6,0.5,1,2,0.5,0,0,0,1,4,5,0,1,0,1,0,1,0,7,13,15,0,0,2019-20,"Regular Season"
1629140,"Johnathan Williams",1610612764,WAS,24,1,0,1,0,32.6167,4,6,0.667,0,0,0,1,1,1,3,5,8,2,0,0,1,1,2,3,9,-16,24.6,0,0,2019-20,"Regular Season"
1629151,"Ryan Broekhoff",1610612742,DAL,29,8,6,2,0.75,63.4683,9,20,0.45,8,15,0.533,5,6,0.833,0,11,11,4,2,1,0,2,6,3,31,5,51.2,0,0,2019-20,"Regular Season"
1629162,"Jordan McLaughlin",1610612750,MIN,23,5,2,3,0.4,79.565,11,28,0.393,4,14,0.286,4,4,1,1,8,9,12,4,4,0,3,5,8,30,-17,66.8,0,0,2019-20,"Regular Season"
1629164,"Brandon Goodwin",1610612737,ATL,24,3,1,2,0.333,19.65,0,7,0,0,5,0,0,0,0,0,3,3,2,2,1,0,0,2,1,0,-3,7.6,0,0,2019-20,"Regular Season"
1629168,"BJ Johnson",1610612753,ORL,24,1,1,0,1,2.58333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,2019-20,"Regular Season"
1629185,"Chris Chiozza",1610612764,WAS,24,10,2,8,0.2,122.568,10,34,0.294,7,16,0.438,0,0,0,0,15,15,28,9,10,2,4,12,3,27,49,114,0,0,2019-20,"Regular Season"
1629234,"Drew Eubanks",1610612759,SAS,22,4,3,1,0.75,31.1167,5,10,0.5,0,0,0,1,1,1,5,8,13,2,4,0,1,2,4,2,11,-34,28.6,0,0,2019-20,"Regular Season"
1629346,"Alen Smailagic",1610612744,GSW,19,1,1,0,1,4.76667,2,3,0.667,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,4,-1,8.2,0,0,2019-20,"Regular Season"
1629597,"Zylan Cheatham",1610612740,NOP,24,2,1,1,0.5,19.7333,1,4,0.25,0,1,0,0,0,0,0,3,3,1,1,0,0,0,3,0,2,-23,6.1,0,0,2019-20,"Regular Season"
1629598,"Chris Clemons",1610612745,HOU,22,20,13,7,0.65,163.922,34,79,0.43,25,64,0.391,3,4,0.75,2,12,14,6,8,5,4,4,16,9,96,8,140.8,0,0,2019-20,"Regular Season"
1629605,"Tacko Fall",1610612738,BOS,24,3,3,0,1,10.75,6,8,0.75,0,0,0,1,2,0.5,0,7,7,0,3,0,2,0,3,1,13,-2,24.4,0,0,2019-20,"Regular Season"
1629607,"Jared Harper",1610612756,PHX,22,1,1,0,1,1.98333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,2019-20,"Regular Season"
1629608,"Dewan Hernandez",1610612761,TOR,23,4,4,0,1,11.35,1,5,0.2,0,1,0,2,2,1,2,5,7,0,1,1,0,0,6,1,4,1,14.4,0,0,2019-20,"Regular Season"
1629610,"DaQuan Jeffries",1610612758,SAC,22,2,0,2,0,10.8567,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,2,5,4.7,0,0,2019-20,"Regular Season"
1629611,"Terance Mann",1610612746,LAC,23,22,15,7,0.682,203.143,21,42,0.5,2,9,0.222,8,10,0.8,3,22,25,28,12,6,3,4,26,11,52,14,139,0,0,2019-20,"Regular Season"
1629620,"Justin Robinson",1610612764,WAS,22,8,2,6,0.25,44.8367,5,11,0.455,3,5,0.6,0,0,0,1,4,5,6,3,0,1,0,2,1,13,30,28,0,0,2019-20,"Regular Season"
1629622,"Max Strus",1610612741,CHI,23,2,0,2,0,6.23333,2,3,0.667,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,5,15,6.2,0,0,2019-20,"Regular Season"
1629628,"RJ Barrett",1610612752,NYK,19,31,8,23,0.258,981.392,160,411,0.389,33,107,0.308,73,133,0.549,34,130,164,88,67,34,13,34,69,102,426,-185,828.8,2,0,2019-20,"Regular Season"
1629629,"Cam Reddish",1610612737,ATL,20,29,6,23,0.207,749.643,86,262,0.328,31,116,0.267,45,59,0.763,18,93,111,42,52,29,12,29,55,58,248,-182,515.2,0,0,2019-20,"Regular Season"
1629630,"Ja Morant",1610612763,MEM,20,26,11,15,0.423,760.158,173,369,0.469,24,61,0.393,96,121,0.793,18,66,84,166,81,29,8,44,44,102,466,-72,845.8,4,0,2019-20,"Regular Season"
1629631,"De'Andre Hunter",1610612737,ATL,22,31,6,25,0.194,985.135,143,355,0.403,51,153,0.333,58,76,0.763,15,105,120,57,49,21,9,34,83,66,395,-160,665.5,1,0,2019-20,"Regular Season"
1629632,"Coby White",1610612741,CHI,19,32,12,20,0.375,765.008,128,357,0.359,59,174,0.339,40,50,0.8,9,103,112,75,45,23,3,29,40,47,355,-82,634.9,0,0,2019-20,"Regular Season"
1629633,"Jarrett Culver",1610612750,MIN,20,29,11,18,0.379,636.947,89,247,0.36,23,98,0.235,24,56,0.429,30,61,91,57,33,25,16,21,55,42,225,-84,509.7,0,0,2019-20,"Regular Season"
1629634,"Brandon Clarke",1610612763,MEM,23,26,11,15,0.423,554.157,143,221,0.647,15,32,0.469,30,40,0.75,37,111,148,32,27,11,21,9,44,29,331,-81,625.6,1,0,2019-20,"Regular Season"
1629635,"Sekou Doumbouya",1610612765,DET,19,6,2,4,0.333,22.12,4,11,0.364,0,3,0,1,3,0.333,0,4,4,0,1,1,0,1,3,2,9,9,15.8,0,0,2019-20,"Regular Season"
1629636,"Darius Garland",1610612739,CLE,19,31,9,22,0.29,873.312,130,335,0.388,54,147,0.367,29,33,0.879,13,50,63,90,78,20,0,21,43,44,343,-210,535.6,0,0,2019-20,"Regular Season"
1629637,"Jaxson Hayes",1610612740,NOP,19,29,9,20,0.31,600.973,93,148,0.628,1,4,0.25,59,92,0.641,55,80,135,25,26,19,33,10,90,72,246,17,575.5,1,0,2019-20,"Regular Season"
1629638,"Nickeil Alexander-Walker",1610612740,NOP,21,26,8,18,0.308,337.013,53,160,0.331,28,84,0.333,11,16,0.688,4,50,54,46,26,9,4,12,30,24,145,-38,291.8,0,0,2019-20,"Regular Season"
1629639,"Tyler Herro",1610612748,MIA,19,30,22,8,0.733,859.988,151,358,0.422,61,159,0.384,53,61,0.869,9,119,128,66,57,21,3,13,39,53,416,35,683.6,0,0,2019-20,"Regular Season"
1629640,"Keldon Johnson",1610612759,SAS,20,1,0,1,0,2.31667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20,"Regular Season"
1629641,"Romeo Langford",1610612738,BOS,20,6,6,0,1,82.1967,7,16,0.438,2,7,0.286,3,4,0.75,4,3,7,1,2,3,2,1,6,2,19,47,41.9,0,0,2019-20,"Regular Season"
1629642,"Nassir Little",1610612757,POR,19,21,9,12,0.429,298.232,32,79,0.405,5,30,0.167,16,24,0.667,21,46,67,12,9,8,7,8,38,19,85,-23,219.4,1,0,2019-20,"Regular Season"
1629644,"KZ Okpala",1610612748,MIA,20,3,2,1,0.667,3.46333,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,-7,0.2,0,0,2019-20,"Regular Season"
