playerId,playerName,RAPM,RAPM_Rank,RAPM__Def,RAPM__Def_Rank,RAPM__Off,RAPM__Off_Rank,AdjustedPossessions
101107,Marvin Williams,-0.08,262.0,-0.87,436.0,0.78,50.0,0
101108,Chris Paul,0.82,72.0,-0.1,294.0,0.93,36.0,0
101133,Ian Mahinmi,0.16,170.0,0.03,236.0,0.13,180.0,0
101139,CJ Miles,-0.12,271.0,-0.39,363.0,0.27,137.0,0
101141,Ersan Ilyasova,0.94,65.0,0.23,148.0,0.72,55.0,0
101150,Lou Williams,0.55,106.0,0.07,212.0,0.48,92.0,0
1626143,Jahlil Okafor,-0.81,397.0,-0.6,399.0,-0.21,313.0,0
1626144,Emmanuel Mudiay,-0.47,354.0,0.11,194.0,-0.59,394.0,0
1626145,Tyus Jones,-0.77,394.0,-0.83,433.0,0.06,204.0,0
1626149,Montrezl Harrell,2.2,10.0,1.03,25.0,1.17,19.0,0
1626153,Delon Wright,0.71,85.0,0.27,138.0,0.44,98.0,0
1626156,DAngelo Russell,-1.15,429.0,-0.74,421.0,-0.41,363.0,0
1626157,Karl-Anthony Towns,0.62,95.0,-1.24,459.0,1.86,4.0,0
1626158,Richaun Holmes,1.12,45.0,0.26,139.0,0.86,41.0,0
1626159,Justise Winslow,0.78,74.0,0.92,33.0,-0.13,290.0,0
1626161,Willie Cauley-Stein,-0.35,335.0,0.31,130.0,-0.66,413.0,0
1626162,Kelly Oubre Jr.,-0.42,344.0,-0.62,401.0,0.19,164.0,0
1626163,Frank Kaminsky,-0.73,390.0,-0.32,349.0,-0.41,364.0,0
1626164,Devin Booker,0.03,204.0,-1.41,465.0,1.44,11.0,0
1626167,Myles Turner,0.04,202.0,0.12,189.0,-0.08,260.0,0
1626168,Trey Lyles,-0.16,291.0,-0.51,386.0,0.34,120.0,0
1626169,Stanley Johnson,-0.08,258.0,0.13,187.0,-0.2,312.0,0
1626171,Bobby Portis,-1.43,448.0,-0.79,430.0,-0.64,407.0,0
1626172,Kevon Looney,-0.99,413.0,-0.11,296.0,-0.88,435.0,0
1626174,Christian Wood,1.74,19.0,0.72,50.0,1.02,25.0,0
1626178,Rondae Hollis-Jefferson,0.31,145.0,0.2,161.0,0.1,188.0,0
1626179,Terry Rozier,-2.0,468.0,-0.94,439.0,-1.06,454.0,0
1626181,Norman Powell,-0.01,229.0,0.56,81.0,-0.57,390.0,0
1626188,Quinn Cook,0.66,92.0,0.2,162.0,0.46,95.0,0
1626192,Pat Connaughton,0.7,88.0,-0.02,258.0,0.72,54.0,0
1626195,Willy Hernangomez,-0.55,365.0,-0.25,335.0,-0.31,340.0,0
1626196,Josh Richardson,0.69,89.0,0.52,87.0,0.17,168.0,0
1626203,Treveon Graham,-1.22,435.0,-0.08,279.0,-1.14,456.0,0
1626204,Larry Nance Jr.,-0.66,379.0,-0.51,388.0,-0.15,293.0,0
1626209,Mario Hezonja,-0.69,386.0,0.07,209.0,-0.77,420.0,0
1626220,Royce ONeale,1.59,23.0,1.01,27.0,0.58,75.0,0
1626224,Cedi Osman,-0.0,223.0,0.16,175.0,-0.16,296.0,0
1626246,Boban Marjanovic,0.98,57.0,0.14,178.0,0.84,43.0,0
1626259,Malcolm Miller,0.75,81.0,0.25,142.0,0.5,89.0,0
1627732,Ben Simmons,0.74,83.0,0.21,157.0,0.53,83.0,0
1627733,Dragan Bender,0.32,141.0,0.06,217.0,0.26,142.0,0
1627734,Domantas Sabonis,1.64,21.0,1.15,20.0,0.49,91.0,0
1627736,Malik Beasley,0.23,156.0,-0.14,307.0,0.38,112.0,0
1627737,Marquese Chriss,-1.05,421.0,-0.77,425.0,-0.28,337.0,0
1627739,Kris Dunn,0.15,171.0,1.3,11.0,-1.14,458.0,0
1627740,Henry Ellenson,0.2,160.0,0.27,137.0,-0.08,256.0,0
1627741,Buddy Hield,-0.44,349.0,-0.71,416.0,0.27,135.0,0
1627742,Brandon Ingram,-0.41,339.0,-0.75,422.0,0.34,121.0,0
1627745,Damian Jones,-1.56,453.0,-1.25,461.0,-0.31,342.0,0
1627746,Skal Labissiere,0.71,87.0,0.21,159.0,0.5,87.0,0
1627747,Caris LeVert,0.08,190.0,-0.15,309.0,0.23,152.0,0
1627748,Thon Maker,-0.92,407.0,-1.0,444.0,0.09,198.0,0
1627749,Dejounte Murray,-0.34,331.0,-0.51,389.0,0.18,167.0,0
1627750,Jamal Murray,1.19,42.0,0.59,78.0,0.6,70.0,0
1627751,Jakob Poeltl,1.26,36.0,-0.01,253.0,1.27,16.0,0
1627752,Taurean Prince,0.73,84.0,0.13,181.0,0.59,73.0,0
1627756,Denzel Valentine,0.38,133.0,0.92,32.0,-0.54,385.0,0
1627759,Jaylen Brown,0.37,134.0,-0.23,332.0,0.61,69.0,0
1627761,DeAndre Bembry,-2.11,470.0,-0.53,393.0,-1.58,471.0,0
1627763,Malcolm Brogdon,0.46,124.0,0.11,193.0,0.35,118.0,0
1627767,Cheick Diallo,0.02,209.0,-0.28,339.0,0.3,132.0,0
1627774,Jake Layman,0.61,98.0,0.83,38.0,-0.22,316.0,0
1627775,Patrick McCaw,-0.93,409.0,-0.02,260.0,-0.9,440.0,0
1627777,Georges Niang,-1.94,467.0,-0.75,423.0,-1.19,461.0,0
1627780,Gary Payton II,0.02,210.0,-0.01,248.0,0.03,218.0,0
1627783,Pascal Siakam,1.92,16.0,1.0,28.0,0.92,37.0,0
1627788,Furkan Korkmaz,0.9,68.0,0.61,73.0,0.29,133.0,0
1627789,Timothe Luwawu-Cabarrot,-0.33,326.0,0.62,70.0,-0.95,447.0,0
1627790,Ante Zizic,-0.07,253.0,-0.47,379.0,0.4,108.0,0
1627812,Yogi Ferrell,-0.34,328.0,0.22,152.0,-0.55,388.0,0
1627814,Damion Lee,0.69,90.0,0.44,101.0,0.24,148.0,0
1627820,Tyrone Wallace,-0.19,295.0,0.25,143.0,-0.44,370.0,0
1627823,Juancho Hernangomez,0.47,118.0,0.67,56.0,-0.2,311.0,0
1627826,Ivica Zubac,0.48,117.0,0.71,51.0,-0.24,322.0,0
1627827,Dorian Finney-Smith,1.4,31.0,-0.14,306.0,1.54,7.0,0
1627832,Fred VanVleet,0.6,99.0,0.56,82.0,0.04,211.0,0
1627846,Abdel Nader,-0.47,353.0,0.34,124.0,-0.81,429.0,0
1627853,Ryan Arcidiacono,-0.01,230.0,0.65,63.0,-0.66,414.0,0
1627854,Bryn Forbes,-1.42,447.0,-0.85,434.0,-0.56,389.0,0
1627863,Danuel House Jr.,0.96,62.0,0.18,170.0,0.79,49.0,0
1627884,Derrick Jones Jr.,0.02,211.0,-0.44,374.0,0.46,96.0,0
1627885,Shaquille Harrison,0.8,73.0,0.77,45.0,0.03,217.0,0
1627936,Alex Caruso,1.92,17.0,1.6,4.0,0.32,127.0,0
1627982,Josh Gray,-0.15,287.0,0.12,188.0,-0.27,334.0,0
1628021,David Nwaba,0.9,67.0,1.06,24.0,-0.16,295.0,0
1628035,Alfonzo McKinnie,-0.23,307.0,-0.77,426.0,0.54,79.0,0
1628365,Markelle Fultz,0.01,215.0,0.11,192.0,-0.1,272.0,0
1628366,Lonzo Ball,-0.62,375.0,-0.13,302.0,-0.48,377.0,0
1628368,DeAaron Fox,-0.67,385.0,-1.04,446.0,0.37,113.0,0
1628369,Jayson Tatum,3.09,2.0,1.6,5.0,1.49,8.0,0
1628370,Malik Monk,-0.58,371.0,0.13,185.0,-0.71,416.0,0
1628371,Jonathan Isaac,0.93,66.0,1.02,26.0,-0.09,265.0,0
1628372,Dennis Smith Jr.,-1.66,460.0,-0.76,424.0,-0.9,439.0,0
1628373,Frank Ntilikina,-0.35,334.0,-0.12,300.0,-0.23,319.0,0
1628374,Lauri Markkanen,-0.67,382.0,0.19,164.0,-0.86,433.0,0
1628378,Donovan Mitchell,0.68,91.0,-0.28,342.0,0.96,32.0,0
1628379,Luke Kennard,0.08,191.0,-0.44,372.0,0.52,85.0,0
1628380,Zach Collins,0.44,125.0,0.21,160.0,0.24,150.0,0
1628381,John Collins,-0.35,333.0,0.59,77.0,-0.94,444.0,0
1628382,Justin Jackson,0.1,186.0,-0.53,392.0,0.63,67.0,0
1628383,Justin Patton,-0.05,247.0,-0.07,277.0,0.03,219.0,0
1628384,OG Anunoby,1.32,34.0,0.82,40.0,0.5,88.0,0
1628385,Harry Giles III,-0.23,308.0,0.03,233.0,-0.26,332.0,0
1628386,Jarrett Allen,0.52,110.0,0.02,238.0,0.49,90.0,0
1628388,TJ Leaf,0.07,195.0,0.57,80.0,-0.5,380.0,0
1628389,Bam Adebayo,1.26,39.0,0.66,59.0,0.59,74.0,0
1628390,Terrance Ferguson,-0.87,402.0,-0.69,408.0,-0.18,303.0,0
1628391,D.J. Wilson,-0.53,360.0,-0.43,367.0,-0.1,274.0,0
1628392,Isaiah Hartenstein,0.3,146.0,-0.01,250.0,0.32,129.0,0
1628395,Jordan Bell,-0.01,225.0,-0.51,387.0,0.5,86.0,0
1628396,Tony Bradley,-0.43,346.0,-0.17,316.0,-0.26,333.0,0
1628398,Kyle Kuzma,0.94,64.0,0.47,94.0,0.47,93.0,0
1628400,Semi Ojeleye,-0.24,310.0,0.35,121.0,-0.59,395.0,0
1628401,Derrick White,-0.57,369.0,0.13,186.0,-0.7,415.0,0
1628402,Frank Jackson,-1.08,423.0,-1.28,462.0,0.2,161.0,0
1628403,Caleb Swanigan,0.1,185.0,0.21,156.0,-0.11,278.0,0
1628404,Josh Hart,-0.09,264.0,0.37,118.0,-0.46,374.0,0
1628405,Johnathan Motley,-0.0,221.0,-0.06,273.0,0.06,203.0,0
1628407,Dwayne Bacon,-1.05,420.0,-0.01,245.0,-1.04,453.0,0
1628410,Edmond Sumner,-0.65,378.0,-0.23,331.0,-0.42,365.0,0
1628411,Wes Iwundu,0.32,142.0,0.43,103.0,-0.11,276.0,0
1628412,Frank Mason,0.32,139.0,0.18,169.0,0.15,174.0,0
1628413,Jonah Bolden,-0.19,297.0,-0.13,301.0,-0.07,250.0,0
1628415,Dillon Brooks,-1.15,428.0,-0.37,359.0,-0.78,424.0,0
1628418,Thomas Bryant,-1.28,439.0,-1.09,451.0,-0.19,306.0,0
1628420,Monte Morris,-0.12,274.0,0.22,149.0,-0.35,348.0,0
1628422,Damyean Dotson,-0.27,314.0,-0.3,346.0,0.03,215.0,0
1628425,Sterling Brown,0.75,80.0,0.84,37.0,-0.08,263.0,0
1628436,Luke Kornet,-0.54,362.0,-0.34,353.0,-0.2,310.0,0
1628443,Kadeem Allen,-0.13,280.0,-0.06,272.0,-0.08,259.0,0
1628449,Chris Boucher,0.86,71.0,0.2,163.0,0.67,59.0,0
1628464,Daniel Theis,0.96,61.0,0.66,61.0,0.3,131.0,0
1628467,Maxi Kleber,1.02,55.0,0.78,44.0,0.24,151.0,0
1628470,Torrey Craig,-0.35,336.0,-0.16,313.0,-0.19,307.0,0
1628476,Derrick Walton Jr.,0.3,147.0,0.18,167.0,0.12,183.0,0
1628513,Naz Mitrou-Long,0.4,131.0,0.39,112.0,0.02,221.0,0
1628518,Amile Jefferson,0.04,203.0,0.06,215.0,-0.03,234.0,0
1628960,Grayson Allen,-0.17,292.0,0.42,107.0,-0.58,393.0,0
1628961,Kostas Antetokounmpo,0.05,198.0,0.03,235.0,0.03,216.0,0
1628963,Marvin Bagley III,-0.98,412.0,-0.34,354.0,-0.64,405.0,0
1628964,Mo Bamba,0.52,108.0,0.48,92.0,0.04,212.0,0
1628966,Keita Bates-Diop,-1.53,449.0,-0.36,357.0,-1.16,460.0,0
1628969,Mikal Bridges,0.56,105.0,0.73,48.0,-0.18,304.0,0
1628970,Miles Bridges,-3.46,473.0,-1.93,471.0,-1.53,470.0,0
1628971,Bruce Brown,0.16,167.0,0.38,115.0,-0.22,315.0,0
1628972,Troy Brown Jr.,-0.03,239.0,-0.17,320.0,0.14,176.0,0
1628973,Jalen Brunson,1.41,29.0,0.76,46.0,0.65,64.0,0
1628975,Jevon Carter,0.57,102.0,0.68,55.0,-0.11,279.0,0
1628976,Wendell Carter Jr.,0.47,120.0,0.65,62.0,-0.18,305.0,0
1628977,Hamidou Diallo,0.42,129.0,0.73,49.0,-0.3,338.0,0
1628978,Donte DiVincenzo,3.23,1.0,2.26,1.0,0.97,28.0,0
1628980,Jacob Evans,-0.21,300.0,-0.15,310.0,-0.06,246.0,0
1628982,Melvin Frazier Jr.,-0.13,278.0,0.02,239.0,-0.15,294.0,0
1628983,Shai Gilgeous-Alexander,-0.13,277.0,-0.26,336.0,0.13,179.0,0
1628984,Devonte Graham,-0.08,260.0,-0.93,438.0,0.85,42.0,0
1628988,Aaron Holiday,0.78,76.0,0.52,88.0,0.26,140.0,0
1628989,Kevin Huerter,-1.18,431.0,-0.53,390.0,-0.66,412.0,0
1628990,Chandler Hutchison,-0.42,341.0,0.33,126.0,-0.75,417.0,0
1628991,Jaren Jackson Jr.,-1.34,444.0,-1.21,457.0,-0.13,291.0,0
1628993,Alize Johnson,0.1,183.0,-0.11,297.0,0.22,154.0,0
1628995,Kevin Knox,-1.6,455.0,-0.73,420.0,-0.86,434.0,0
1629001,DeAnthony Melton,1.49,26.0,0.47,95.0,1.02,26.0,0
1629002,Chimezie Metu,0.07,194.0,0.11,196.0,-0.04,237.0,0
1629003,Shake Milton,-0.25,311.0,0.14,177.0,-0.4,359.0,0
1629004,Svi Mykhailiuk,0.43,126.0,-0.02,256.0,0.45,97.0,0
1629006,Josh Okogie,-0.01,228.0,0.37,117.0,-0.37,353.0,0
1629010,Jerome Robinson,0.52,107.0,0.41,109.0,0.11,184.0,0
1629011,Mitchell Robinson,-0.42,343.0,-0.47,380.0,0.05,208.0,0
1629012,Collin Sexton,-1.55,451.0,-1.45,467.0,-0.09,269.0,0
1629013,Landry Shamet,-0.87,403.0,-0.43,368.0,-0.45,372.0,0
1629014,Anfernee Simons,-2.21,471.0,-1.55,470.0,-0.65,410.0,0
1629016,Omari Spellman,-0.63,376.0,-0.24,334.0,-0.39,356.0,0
1629017,Khyri Thomas,-0.07,254.0,0.06,218.0,-0.13,285.0,0
1629018,Gary Trent Jr.,0.02,212.0,-0.29,345.0,0.31,130.0,0
1629019,Allonzo Trier,-0.92,408.0,-0.38,360.0,-0.54,386.0,0
1629020,Jarred Vanderbilt,-0.02,235.0,-0.09,288.0,0.06,201.0,0
1629021,Moritz Wagner,0.11,182.0,-0.03,263.0,0.14,178.0,0
1629022,Lonnie Walker IV,0.77,77.0,0.8,41.0,-0.03,233.0,0
1629026,Kenrich Williams,0.01,217.0,0.14,180.0,-0.13,287.0,0
1629027,Trae Young,-1.02,418.0,-1.46,468.0,0.43,102.0,0
1629028,Deandre Ayton,0.32,140.0,0.45,98.0,-0.13,289.0,0
1629029,Luka Doncic,1.26,37.0,-0.44,373.0,1.7,6.0,0
1629033,Theo Pinson,-0.28,317.0,0.69,54.0,-0.96,449.0,0
1629057,Robert Williams III,-0.06,250.0,-0.5,383.0,0.44,100.0,0
1629058,Dzanan Musa,-0.8,396.0,-0.03,264.0,-0.77,422.0,0
1629059,Elie Okobo,0.4,132.0,-0.31,348.0,0.71,56.0,0
1629066,Rodions Kurucs,-0.34,329.0,0.61,72.0,-0.95,446.0,0
1629067,Isaac Bonga,-0.28,320.0,-0.04,267.0,-0.25,326.0,0
1629109,Gary Clark,-0.29,321.0,-0.48,381.0,0.19,165.0,0
1629117,Wenyen Gabriel,-0.16,289.0,0.03,231.0,-0.19,308.0,0
1629126,Deonte Burton,-0.31,324.0,0.09,204.0,-0.41,361.0,0
1629130,Duncan Robinson,1.13,44.0,0.19,166.0,0.95,34.0,0
1629133,Daryl Macon,-0.02,236.0,0.17,171.0,-0.2,309.0,0
1629139,Yuta Watanabe,0.17,165.0,0.12,190.0,0.05,207.0,0
1629140,Johnathan Williams,-0.43,348.0,-0.18,325.0,-0.25,330.0,0
1629151,Ryan Broekhoff,-0.09,265.0,-0.01,254.0,-0.08,254.0,0
1629164,Brandon Goodwin,-0.2,298.0,0.25,141.0,-0.46,373.0,0
1629168,BJ Johnson,-0.12,272.0,-0.01,247.0,-0.11,281.0,0
1629185,Chris Chiozza,0.98,58.0,1.23,13.0,-0.25,328.0,0
1629234,Drew Eubanks,-0.52,359.0,-0.35,356.0,-0.17,299.0,0
1713,Vince Carter,-0.26,313.0,0.23,147.0,-0.49,378.0,0
200746,LaMarcus Aldridge,-1.04,419.0,-0.5,384.0,-0.54,387.0,0
200752,Rudy Gay,0.47,119.0,0.84,36.0,-0.37,354.0,0
200755,JJ Redick,-0.27,316.0,-1.08,448.0,0.8,48.0,0
200757,Thabo Sefolosha,-0.72,389.0,-0.49,382.0,-0.24,321.0,0
200765,Rajon Rondo,0.31,144.0,0.1,200.0,0.21,158.0,0
200768,Kyle Lowry,0.42,130.0,0.48,93.0,-0.05,244.0,0
200782,PJ Tucker,0.32,143.0,-0.09,286.0,0.41,106.0,0
200794,Paul Millsap,2.08,14.0,1.39,7.0,0.69,58.0,0
200826,J.J. Barea,0.34,136.0,0.09,203.0,0.25,146.0,0
201143,Al Horford,1.07,48.0,1.12,22.0,-0.05,242.0,0
201144,Mike Conley,-0.28,318.0,0.09,206.0,-0.37,352.0,0
201145,Jeff Green,-1.73,463.0,-0.58,398.0,-1.15,459.0,0
201152,Thaddeus Young,-0.14,283.0,1.22,14.0,-1.36,468.0,0
201158,Marco Belinelli,0.46,121.0,-0.1,295.0,0.57,78.0,0
201162,Jared Dudley,-0.46,351.0,0.33,127.0,-0.79,427.0,0
201163,Wilson Chandler,-0.93,410.0,-0.03,266.0,-0.9,438.0,0
201188,Marc Gasol,2.12,11.0,1.59,6.0,0.53,82.0,0
201229,Anthony Tolliver,-1.41,446.0,-0.95,441.0,-0.47,375.0,0
201565,Derrick Rose,0.16,169.0,-1.19,455.0,1.35,13.0,0
201566,Russell Westbrook,-0.12,273.0,0.47,96.0,-0.59,396.0,0
201567,Kevin Love,-1.69,462.0,-1.08,449.0,-0.61,399.0,0
201568,Danilo Gallinari,0.13,177.0,-1.11,453.0,1.24,18.0,0
201569,Eric Gordon,-1.4,445.0,-1.09,450.0,-0.31,341.0,0
201571,D.J. Augustin,0.43,128.0,0.87,35.0,-0.44,371.0,0
201572,Brook Lopez,1.59,22.0,0.93,30.0,0.66,62.0,0
201577,Robin Lopez,0.09,189.0,0.1,202.0,-0.01,227.0,0
201580,JaVale McGee,0.56,103.0,0.22,153.0,0.34,119.0,0
201583,Ryan Anderson,0.15,173.0,0.03,232.0,0.12,182.0,0
201584,Courtney Lee,0.05,200.0,-0.28,341.0,0.33,124.0,0
201586,Serge Ibaka,-0.88,404.0,-0.27,338.0,-0.61,401.0,0
201587,Nicolas Batum,-0.09,266.0,-0.69,407.0,0.6,72.0,0
201588,George Hill,1.05,51.0,0.21,155.0,0.84,44.0,0
201599,DeAndre Jordan,-0.96,411.0,0.39,110.0,-1.35,467.0,0
201609,Goran Dragic,-0.21,302.0,-0.86,435.0,0.65,65.0,0
201933,Blake Griffin,-0.18,294.0,-0.41,364.0,0.23,153.0,0
201935,James Harden,2.27,8.0,0.33,125.0,1.93,3.0,0
201937,Ricky Rubio,1.04,52.0,0.51,89.0,0.54,81.0,0
201939,Stephen Curry,-0.36,337.0,-0.45,377.0,0.1,194.0,0
201942,DeMar DeRozan,-1.01,416.0,-1.11,452.0,0.1,191.0,0
201949,James Johnson,0.25,153.0,0.11,197.0,0.14,177.0,0
201950,Jrue Holiday,-0.13,276.0,-0.45,376.0,0.32,126.0,0
201952,Jeff Teague,-0.19,296.0,-0.71,414.0,0.52,84.0,0
201959,Taj Gibson,-1.64,458.0,-0.73,419.0,-0.91,441.0,0
201960,DeMarre Carroll,0.17,164.0,0.06,216.0,0.11,186.0,0
201961,Wayne Ellington,-0.08,257.0,0.28,136.0,-0.35,351.0,0
201976,Patrick Beverley,1.57,24.0,1.14,21.0,0.43,103.0,0
201980,Danny Green,1.08,47.0,0.3,132.0,0.78,51.0,0
201988,Patty Mills,1.02,54.0,0.19,165.0,0.83,46.0,0
202066,Garrett Temple,-0.43,345.0,0.22,151.0,-0.65,409.0,0
202083,Wesley Matthews,2.11,12.0,1.2,15.0,0.92,38.0,0
202323,Evan Turner,-0.6,373.0,0.3,133.0,-0.9,437.0,0
202324,Derrick Favors,-0.04,246.0,-0.17,322.0,0.13,181.0,0
202329,Al-Farouq Aminu,-0.64,377.0,0.62,69.0,-1.26,464.0,0
202330,Gordon Hayward,0.71,86.0,0.04,225.0,0.67,60.0,0
202331,Paul George,1.16,43.0,0.3,134.0,0.86,40.0,0
202334,Ed Davis,-0.83,399.0,0.02,237.0,-0.85,432.0,0
202335,Patrick Patterson,0.5,112.0,0.61,74.0,-0.11,275.0,0
202339,Eric Bledsoe,1.37,32.0,0.8,42.0,0.57,76.0,0
202340,Avery Bradley,0.01,218.0,0.38,113.0,-0.38,355.0,0
202355,Hassan Whiteside,-0.04,241.0,-0.42,366.0,0.38,110.0,0
202357,Nemanja Bjelica,-0.61,374.0,-0.69,409.0,0.08,200.0,0
202397,Ish Smith,-1.0,414.0,-1.21,456.0,0.21,157.0,0
202681,Kyrie Irving,-0.28,319.0,-0.63,403.0,0.35,117.0,0
202683,Enes Kanter,1.26,38.0,0.43,105.0,0.83,45.0,0
202684,Tristan Thompson,-0.67,384.0,-0.05,270.0,-0.62,402.0,0
202685,Jonas Valanciunas,0.18,163.0,0.48,90.0,-0.31,339.0,0
202687,Bismack Biyombo,-0.54,361.0,0.0,244.0,-0.54,384.0,0
202688,Brandon Knight,-0.34,330.0,-0.27,337.0,-0.07,249.0,0
202689,Kemba Walker,1.73,20.0,-0.35,355.0,2.09,2.0,0
202692,Alec Burks,-1.34,443.0,-0.56,397.0,-0.78,425.0,0
202693,Markieff Morris,-1.58,454.0,-0.62,402.0,-0.96,448.0,0
202694,Marcus Morris,-0.66,381.0,-0.82,431.0,0.15,172.0,0
202695,Kawhi Leonard,2.82,4.0,1.69,3.0,1.13,21.0,0
202696,Nikola Vucevic,0.9,69.0,0.7,53.0,0.2,160.0,0
202697,Iman Shumpert,-0.9,406.0,-0.29,344.0,-0.61,398.0,0
202699,Tobias Harris,0.95,63.0,0.75,47.0,0.2,162.0,0
202704,Reggie Jackson,-0.03,240.0,0.21,154.0,-0.24,325.0,0
202709,Cory Joseph,-0.43,347.0,-0.36,358.0,-0.07,251.0,0
202710,Jimmy Butler,2.37,6.0,1.24,12.0,1.14,20.0,0
202711,Bojan Bogdanovic,1.93,15.0,0.45,97.0,1.48,9.0,0
202718,Chandler Parsons,-0.8,395.0,-0.38,362.0,-0.42,366.0,0
202722,Davis Bertans,1.07,49.0,-0.69,410.0,1.76,5.0,0
202734,ETwaun Moore,0.22,157.0,0.22,150.0,-0.01,228.0,0
202738,Isaiah Thomas,-0.81,398.0,-1.44,466.0,0.62,68.0,0
202954,Brad Wanamaker,0.76,79.0,1.33,10.0,-0.57,391.0,0
203076,Anthony Davis,1.02,53.0,0.7,52.0,0.33,125.0,0
203077,Michael Kidd-Gilchrist,0.52,109.0,0.42,106.0,0.1,189.0,0
203078,Bradley Beal,-1.74,464.0,-2.71,473.0,0.97,29.0,0
203081,Damian Lillard,0.78,75.0,-0.17,319.0,0.95,33.0,0
203082,Terrence Ross,-0.75,393.0,-0.1,292.0,-0.65,411.0,0
203083,Andre Drummond,-0.3,323.0,-0.23,333.0,-0.07,252.0,0
203084,Harrison Barnes,-0.03,238.0,0.05,223.0,-0.08,257.0,0
203085,Austin Rivers,0.19,161.0,-0.78,429.0,0.97,30.0,0
203086,Meyers Leonard,0.48,116.0,0.6,75.0,-0.12,282.0,0
203087,Jeremy Lamb,0.34,138.0,-0.08,283.0,0.42,104.0,0
203089,John Henson,0.15,172.0,-0.05,269.0,0.2,163.0,0
203090,Maurice Harkless,-0.58,370.0,-0.15,311.0,-0.43,367.0,0
203095,Evan Fournier,-0.06,252.0,-0.15,312.0,0.09,196.0,0
203107,Tomas Satoransky,0.13,178.0,0.21,158.0,-0.08,258.0,0
203109,Jae Crowder,-1.13,427.0,-1.16,454.0,0.03,214.0,0
203110,Draymond Green,-0.88,405.0,-0.1,293.0,-0.79,426.0,0
203114,Khris Middleton,2.11,13.0,1.17,18.0,0.94,35.0,0
203115,Will Barton,1.54,25.0,1.1,23.0,0.44,101.0,0
203118,Mike Scott,1.43,27.0,0.67,58.0,0.76,53.0,0
203124,Kyle OQuinn,-1.06,422.0,-0.94,440.0,-0.12,283.0,0
203145,Kent Bazemore,-0.67,383.0,0.17,174.0,-0.84,431.0,0
203200,Justin Holiday,0.26,152.0,0.35,120.0,-0.1,271.0,0
203210,JaMychal Green,0.58,100.0,0.53,85.0,0.05,209.0,0
203382,Aron Baynes,-0.01,231.0,-0.61,400.0,0.6,71.0,0
203457,Nerlens Noel,-0.35,332.0,-0.18,323.0,-0.17,298.0,0
203458,Alex Len,-1.29,441.0,-0.68,406.0,-0.61,400.0,0
203459,Allen Crabbe,-1.67,461.0,-0.78,427.0,-0.89,436.0,0
203463,Ben McLemore,2.32,7.0,-0.09,290.0,2.41,1.0,0
203468,CJ McCollum,1.09,46.0,-0.16,315.0,1.25,17.0,0
203469,Cody Zeller,-1.63,457.0,-1.24,458.0,-0.4,358.0,0
203471,Dennis Schroder,1.41,30.0,1.39,8.0,0.02,220.0,0
203473,Dewayne Dedmon,-0.74,392.0,0.05,220.0,-0.79,428.0,0
203476,Gorgui Dieng,-1.23,436.0,0.65,65.0,-1.87,473.0,0
203482,Kelly Olynyk,-0.08,261.0,-0.09,287.0,0.01,224.0,0
203484,Kentavious Caldwell-Pope,0.63,94.0,-0.34,352.0,0.97,31.0,0
203486,Mason Plumlee,0.24,155.0,0.63,67.0,-0.39,357.0,0
203487,Michael Carter-Williams,0.1,184.0,-0.14,305.0,0.25,147.0,0
203488,Mike Muscala,-0.14,282.0,0.64,66.0,-0.78,423.0,0
203490,Otto Porter Jr.,0.14,176.0,-0.21,327.0,0.36,115.0,0
203496,Robert Covington,-0.54,363.0,-0.71,413.0,0.16,171.0,0
203497,Rudy Gobert,1.07,50.0,0.79,43.0,0.27,136.0,0
203500,Steven Adams,0.51,111.0,0.11,191.0,0.4,109.0,0
203501,Tim Hardaway Jr.,1.2,41.0,0.11,195.0,1.09,24.0,0
203503,Tony Snell,-1.55,450.0,-1.03,445.0,-0.51,382.0,0
203504,Trey Burke,0.75,82.0,0.3,131.0,0.44,99.0,0
203507,Giannis Antetokounmpo,2.83,3.0,1.73,2.0,1.11,22.0,0
203516,James Ennis III,0.48,115.0,-0.53,391.0,1.02,27.0,0
203521,Matthew Dellavedova,0.11,181.0,0.58,79.0,-0.47,376.0,0
203524,Solomon Hill,0.12,180.0,-0.71,415.0,0.83,47.0,0
203526,Raul Neto,-0.14,284.0,0.48,91.0,-0.62,403.0,0
203552,Seth Curry,0.64,93.0,0.1,198.0,0.54,80.0,0
203584,Troy Daniels,0.09,187.0,0.17,173.0,-0.08,255.0,0
203585,Rodney McGruder,0.61,97.0,-0.17,318.0,0.78,52.0,0
203648,Thanasis Antetokounmpo,-0.24,309.0,-0.28,340.0,0.04,213.0,0
203705,Josh Magette,-0.09,263.0,-0.01,246.0,-0.08,262.0,0
203894,Shabazz Napier,-0.49,355.0,0.6,76.0,-1.09,455.0,0
203895,Jordan McRae,-0.21,299.0,-0.3,347.0,0.09,195.0,0
203897,Zach LaVine,-1.17,430.0,-0.54,394.0,-0.63,404.0,0
203901,Elfrid Payton,0.29,150.0,0.07,210.0,0.22,155.0,0
203903,Jordan Clarkson,-0.56,366.0,-0.92,437.0,0.36,114.0,0
203914,Gary Harris,0.96,59.0,0.54,83.0,0.42,105.0,0
203915,Spencer Dinwiddie,0.43,127.0,-0.43,371.0,0.87,39.0,0
